specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info;scientific_name - same_as_label;scientific_name - scientific_name;scientific_name - not_in_list;scientific_name - family;scientific_name - genus;scientific_name - epiteth;owner - question_1;owner - no_info
B;Herbarium Berolinense;B 10 1064618;5;6784786;Pinaceae;Pinus;nigricans;;Österreich;False;;;;Tirol;;;;01/05/1887 - 31/05/1887;False;False;;;;;Woynar;;False;;;;;;True;;;True;Bramböckau nächst Rattenberg, durch vor Jahrzehnten erfolgte Aufforstung eingebürgert.;False;;47.43749307295822 , 11.892399787902834;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064614;5;6784786;Pinaceae;Pinus;nigra var. pallasiana;;Türkei;;;;False;Bilecik;;;;23/05/1929 - 23/05/1929;;;;;;;J. et F. Bornmüller;;;;;;;13663;False;;;True;Bithynia: In ditione oppiduli Bilecik  .c. 6-700 m. s. m, in m. Abasli kum Koi;;False;40.1435101 , 29.9752911;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065205;5;6784786;Pinaceae;Pinus;sp.;;Vereinigte Staaten von Amerika;;;;False;California;;;False;15/05/1980 - 15/05/1980;;;;;;;P. Davis & Lightowlers, D.;;False;;;;;66893;False;;;True;Yosemite National Park, near El Portal on Loop road. c. 1,500m. Mixed coniferous forest. Small trees.;False;;37.67600841620531 , -119.78239059448244;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0313798;5;6784786;Pinaceae;Pinus;sp.;;Vereinigte Staaten von Amerika;False;;;;California;;;;08/06/1997 - 08/06/1997;False;False;;;;;H. H. Hilger & M. Hofmann;;False;;;;;1501;False;;;True;Humboldt Redwoods State Park (Founder´s Grove), jug Handle Trail, Stufe 4, Pygmy Forest.;False;;40.3508813 , -123.9244801;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0359641;5;6784786;Pinaceae;Picea;pungens;;Deutschland;True;;;;Berlin;;;False;09/01/1991 - 09/01/1991;False;;;;;;;;True;;;;;;True;;;True;(Berlin), Handel;;False;52.5170365 , 13.3888599;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062787;5;6784786;Pinaceae;Abies;cephalonica;;Deutschland;True;;;False;Berlin;;;False;22/05/1889 - 22/05/1889;;;;;;;;;True;;;;;;True;T. Nitzelius;;;Botan. Garten [Dahlem];;False;52.45669145616021 , 13.304829597473145;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064228;5;6784786;Pinaceae;Pinus;halepensis;;Russland;;;;False;Krasnodar krai(Краснодарский край);;;False;20/06/1901 - 03/07/1901;;;;;;;B. Hryniewiecki;;;;;;;;True;B. Hryniewiecki;;;Caucasus. Circassia. In litore maritimo inter Uch-Dere et Dagomys;;False;43.65582571576046 , 39.63811397552491;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065253;5;6784786;Pinaceae;Pseudotsuga;menziesii var. glauca;;Deutschland;True;;;False;Berlin;;;False;23/04/1992 - 23/04/1992;;;;;;;Cubr;;;;;;;29440;;H. Ern;;;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: AR-01-028;False;;52.454 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065254;5;6784786;Pinaceae;Pseudotsuga;menziesii var. glauca;;Deutschland;True;;;;Berlin;;;;23/04/1992 - 23/04/1992;False;False;;;;;Cubr;;False;;;;;29440;False;H. Ern;;;Kultiviert im Botanischen Garten Berlin-Dahlem;;False;52.454903062654374 , 13.304792401422946;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065268;5;6784786;Pinaceae;Pseudotsuga;taxifolia;;Deutschland;True;;;False;Brandenburg;;;False;01/11/1958 - 30/11/1958;;;;;;;Schmattorsch;;;;;;;;True;;;True;Dahme: um die Hauptkirche;;False;51.871814507929265 , 13.42827558517456;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065262;5;6784786;Pinaceae;Pseudotsuga;taxifolia;;Deutschland;True;;;;Brandenburg;;;;21/03/1957 - 21/03/1957;False;False;;;;;Schmattorsch;;False;;;;;;True;Göritz;;False;Dahme: Schloßgarten;False;;51.87299360527936 , 13.431901931762697;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065260;5;6784786;Pinaceae;Pseudotsuga;taxifolia;;Deutschland;True;;;;Brandenburg;;;;24/04/1905 - 24/04/1905;False;False;;;;;Roß;;False;;;;;;True;;;True;"prov. Brandenburg; Kr. Zauch-Belzig: Im Werder, kgl. Forst bei Niemegk, angepflanzt.";False;;52.07496938132705 , 12.658395767211916;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065313;5;6784786;Pinaceae;Tsuga;canadensis;;Deutschland;True;;;False;Berlin;;;False;12/03/1981 - 12/03/1981;;;;;;;Schwerdtfeger;;;;;;;9654;;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Geo V 14;False;;52.454 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065312;5;6784786;Pinaceae;Tsuga;canadensis;;Deutschland;True;;;;Berlin;;;;02/05/1990 - 02/05/1990;False;False;;;;;Cubr;;False;;;;;26683;False;E. Potztal;;;Kultiviert im Botanischen Garten Berlin-Dahlem;;False;52.45667624674204 , 13.305022716522219;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065374;5;6784786;Pinaceae;Tsuga;dumosa;;Nepal;False;;;;;;;True;01/10/1984 - 31/10/1984;False;False;;;;;Schmidt-Vogt;;False;;;;;SV 17;False;;;True;Nepal 3100 m;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1065370;5;6784786;Pinaceae;Tsuga;diversifolia;;Deutschland;True;;;False;Berlin;;;False;22/04/1992 - 22/04/1992;;;;;;;Cubr;;;;;;;29424;;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem  Revier: AR-01-028;;False;52.454 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1062886;5;6784786;Pinaceae;Abies;x borisii-regis;;Deutschland;True;;;False;Berlin;;;False;21/08/1992 - 21/08/1992;;;;;;;Cubr;;;;;;;30201;;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem  Revier: Arboretum : 28-Pin-165;;False;52.454 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1062935;5;6784786;Pinaceae;Cedrus;libani;;Spanien;;;;False;Santa Cruz de Tenerife;;;False;29/02/1972 - 29/02/1972;;;;;;;U. Matthäs;;;;;;;;True;;;True;Teneriffa, El Portillo, am Nordrand der Cañadasstraße, 2000 m.;False;;28.293413186075227 , -16.564904451370243;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0484304;5;6784786;Pinaceae;Cedrus;libani subsp. brevifolia;;Zypern;False;;;;Lefkosia(Λευκωσία);;;;12/01/2009 - 12/01/2009;False;False;;;;;Friedrich Lauria;;False;;;;;2009-108;False;Lauria, F. (W);;False;Tripilos Nature Reserve/Cedar Valley, ~1050 m a.s.l., Pinus brutia-Cedrus-Wald.;False;;34.99597286314199 , 32.66829729080201;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062947;5;6784786;Pinaceae;Cedrus;libani;;Deutschland;True;;;;Berlin;;;False;27/02/1992 - 27/02/1992;False;False;;;;;Cubr;;False;;;;;29053;False;;;True;"Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum; 32-Pin-110";False;;52.453950000000006 , 13.305494444444445;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062948;5;6784786;Pinaceae;Cedrus;libani;;Deutschland;True;;;False;Berlin;;;False;27/02/1992 - 27/02/1992;;;;;;;Cubr;;;;;;;29053;;;;True;"Kultiviert im Botanischen Garten Berloin-Dahlem Revier: Arboretum; 32-Pin-110";;False;52.454 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1032880;5;6784786;Pinaceae;Larix;decidua;;Deutschland;False;;;;Brandenburg;;;;01/05/1947 - 31/05/1947;False;False;;;;;H. Ristow;;False;;;;;;True;;;True;Schildow;False;;52.6355634 , 13.377057;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062992;5;6784786;Pinaceae;Larix;decidua;;Slowakei;;;;False;Prešovský kraj;;;False;07/09/1931 - 07/09/1931;;;;;;;Vlad. Krajina;;;;;;;202;;;;True;Slovakia septentrionalis: montes Vysoké Tatry, in summo jugo  Bašta dicto supra lacum Štrbské pleso in Piceto mughoso solo granitico, altitudine circa 1480 m.s.m.;False;;49.13444103051879 , 20.06386756896973;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1062990;5;6784786;Pinaceae;Larix;decidua;;Slowakei;;;;False;Prešovský kraj;;;False;07/09/1931 - 07/09/1931;;;;;;;Vlad. Krajina;;;;;;;;True;;;True;Slovakia septentrionalis: montes Vysoké Tatry, in summo jugo Bašta dicto supra lacum Štrbské pleso, in Piceto excelsae cum Pinu montana mixto, solo granitico, altitudine circa 1480 m s.  m.;False;;49.132 , 20.065;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1062984;5;6784786;Pinaceae;Larix;decidua;;Polen;True;;;False;Dolnośląskie;;;False;09/06/1910 - 09/06/1910;;;;;;;M. Selmons;;;;;;;12306;;;;True;"Breslau; Göpperthain. 120 m";;False;51.1158082314231 , 17.049922943115238;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0571202;5;6784786;Pinaceae;Abies;concolor;;Deutschland;False;;;;Berlin;;;;01/05/1995 - 31/05/1995;False;False;;;;;R. Böcker;;False;;;;;Keim.HDD 38;False;;;True;Berlin/Hermsdorf, Zehdenick-Spandauer Havelniederung, Oswinsteig 12;False;;52.62599159076486 , 13.309142589569094;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0313947;5;6784786;Taxodiaceae;Sequoia;sempervirens;;Vereinigte Staaten von Amerika;False;;;;California;;;;07/06/1997 - 07/06/1997;False;False;;;;;H. H. Hilger & M. Hofmann;;;;;;;1462 (#USA 97/503);False;;;True;Humboldt Redwoods State Park (Founder's Grove);False;;40.35266666666667 , -123.924;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0313945;5;6784786;Taxodiaceae;Sequoia;sempervirens;;Vereinigte Staaten von Amerika;;;;False;California;;;False;07/06/1997 - 07/06/1997;;;;;;;H. H. Hilger & M. Hofmann;;;;;;;1459 (#USA 97/501);;;;True;Humboldt Redwoods State Park (Founder's Grove).;;False;40.3508813 , -123.9244801;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1066554;5;6784786;Taxodiaceae;Taiwania;cryptomerioides;;Taiwan;True;;;False;Taipei City(台北市);;;;;;True;;;;;;;True;;;;;;True;A. Farjon;;False;Botanical Garden. Po-ai Road, Taipei, Taiwan, China.;False;;25.031455355642574 , 121.50861740112306;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065167;5;6784786;Pinaceae;Pinus;wallichiana;;Afghanistan;True;;;;Kabul;;;;15/04/1964 - 15/04/1964;False;False;;;;;H. F. Neubauer;;False;;;;;4077;False;H. Ern;;False;"Paghman (W von Kabul), 2300 m; kultiviert in Baumschulen";False;;34.59113888888889 , 68.95693888888889;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065309;5;6784786;Pinaceae;Tsuga;canadensis;;Deutschland;True;;;False;Berlin;;;False;03/06/1900 - 09/11/1900;;;;;;;M. Selmons;;;;;;;;True;;;True;Berliner Tiergarten.   Heimisch im kälteren Nordamerika;;False;52.51274735633035 , 13.372335433959963;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065340;5;6784786;Pinaceae;Tsuga;canadensis;;Deutschland;True;;;;Berlin;;;;22/04/1992 - 22/04/1992;False;False;;;;;Cubr;;False;;;;;29423;False;H. Ern;;False;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: AR-01-028;False;;52.45438055555556 , 13.305602777777779;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065366;5;6784786;Pinaceae;Tsuga;diversifolia;;Deutschland;True;;;;Berlin;;;;05/03/1992 - 05/03/1992;False;False;;;;;Cubr;;False;;;;;29107;False;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Geo IV/ 8;False;;52.45276 , 13.304228;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0313797;5;6784786;Pinaceae;Pinus;monophylla;;Vereinigte Staaten von Amerika;False;;;;California;;;;29/05/1997 - 29/05/1997;False;False;;;;;H.H. Hilger & M. Hofmann;;False;;;;;1148 (#USA 97/157);False;;;True;Granite Mountains, rock 4000 ft.;False;;35.523285179107816 , -116.73522949218751;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0509148;5;6784786;Pinaceae;Pinus;montana;;Schweiz;;;;False;Waadt(Vaud);;;False;01/01/1854 - 31/12/1854;;;;;;;Thomas;;;;;;;;True;;;True;Vallée du lac de Joux;;False;46.6453460749764 , 6.277015871053628;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0509161;5;6784786;Pinaceae;Pinus;montana;;Deutschland;False;;;;Baden-Württemberg;;;;22/07/1959 - 22/07/1959;False;False;;;;;Berger-Landefeldt;;False;;;;;;True;;;True;Südbaden, Schwarzwald, Kreis Neustadt, Feldseemoor ostwärts von Feldberg, Moosmoor. 1100 m;False;;47.87118995 , 8.03663270451949;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0509572;5;6784786;Pinaceae;Pinus;montana;;Italien;False;;;False;Trento;;;False;07/08/1936 - 07/08/1936;;;;;;;Berger-Landefeldt;;;;;;;;True;;;True;Südtirol, Umgebung von Madonna di Campigilio, Namvinstock, zwischen den Malgen Patascòs und Ritorto. Meereshöhe: 1740 m;False;False;46.22328548411417 , 10.80955982208252;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0509159;5;6784786;Pinaceae;Pinus;montana;;Österreich;False;;;;Salzburg;;;;04/07/1929 - 04/07/1929;False;False;;;;;Berger-Landefeldt;;False;;;;;;True;;;True;Salzburg, Hohe Tauern, Stubachtal, am Grünsee. Legföhrenbestände, 1700 m;;False;47.13208209005919 , 12.517247200012207;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1066460;5;6784786;Taxodiaceae;Cryptomeria;japonica;;Portugal;False;;;;Lisboa;;;False;01/09/1926 - 30/09/1926;;;;;;;J. J. Barros;;;;;;;;True;;;True;Mündungsgebiet des Tejo von Lissabon bis Colares: Pena [Palacio National da Pena, Lissabon];;False;38.78734853089697 , -9.391679763793947;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1066454;5;6784786;Taxodiaceae;Cryptomeria;japonica;;Georgien;False;;;;Abkhazia;;;;07/07/1968 - 07/07/1968;False;False;;;;;G. Mielke;;False;;;;;;True;Th. Raus;;False;Kaukasus: Novy Afon, Klosterberg.;False;;43.08790820411063 , 40.820989608764656;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0626655;5;6784786;Taxodiaceae;Cryptomeria;japonica;;Deutschland;True;;;False;Nordrhein-Westfalen;;;False;01/01/1913 - 31/12/1913;;;;;;;;;True;;;;;;True;;;True;angepflanzt: z. L. ?  Grafenberg bei Düsseldorf.;;False;51.24416042853021 , 6.83177947998047;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1065076;5;6784786;Pinaceae;Pinus;strobus;;Vereinigte Staaten von Amerika;False;;;;Massachusetts;;;;08/12/1926 - 08/12/1926;False;False;;;;;;;True;;;;;;True;;;True;Abington (Mass.), wälderbildend;False;;42.1048228 , -70.9453218;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065095;5;6784786;Pinaceae;Pinus;strobus;;Deutschland;True;;;;Berlin;;;;04/03/1992 - 04/03/1992;False;False;;;;;Cubr;;False;;;;;29092;False;A. Farjon;;False;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Geo V/2;False;;52.45439665 , 13.304122526030515;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0559328;5;6784786;Pinaceae;Pinus;strobus;;Deutschland;False;;;;Berlin;;;;13/10/1946 - 13/10/1946;False;False;;;;;C. Risch;;False;;;;;;True;;;True;"in arboreto ""Sachsenpark""";False;;52.5189985 , 13.255370197973772;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065129;5;6784786;Pinaceae;Pinus;tropicalis;;Kuba;False;;;;La Habana;;;;01/01/1907 - 28/02/1907;False;False;;;;;Caldwell & Baker;;False;;;;;7074;False;B. T. Styles;;False;Plants of the Sierras of Western Cuba, Santa Catalina;False;;22.81667 , -82.98333;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1065127;5;6784786;Pinaceae;Pinus;torreyana;;Vereinigte Staaten von Amerika;False;;;;California;;;;05/02/1938 - 05/02/1938;False;False;;;;;Lewis S. Rose;;False;;;;;;True;;;True;San Diego County, Del Mar, alt. 100 ft., Coastal hills;False;;32.9594891 , -117.2653146;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064393;5;6784786;Pinaceae;Pinus;mugo;;Polen;False;;;;Dolnośląskie;;;;01/09/1893 - 01/09/1893;False;False;;;;;Hirte;;False;;;;;;True;;;True;Riesengebirge: Kleine Schneegrube. circ. 1000 met.;False;;50.78493889078752 , 15.560030937194826;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064441;5;6784786;Pinaceae;Pinus;mugo;;Österreich;False;;;;Tirol;;;;01/07/1876 - 31/07/1876;False;False;;;;;J. Woynar;;False;;;;;66;False;;;True;Auf allen Alpen;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1064442;5;6784786;Pinaceae;Pinus;mugo;;Polen;;;;False;Dolnośląskie;;;False;15/07/1864 - 15/07/1864;False;False;;;;;G. Hieronymus;;False;;;;;;True;Schlickum;;;Am Schneekoppenkegel im Riesengebirge;False;;50.73629217299118 , 15.73997497558594;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064444;5;6784786;Pinaceae;Pinus;mugo;;Polen;False;;;;Dolnośląskie;;;;14/07/1877 - 14/07/1877;False;False;;;;;W. Schoepke;;False;;;;;;True;;;True;Flora des Riesengebirges. Häufig am Eingange in die kl. Schneegrube. Höhe: 1100 M.;False;;50.789741095987985 , 15.560631752014162;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064476;5;6784786;Pinaceae;Pinus;mugo;;Deutschland;True;;;False;Berlin;;;False;24/03/1992 - 24/03/1992;;;;;;;Cubr;;;;;;;29215;;A. Farjon;;;"Kultiviert im Botanischen Garten Berlin-Dahlem Revier: Arboretum; 31-Pin-120";;False;52.456637020309756 , 13.304529190063478;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064464;5;6784786;Pinaceae;Pinus;mugo;;Litauen;False;;;;Klaipėdos;;;;01/08/1932 - 31/08/1932;False;False;;;;;Julius Riemer;;False;;;;;;True;;;True;Schwarzort [Juodkrantė], Kurische Nehrung;False;;55.5428815 , 21.1217962;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064461;5;6784786;Pinaceae;Pinus;mugo;;Tschechien;False;;;;Královéhradecký kraj;;;;15/08/1879 - 15/08/1879;False;False;;;;;Feldmann;;False;;;;;;True;;;True;Ziegenrücken [Kozí hřbety] zwischen Schnee- und schwarze Koppe, Riesengebirge;False;;50.7343315 , 15.6534907;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0554986;5;6784786;Pinaceae;Pinus;mugo subsp. rotundata;"""Zu viele Belege""";Tschechien;;;;False;Vysočina;;;False;15/10/1947 - 15/10/1947;;;;;;;;;;;;;;;;;;True;Moravia occident, Žd'ár nad Sázavou: in turfosis prope piscinam Velké Dářko dictam in propinquo pagi škrdlovice, cca 620 m s. m.;;False;49.63178448885856 , 15.90451240539551;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064500;5;6784786;Pinaceae;Pinus;murrayana;;Vereinigte Staaten von Amerika;;;;False;North Carolina;;;False;26/04/1897 - 31/10/1897;False;False;;;;;;;True;;;;;1227b;;;;True;Dry hills, Biltmore;False;;35.558 , -82.533;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064499;5;6784786;Pinaceae;Pinus;murrayana;;Kanada;False;;;;;;;True;01/01/1913 - 31/12/1913;False;False;;;;;G. Weigand;;False;;;;;32000;False;;;True;Rocky Mountains;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 0484498;5;6784786;Pinaceae;Pinus;nigra;;Türkei;False;;;;Adana;;;;30/04/2008 - 30/04/2008;False;False;;;;;Friedrich Lauria;;False;;;;;2008-409;False;Lauria;;False;Provinz Adana, östl. des Passes Kücük Gezbeli Gecidi (1990 m a.s.l.), an der Straße von Develi [Ort südl. von Kayseri] nach Südost, Nähe des Ortes Hanyeri, ~1600 m a.s.l.;False;;38.20299770439646 , 36.05382442474366;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064559;5;6784786;Pinaceae;Pinus;nigra subsp. nigra;;Deutschland;True;;;;Berlin;;;;23/03/1992 - 23/03/1992;False;False;;;;;Cubr;;False;;;;;29195;False;A. Farjon;;False;"Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum; 39-Pin-123";False;;52.45438055555556 , 13.305602777777779;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064555;5;6784786;Pinaceae;Pinus;nigra subsp. nigra;;Deutschland;True;;;False;Berlin;;;False;25/03/1992 - 25/03/1992;;;;;;;Cubr;;;;;;;29226;;A. Farjon;;;"Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum; 39-Pin-122";False;;52.45661086933549 , 13.304615020751955;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064580;5;6784786;Pinaceae;Pinus;nigra subsp. salzmannii;;Deutschland;True;;;False;Berlin;;;False;29/01/1991 - 29/01/1991;;;;;;;Matthäs;;;;;;;27640;;A. Farjon;;;Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: Arboretum;;False;52.454 , 13.304;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064596;5;6784786;Pinaceae;Pinus;nigra var. austriaca;;Vereinigte Staaten von Amerika;True;;;False;Rhode Island;;;False;08/12/1909 - 08/12/1909;;;;;;;J. F. C. [J. Frank. Collins];;;;;;;;True;;;True;Roger Williams Park, Providence R. I.;;False;41.78360106648078 , -71.40924453735353;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064599;5;6784786;Pinaceae;Pinus;nigra var. mauretanica;;Marokko;False;;;;Chefchaouen;;;;23/06/1982 - 23/06/1982;False;False;;;;;J. Fdez. Casas, F. Muñoz Garmendia, A. Susanna & M. T. Telleria;;False;;;;;FC 7244;False;;;True;Tétouan: sobre Bab Taza, matorral entre pin sapos, 1700 m, substrato calizo.;False;;35.08753875632294 , -5.13977050432004;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0468642;5;6784786;Pinaceae;Pinus;reflexa;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;30/03/1976 - 30/03/1976;False;False;;;;;B. Leuenberger;;False;;;;;78;False;B. Leuenberger;;False;Otero County, Cloudcroft, Alt 2880 m.;False;;32.95472222222222 , -105.74055555555556;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064803;5;6784786;Pinaceae;Pinus;radiata;;Spanien;;;;False;Santa Cruz de Tenerife;;;;01/04/1966 - 30/04/1966;;False;;;;;;;True;;;;;;True;;;True;Tenerife, Puerto de las Cruz;False;;28.4159024 , -16.5532956;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0478959;5;6784786;Pinaceae;Pinus;rigida;;Deutschland;False;;;;Brandenburg;;;;01/02/1932 - 29/02/1932;False;False;;;;;Berger-Landefeldt;;False;;;;;;True;;;True;Berlin, Umgebung: Birkenwerder;False;;52.6884408 , 13.2831336;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064812;5;6784786;Pinaceae;Pinus;rigida;;Deutschland;True;;;False;Schleswig-Holstein;;;False;15/06/1924 - 15/06/1924;;;;;;;A. Dreyer;;;;;;;;True;;;True;"An einem Waldwege bei Ohe (Sachsenwaldau), in den sogn. ""Oher Tannen"" etwa 30 Bäume angepflanzt. Nahe den Hünengräbern.";;False;53.55795161577619 , 10.270071029663088;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1064813;5;6784786;Pinaceae;Pinus;rigida;;Deutschland;False;;;;Berlin;;;;;;True;;;;;;;True;;;;;;True;;;True;Hort. Berolin.;False;;52.45402184600491 , 13.304786682128906;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064870;5;6784786;Pinaceae;Pinus;sylvestris;;Deutschland;False;;;;Berlin;;;;20/06/1914 - 20/06/1914;False;False;;;;;R. Groß;;False;;;;;;True;;;True;im Grunewald.;False;;52.47127912644434 , 13.224620819091799;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1064856;5;6784786;Pinaceae;Pinus;sylvestris;;Deutschland;False;;;;Berlin;;;;02/07/1949 - 02/07/1949;False;False;;;;;Stutz;;False;;;;;;True;;;True;Krumme Laake, Bez. Köpenick, b. Berlin, Hochmoor;False;;52.416686385487345 , 13.684287071228027;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1062750;5;6784786;Pinaceae;Abies;mariesii;;Deutschland;True;;;;Berlin;;;;15/06/1961 - 15/06/1961;False;False;;;;;W. Schultze-Motel;;False;;;;;;True;;;True;Kult. im Bot. Garten Berlin-Dahlem. Revier: Arboretum 2/58;;False;52.45438055555556 , 13.305602777777779;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063176;5;6784786;Pinaceae;Picea;abies;;Deutschland;True;;;;Berlin;;;;15/03/1983 - 15/03/1983;False;False;;;;;Schwerdtfeger;;False;;;;;13402;False;;;True;Kultiviert im Botanischen Garten Berlin-Dahlem Revier: Arboretum 27-Pin-105;False;;52.456558567340345 , 13.304529190063478;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063168;5;6784786;Pinaceae;Picea;abies;;Österreich;False;;;;Niederösterreich;;;;03/06/1933 - 03/06/1933;False;False;;;;;Berger-Landefeldt;;False;;;;;;True;;;True;Umgebung von Lunz am See, Hirschbachtal, Urwald Luckenbrunn, Berg-Fichtenwald;False;;47.83942893041069 , 15.071883200726008;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0509556;5;6784786;Pinaceae;Picea;abies;;Deutschland;False;;;;Sachsen-Anhalt;;;;01/08/1949 - 31/08/1949;False;False;;;;;Berger-Landefeldt;;False;;;;;;True;;;True;Harz, Forst Öhrenfeld, Weg Hanneckenbrück - Renneckenberg, Hölle, Jagen 88, Fichtenwald, 630 m;False;;51.843488323429064 , 10.720767974853517;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063227;5;6784786;Pinaceae;Picea;engelmannii;;Deutschland;True;;;False;Hessen;;;False;01/01/1911 - 31/12/1911;False;False;;;;;Schulz;;False;;;;;29;False;;;True;gereift 1911 in d. Carlsaue zu Cassel;False;;51.3028482 , 9.492566008944953;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1063228;5;6784786;Pinaceae;Picea;engelmannii;;Deutschland;True;;;False;Brandenburg;;;False;18/12/1958 - 18/12/1958;;;;;;;Schmattorsch;;;;;;;;True;;;True;um die Hauptkirche in Dahme;;False;51.87215896653145 , 13.428715467453003;;;;;;;;;;;
