specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;owner - question_1;owner - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B101040227;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Okzitanien;;;False;10/08/1890 - 10/08/1890;;;A. Marcailhou d'Aymeric;;;;True;;;True;Alex. & Hte Marcailhou d'Aymeric;;Mérens, quartier de Soulans (à 1140 m);False;False;42.65769668215282 , 1.8419480323791506;;;;
B;Herbarium Berolinense;B101040228;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Okzitanien;;;False;28/07/1888 - 28/07/1888;;;A. Marcailhou d'Aymeric;;;;True;;;True;Alex. & Hte Marcailhou d'Aymeric;;chemin de Vaychis, rochers du Col de Condine. Ax (Ariège);;False;42.740548 , 1.809912;;;;
B;Herbarium Berolinense;B101040229;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Okzitanien;;;False;22/07/1885 - 22/07/1885;;;Hte Marcailhou d'Aymeric;;;;True;;;True;Alex. & Hte Marcailhou d'Aymeric;;Ax, rochers du château Maü;False;;42.715943169685495 , 1.8377509115816795;;;;False
B;Herbarium Berolinense;B101040230;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Deutschland;;;;False;Sachsen;;;False;16/06/1913 - 16/06/1913;;;O. Fiedler;;;309;;;;True;Otto Fiedler;;Auf Sandböden nördlich von Delitzsch;;False;51.542518176086176 , 12.34537124633789;;;;
B;Herbarium Berolinense;B101040231;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Okzitanien;;;False;01/07/1935 - 31/07/1935;;;P. V. Estival;;;;True;;;True;H. Laus;;Lozère: Nasbinals, 1180 m.;;False;44.6625448 , 3.0465813;;;;
B;Herbarium Berolinense;B101040243;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Italien;;;;False;Marche;;;False;01/06/1950 - 30/06/1950;;;I. et F. Mgf. [Markgraf];;;;True;F. Mgf. [Markgraf];;;I. Markgraf;;Abruzzen: Arquata: Monte Vettore, trockene Staudenflur der SO-Flanke Kalkfels. SO-Expos. steil 1300 m ü. d. M.;;False;42.809575778676226 , 13.288478851318361;;;;
B;Herbarium Berolinense;B101040244;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Deutschland;;;;False;Thüringen;;;False;01/07/1881 - 31/07/1881;;;M. Schulze;;;;True;;;True;;True;Jena: Tautenburger Forst;;False;50.98612003294509 , 11.70095443725586;;;;
B;Herbarium Berolinense;B101040245;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Polen;False;;;;Dolnośląskie;;;;06/07/1888 - 06/07/1888;False;False;Felsmann;;False;;True;;;True;;True;Schweidnitz: Wegrand bei Gräditz [Grodziszcze];False;;50.7985079 , 16.5623965;;;;False
B;Herbarium Berolinense;B101040246;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Deutschland;;;;False;Thüringen;;;False;01/09/1877 - 30/09/1877;;;C. Dufft;;;;True;;;True;;True;Zeigerheimer Berg bei Rudolstadt;;False;50.70463929015671 , 11.305961608886719;;;;
B;Herbarium Berolinense;B101040252;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Österreich;False;;;;Tirol;;;;06/07/1885 - 06/07/1885;False;False;R.  Beyer;;False;;True;;;True;R. Beyer;False;Innstraße zwischen Hochfinstermünz und Nauders.;False;;46.90743767967932 , 10.49571990966797;;;;False
B;Herbarium Berolinense;B101040253;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Deutschland;False;;;;Rheinland-Pfalz;;;;01/07/1920 - 31/07/1920;False;False;Baschant;;False;;True;;;True;Baschant;False;Rheingebiet b. Kaub.;False;;50.0880512 , 7.7620909;;;;False
B;Herbarium Berolinense;B101040254;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Deutschland;False;;;;Baden-Württemberg;;;;01/07/1950 - 31/07/1950;False;False;J. Hruby;;False;;True;;;True;;True;Karlsruhe, Stuttensee;False;;49.084639 , 8.48199;;;;
B;Herbarium Berolinense;B101040270;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Slowakei;;;;False;Nitriansky kraj;;;False;01/06/1902 - 30/06/1902;;;Samuel Kupčok;;;;True;;;True;S. Kupčok,Bothe;;Pukanec. In collibus.;;False;48.351632195941086 , 18.71306419372559;;;;
B;Herbarium Berolinense;B101040271;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Polen;False;;;;Kujawsko-Pomorskie;;;;14/07/1891 - 14/07/1891;False;False;Georg Froelich;;False;;True;;;True;V. Engelhardt;;[Westpreußen] Thorn. Belauf Lugau;;False;53.0145361 , 18.596583144651557;;;;False
B;Herbarium Berolinense;B101040272;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Polen;False;;;;Kujawsko-Pomorskie;;;;14/07/1891 - 14/07/1891;False;False;Georg Froelich;;False;;True;;;True;;True;Thorn. Belauf Lugau;False;;52.979824769835226 , 18.515696525573734;;;;False
B;Herbarium Berolinense;B101040273;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Slowakei;;;;False;Nitriansky kraj;;;False;01/06/1902 - 30/06/1902;;;Samuel Kupčok;;;;True;;;True;S. Kupčok,Bothe;;Bohunice. In colle Kováčová.;;False;48.32030727367377 , 18.81769180297852;;;;
B;Herbarium Berolinense;B101040274;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;"""Kein Etikett/leeres Etikett""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101040275;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Slowakei;;;;False;Banskobystrický kraj;;;False;04/06/1891 - 04/06/1891;;;L. Richter;;;;True;;;True;I. Dörfler,J. Ullepitsch;;Ad Bars-Szklenófürdö [Sklené Teplice].;;False;48.5271548 , 18.8651246;;;;
B;Herbarium Berolinense;B101040276;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Okzitanien;;;False;01/07/1935 - 31/07/1935;;;P. V. Estival;;;;True;;;True;H. Laus;;Lorère: Nasbinals, 1180 m;;False;44.661515 , 3.0467671;;;;
B;Herbarium Berolinense;B101040277;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101040278;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Slowakei;;;;False;Banskobystrický kraj;;;False;11/06/1891 - 11/06/1891;;;Richter;;;;True;;;True;Bothe;;Bars-Sklenófürdö [Sklené Teplice], Bars megye;;False;48.5271548 , 18.8651246;;;;
B;Herbarium Berolinense;B101040279;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;"""Kein Etikett/leeres Etikett""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101040280;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Tschechien;False;;;;Moravskoslezský kraj;;;;01/08/1938 - 31/08/1938;False;False;H. Laus;;False;;True;;;True;;True;Altvatergebirge: Gr. Kessel. ± 1350 m.;False;;50.0568890552711 , 17.235295772552494;;;;False
B;Herbarium Berolinense;B101040281;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Tschechien;False;;;;Moravskoslezský kraj;;;;01/07/1930 - 31/07/1930;False;False;H. Laus;;False;;True;;;True;;True;[Sudetes] Altvatergebirge: Gr. Kessel. [Velký kotel]];False;;50.05707 , 17.238557;;;;False
B;Herbarium Berolinense;B101040282;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Tschechien;;;;False;Moravskoslezský kraj;;;False;28/07/1933 - 28/07/1933;;;P. Kruber;;;;True;;;True;;True;Sudeten, Mähr. Gesenke: Gr. Kessel;;False;50.05707 , 17.238557;;;;
B;Herbarium Berolinense;B101040283;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Rumänien;;;;False;Bistriţa-Năsăud;;;False;01/07/1937 - 31/07/1937;False;False;Baschant;;False;;True;;;True;Baschant;False;Ostkarpaten. Corongis, La Porta, 1800 m;False;;47.5243187 , 24.793722;;;;
B;Herbarium Berolinense;B101040285;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;False;;;;Okzitanien;;;;01/07/1935 - 31/07/1935;False;False;P. V. Estival;;False;;True;;;True;H. Laus;False;Lozère: Nasbinals, 1180 m.;False;;44.6625448 , 3.0465813;;;;False
B;Herbarium Berolinense;B101040286;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Italien;;;;False;Valle d'Aosta;;;False;18/09/1982 - 01/10/1982;;;Royl & Schiers;;;;True;H. Scholz;;;;True;"Gressoney St. Jean; Matte oberhalb des Ortes, 1400 m, mit herausragenden Felsblöcken (Granit), Valle Nero.";;False;45.78275521580812 , 7.825956344604493;;;;
B;Herbarium Berolinense;B101040287;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;False;;;;Graubünden(Grisons);;;;20/07/1886 - 20/07/1886;False;False;Mary F. Spencer;;False;;True;;;True;Mary F. Spencer,Bothe;False;Ad viat. prope St. Moritz. 2000 m.;False;;46.503527278250836 , 9.839673042297363;;;;False
B;Herbarium Berolinense;B101040288;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Provence-Alpes-Côte-d'Azur;;;False;09/08/1883 - 09/08/1883;;;R. Neyra;;;;True;;;True;Bothe;;Prairies du Lautaret. Htes Alpes. Alt. 2.000 Mèt.;;False;45.03580457157941 , 6.402626037597657;;;;
B;Herbarium Berolinense;B101040289;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;;;;False;Wallis(Valais);;;False;04/08/1890 - 04/08/1890;;;Favrat, R. Masson;;;;True;;;True;R. Beyer;;Champs à Ulrichen, 1700m.;;False;46.508142628791454 , 8.306865692138674;;;;
B;Herbarium Berolinense;B101040290;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;;;;False;Wallis(Valais);;;False;30/07/1975 - 30/07/1975;;;W. Greuter;;;13039;;W. Greuter;;;;True;"Bourg-Saint-Pierre, colline de la ""Linnaea"" au S du village, alt. 1680 m, talus herbeux secs sur silice, exp. S";;False;45.94709127077351 , 7.205400466918946;;;;
B;Herbarium Berolinense;B101040291;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;30/07/1955 - 30/07/1955;False;False;U. Dettmann;;False;;True;;;True;Ute Dettmann;False;"Hts. Alpes. Am Torrent du Lautarel; unterhalb der Station auf felsigem Gelände 1900 m. s. m.";;False;45.037087 , 6.389139;;;;False
B;Herbarium Berolinense;B101040292;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Slowakei;False;;;;Trenčiansky kraj;;;;17/08/1878 - 17/08/1878;;;Holuby;;False;;True;;;True;Victor Engelhardt;False;In pratis ad Štortek, Com. Trencin [Trenčín].;False;;48.9 , 18.033333333333335;;;;False
B;Herbarium Berolinense;B101040293;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Italien;;;;False;Lombardia;;;False;21/07/1885 - 21/07/1885;;;R.  Beyer;;;;True;;;True;R. Beyer;;Valtellina. An Berglehnen bei Aprica.;False;False;46.15427243371181 , 10.147418975830078;;;;
B;Herbarium Berolinense;B101040294;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Kroatien;False;;;;Koprivničko-Križevačka;;;;;;True;Vukotinović;;False;;True;;;True;;True;In lapidosis montium Kalnik, hinc inde.;False;;46.132487305422885 , 16.462926864624027;;;;False
B;Herbarium Berolinense;B101040295;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;;;;False;Wallis(Valais);;;False;15/07/1883 - 15/07/1883;;;R.  Beyer;;;G 312;;;;True;R. Beyer;;Gr. St. Bernhard, zwischen Liddes und Bourg St. Pierre.;;False;45.97218993417862 , 7.198448181152345;;;;
B;Herbarium Berolinense;B101040296;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;;;;False;Wallis(Valais);;;False;01/08/1903 - 31/08/1903;;;;;True;;True;;;True;A. Brand;;Zermatt;;False;46.0212076 , 7.749254;;;;
B;Herbarium Berolinense;B101040297;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Auvergne-Rhône-Alpes;;;False;12/08/1927 - 12/08/1927;;;M. Despaty;;;;True;;;True;;True;"Savoie: Bonneval-sur-Arc; pentes au-dessus de l'Ecot. Alt. 2.000 m.";;False;45.38109155198388 , 7.089271545410157;;;;
B;Herbarium Berolinense;B101040298;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;False;;;;Graubünden(Grisons);;;;01/08/1929 - 31/08/1929;False;False;Luise Thiersch-Patzki;;False;16932;False;Otto Fiedler;;False;Otto Fiedler;False;Maloja;False;;46.402709587545715 , 9.695906639099123;;;;False
B;Herbarium Berolinense;B101040299;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;False;;;;Ticino(Tessin);;;;01/08/1929 - 31/08/1929;False;False;L. Thiersch-Patzki;;False;;True;Otto Fiedler;;False;Luise Thiersch-Patzki;False;bei Lugano;False;;46.00459325574482 , 8.982009887695314;;;;False
B;Herbarium Berolinense;B101040300;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Okzitanien;;;False;15/09/1907 - 15/09/1907;;;[H. Guilhot];;False;;True;;;True;Bothe;;Ariège: Ax les Thermes, rochers;;False;42.72229 , 1.835403;;;;
B;Herbarium Berolinense;B101040301;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;False;;;;Okzitanien;;;;15/09/1907 - 15/09/1907;False;False;H. Guilhot;;;;True;;;True;L. Giraudias,Bothe;False;Ariège: Ax[-les-Thermes] rochers;False;;42.72229006397087 , 1.8354034423828127;;;;False
B;Herbarium Berolinense;B101040342;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Corse;;;False;13/07/1932 - 13/07/1932;;;Paul Aellen;;;439;;;;True;;True;Solenzara: Strandfelsen.;;False;41.86003610427177 , 9.400520324707033;;;;
B;Herbarium Berolinense;B101040351;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Corse;;;False;24/07/1962 - 24/07/1962;;;Lippert;;;819;;;;True;;True;an Felsen am Monte Rotondo, etwa 1800 m hoch;;False;42.21841050120572 , 9.057798385620119;;;;
B;Herbarium Berolinense;B101040352;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Italien;;;;False;Lazio;;;False;24/06/1952 - 24/06/1952;;;A. Cacciato;;;;True;;;True;Baschant;;Percile (Roma) in saxosis montanis;;False;42.095389357212916 , 12.909107208251955;;;;
B;Herbarium Berolinense;B101040353;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;;;;False;Provence-Alpes-Côte-d'Azur;;;False;19/06/1916 - 19/06/1916;;;H. Beger;;;;True;;;True;H. Beger;;Dép. Var. Montrieux: Lavendelheide;;False;43.28120441574448 , 5.971455574035645;;;;
B;Herbarium Berolinense;B101026442;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Österreich;False;;;;Steiermark;;;;27/08/1979 - 27/08/1979;False;False;J. Hafellner;;False;;True;;;True;;True;Ostalpen, Koralpe: moorige Wiesen E der Freiländer Alm, E der Hebalm, ca. 1420 m;False;;46.91234053143794 , 15.060904026031496;;;;False
B;Herbarium Berolinense;B101026443;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Slowakei;;;;False;;;;True;01/09/1961 - 30/09/1961;;;J. Kruse;;;45;;;;True;;True;CSSR, Hohe Tatra;;False;;;;;True
B;Herbarium Berolinense;B101026444;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Deutschland;True;;;;Berlin;;;;;;True;;;True;;True;;;True;;True;H. Ber. [Hortus Berolinensis];False;;52.45674094700545 , 13.305902481079103;;;;False
B;Herbarium Berolinense;B101026445;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Polen;;;;False;Dolnośląskie;;;False;28/07/1902 - 28/07/1902;;;C. Baenitz;;;977;;;;True;Selmons;;"Breslau; Scheitniger Park; 120 m.";;False;51.11497545 , 17.082114490482354;;;;
B;Herbarium Berolinense;B101026446;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Italien;;;;False;Piemonte;;;False;07/07/1891 - 07/07/1891;;;R.  Beyer;;;;True;;;True;R. Beyer;;Alpes Cottiae. Oulx. Zwischen Cesana und der französischen Grenze bei Clavières am Fusse des Chaberton. An der Strasse.;;False;44.94298539895272 , 6.7588233947753915;;;;
B;Herbarium Berolinense;B101026447;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Italien;;;;False;Valle d'Aosta;;;False;16/07/1887 - 16/07/1887;;;R.  Beyer;;;;True;;;True;R. Beyer;;Pedemont., alp. poenin., Val Pelline. Ueber Ollomont am Wege zum Col de Fenêtre.;;False;45.851883619438205 , 7.309341430664063;;;;
B;Herbarium Berolinense;B101026448;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Schweiz;;;;False;Wallis(Valais);;;False;13/07/1887 - 13/07/1887;;;R.  Beyer;;;;True;;;True;R. Beyer;;"Vallée de Bagnes; am Wege von Chable nach Lourtier.";;False;46.06762198313919 , 7.235183715820313;;;;
B;Herbarium Berolinense;B101026449;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Österreich;;;;False;Tirol;;;False;;;True;Huter;;;;True;;;True;R. Beyer;;Virgen zu Pustern;True;False;47.0038878 , 12.4600417;;;;
B;Herbarium Berolinense;B101026450;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Italien;;;;False;Trentino-Alto Adige;;;False;;;True;Hausmann;;;1789;;;;True;R. Beyer;;Tirolia austr.: Prax [Praso];;False;45.9493976 , 10.6368941;;;;
B;Herbarium Berolinense;B101026451;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Österreich;;;;False;Tirol;;;False;18/07/1890 - 18/07/1890;;;Schafferer;;;;True;;;True;R. Beyer;;Gschnitz in montanis ad Stam Magdalenam;;False;47.042987132839635 , 11.351623535156252;;;;
B;Herbarium Berolinense;B101026452;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Österreich;False;;;;Tirol;;;;18/07/1890 - 18/07/1890;False;False;Schafferer;;False;;True;;;True;Bothe;False;Tirolia central. Gschnitz in montanis ad Stam Magdalenam;False;;47.052317667191545 , 11.371933221817018;;;;False
B;Herbarium Berolinense;B101026453;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";Österreich;False;;;;Tirol;;;;18/07/1890 - 18/07/1890;False;False;Schafferer;;False;;True;;;;;;"Tirolia centralis Gschnitz in montanis ad Stam. Magdalenam. In silvaticis inter parentes ad Trins in valle Gschnitz; solo calcareo; 1300 mt. s. m.";False;;47.04532 , 11.37618;;;;False
B;Herbarium Berolinense;B101026611;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;False;;;;Hidalgo;;;;04/07/1997 - 04/07/1997;False;False;Mabel Hernández Altamirano;;False;15;False;Fco. Ramos M.;;False;;True;Loc. Edo. de Hidalgo, carr. Federal 85 Mexico-Nuevo Laredo. Alt 2100m. Suelo con abundante materia orgánica.;False;;;;;;True
B;Herbarium Berolinense;B101026612;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;;;;False;Guerrero;;;False;15/08/1952 - 15/08/1952;;;Gentry & Fox;;;11992;;;;True;;True;2 to 3 miles south of Ixcateopan. Open woodland and grassy slopes on limy shale, 5000 to 6000 feet elevation.;;False;17.612149839961997 , -98.51277351379395;;;;
B;Herbarium Berolinense;B101026613;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;;;;False;Puebla;;;False;24/03/1971 - 24/03/1971;;;H. Ern;;;561;;;;True;;True;Wald von Manzanilla bei Puebla. 2300 m.;;False;19.107706696354924 , -98.13087760395817;;;;
B;Herbarium Berolinense;B101026614;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;;;;False;Puebla;;;False;24/03/1971 - 24/03/1971;;;H. Ern;;;111/ 1971;;H. Ern;;;;True;Westhang d. Malinche zwischen Puebla und Resurrección. Trockene Eichen-Kieferwälder (Wald von Manzanilla).;;False;19.102179973035298 , -98.14155578613283;;;;
B;Herbarium Berolinense;B101026615;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;;;;False;Hidalgo;;;False;16/06/1978 - 16/06/1978;;;W. Hess & G. Wilhelm;;;4377;;;;True;;True;5 mi. n of Antotinilco & 28 mi. ne to Pachuca off Mex. HWY. 105. Small limestone hills to the west with scattered small trees of Vauquelinia, Brahea-grassland. Elev. 6800 ft. Common;;False;20.361207246747142 , -98.720828293452;;;;
B;Herbarium Berolinense;B101026616;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;False;;;;Morelos;;;;21/07/1904 - 21/07/1904;False;False;C. G. Pringle;;False;13207;False;;;True;J. Bornmüller;;Mountain side above Cuernavaca, 5800 ft.;False;;18.95098919874562 , -99.30926511995496;;;;False
B;Herbarium Berolinense;B101026617;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;;;;False;;;;True;;;True;H. Hallensleben;;;;True;;;True;;True;Mexico;;False;;;;;True
B;Herbarium Berolinense;B101026618;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;13/05/1982 - 13/05/1982;False;False;R. Dechamps;;False;4135;False;;;True;;True;Chisos Mountain Big Ben Nat. Park. Alt. 1600 m. Montagnes-rochers.;False;;29.2702435 , -103.2991881;;;;False
B;Herbarium Berolinense;B101026662;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;01/09/1900 - 30/09/1900;False;False;Prat;;False;;True;;;True;L. Girod;False;St. Crépin: Htes Alpes;False;;44.7063328 , 6.6071315;;;;False
B;Herbarium Berolinense;B101026675;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Österreich;;;;False;Tirol;;;False;;;True;Wettstein;;;;True;;;True;J. Ullepitsch;;"Tirolia centralis. In silvaticis inter parentes ad Trins in valle Gschnitz; solo calcareo; 1300 mt. s. m.";;False;47.08429738142012 , 11.413936614990236;;;;
B;Herbarium Berolinense;B101026678;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Japan;False;;;;Tōkyō(東京都);;;False;03/05/1917 - 03/05/1917;False;False;E. H. Wilson;;False;8368;False;;;True;;True;Eastern Asia. Bonin Islands. On gullies. Now very rare but as a low bush or prostrate abundant;False;;;;;;True
B;Herbarium Berolinense;B101026679;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Japan;;;;False;Tōkyō(東京都);;;False;03/05/1917 - 03/05/1917;;;E. H. Wilson;;;;True;;;True;;True;Eastern Asia. Bonin Islands. Gni-jima [Chichijima]. In gullies. Now very rare but as a low bush or prostrate abundant;;False;27.0712034 , 142.209608;;;;False
B;Herbarium Berolinense;B101026680;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Japan;;;;False;Tōkyō(東京都);;;False;28/04/1917 - 28/04/1917;;;E. H. Wilson;;;;True;;;True;;True;Eastern Asia. Bonin Islands. Mukojima. Fairly common as a low bush of prostrate, very rare as a small tree;;False;26.60225 , 142.130188;;;;False
B;Herbarium Berolinense;B101026681;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Japan;;;;False;Tōkyō(東京都);;;False;03/05/1917 - 03/05/1917;;;E. H. Wilson;;;8368;;;;True;;True;Bonin Islands, Ani-jima;;False;27.119951893587093 , 142.21527099609378;;;;
B;Herbarium Berolinense;B101026682;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Japan;False;;;;Tōkyō(東京都);;;False;31/05/1917 - 31/05/1917;False;False;E. H. Wilson;;;8368;;;;True;;True;Bonin Islands. In gullies. Now very rare, but as a low bush or prostrate abundant. Ani-Jima;False;;27.08552417477332 , 142.20977783203128;;;;False
B;Herbarium Berolinense;B101026693;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Mexiko;;;;False;Hidalgo;;;False;20/09/1906 - 20/09/1906;;;C. G. Pringle;;;13813;False;;;True;Bornmüller;;Metepec Station, 8000 ft.;;False;20.2375 , -98.321389;;;;
B;Herbarium Berolinense;B101026694;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;;;;;True;;;;True;;;True;;;True;;True;;;True;Karl Koch;;;;True;;;;;True
B;Herbarium Berolinense;B101026792;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Kroatien;False;;;;Primorsko-Goranska;;;False;;;True;Wettstein;;False;;True;;;True;;True;"In rupestribus montis Belvedere prope Flumen; solo calcareo; 50 mt. s. m.";False;;45.33215 , 14.437526;;;;
B;Herbarium Berolinense;B101026793;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Kroatien;;;;False;Primorsko-Goranska;;;False;24/09/1881 - 24/09/1881;;;Paul Sintenis;;;1789;;;;True;R. Beyer;;Monte Maggiore: Veprinaz.;;False;45.33649940791528 , 14.277849197387695;;;;
B;Herbarium Berolinense;B101026794;8;8746725;CEPHALOTAXACEAE;CEPHALOTAXACEAE;sp.;;Kroatien;;;;False;Istarska;;;False;22/07/1877 - 22/07/1877;;;J. Freyn;;;;True;;;True;;True;Süd-Istrien. Gegend von Pola. Macchien;;False;44.86437716112844 , 13.872299194335938;;;;
