specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;Berberidaceae_scientific_name - scientific_name;Berberidaceae_scientific_name - species_name_not_in_list;Berberidaceae_scientific_name - genus_name_not_in_list;Berberidaceae_scientific_name - not_sure;Berberidaceae_scientific_name - no_info
B;Herbarium Berolinense;B101199684;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;False;;;;Peloponnes (Pelopónnisos);;;;A. Strid & C. Baden;;False;31/03/1980 - 31/03/1980;False;False;17261;False;;;True;Nom. Arkadias: Near the village of Stenon, ca. 8 km ESE of Tripolis, 580 m. Weed in a cereal field.;False;;;True;37.4962496 , 22.4627678;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199683;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;False;;;;Kreta (Kríti);;;;H. Risse;;False;01/05/1982 - 01/05/1982;False;False;236;False;;;True;Eparchie Mirambello: Weiler im W-Teil der Katharo-Hochebene. Kulturland, Wegrand, ca. 1100 m.;False;;H. Risse;False;35.15 , 25.5416;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199687;11;10043764;BERBERIDACEAE;indet.;sp.;;Bulgarien;False;;;;Khaskovo(Хасково);;;False;P. Panov;;False;25/04/1970 - 25/04/1970;False;False;;True;P. Panov;;False;s. Sladun;False;;;True;41.853 , 26.45845;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B100304824;11;10043764;BERBERIDACEAE;indet.;sp.;;Bulgarien;False;;;;Khaskovo(Хасково);;;False;M. Markova, B. Kuzmanov, P. Robeva;;;26/04/1967 - 26/04/1967;False;False;;True;M. Markova, B. Kuzmanov, P. Robeva;;;Planities Thraciae: in cultis prope vic. Štit, distr. urb. Svilengrad;;False;;True;41.82548385552081 , 26.362889298635498;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199689;11;10043764;BERBERIDACEAE;indet.;sp.;;Tadschikistan;;;;False;Gorno-Badakhshan;;;False;Mussa;;False;01/03/1883 - 31/03/1883;False;False;;True;;;True;Schikai;False;;A. Regel;False;38.34020881547579 , 70.61016082763673;;;;;Leontice darwasica Regel;;;;
B;Herbarium Berolinense;B101199690;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Tehran;;;False;Gauba;;False;20/05/1934 - 28/07/1934;False;False;178;False;J. Bornmüller;;False;Keredj: Elburs Abhänge.;;False;Bornmüller;False;35.84342489712808 , 51.01776123046876;;;;False;Leontice minor Boiss.;;;;
B;Herbarium Berolinense;B101199691;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;;;;True;Szovits;;False;;;True;;True;;;True;Persia bor[ealis].;False;;;True;;;;;True;Leontice minor Boiss.;;;;
B;Herbarium Berolinense;B101199688;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Isfahan;;;;K. H. Rechinger;;False;30/05/1974 - 30/05/1974;False;False;46796;False;;;True;Persia: C: Kashan (Mooteh protected region): Ad bifurcationem viae publicae versus Muteh (Mooteh) ducentis, c. 140 km ab Esfahan boreo-occidentem versus, 1950 m;False;;K. H. Rechinger;False;33.631765540584276 , 50.986862182617195;;;;False;Leontice armeniaca B.Boivin;;;;
B;Herbarium Berolinense;B101199693;11;10043764;BERBERIDACEAE;indet.;sp.;;Kasachstan;False;;;;East Kazakhstan(Восточно-Казахстанская область);;;;P. Krylov;;False;26/04/1901 - 26/04/1901;False;False;;True;;;True;Altai. Prope pag. Schemonaicha;False;;;True;50.6241 , 81.897;;;;False;Leontice altaica Pall.;;;;
B;Herbarium Berolinense;B101199777;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;e mont. Altai[..].;False;;;True;;;;;True;Leontice altaica Pall.;;;;
B;Herbarium Berolinense;B101199776;11;10043764;BERBERIDACEAE;indet.;sp.;;Kasachstan;False;;;;Almaty city(город Алматы);;;;G. Newodowski;;False;15/05/1937 - 15/05/1937;;;;True;N. Pavlov;;False;Alma-Ata;False;;;True;43.2363924 , 76.9457275;;;;False;Leontice altaica Pall.;;;;
B;Herbarium Berolinense;B101199778;11;10043764;BERBERIDACEAE;indet.;sp.;;Kasachstan;;;;False;Almaty city(город Алматы);;;False;J. Reinthal;;;25/03/1912 - 25/03/1912;;;36995;;W. Reinthal;;;In declivibus montium. Verni. Sibiria occid. Asia.;False;False;Julius Riemer;;43.33639 , 76.92194;;;;;Leontice altaica Pall.;;;;
B;Herbarium Berolinense;B101199780;11;10043764;BERBERIDACEAE;indet.;sp.;;Ukraine;False;;;;Odessa oblast(Одеська область);;;;;;True;;;True;;True;;;True;Odessa.;False;;;True;46.4843023 , 30.7322878;;;;False;Leontice altaica var. odessana DC.;;;;
B;Herbarium Berolinense;B101199692;11;10043764;BERBERIDACEAE;indet.;sp.;;Ukraine;;;;False;Autonomous Republic of Crimea(Автономна Республіка Крим);;;False;G. Borowikow;;;01/04/1908 - 30/04/1908;;;;True;;;True;"Rossia. Prope ""Odessa"".";;False;;True;46.4843023 , 30.7322878;;;;;Berberis altaica Pall.;;;;
B;Herbarium Berolinense;B101199779;11;10043764;BERBERIDACEAE;indet.;sp.;;Tadschikistan;False;;;;Sughd;;;;W. Hempel;;False;01/06/1969 - 30/06/1969;False;False;;True;;;True;Pamir: Dushanbe, Varsob-Schlucht, Schneetälchen ges. alp. Stufe ~3300 m;False;;W. Hempel;False;39.01549423664854 , 68.75136852264406;;;;False;Leontice alberti Regel;;;;
B;Herbarium Berolinense;B101098740;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;[Otto Nebel];;False;15/06/1932 - 15/06/1932;False;False;;True;;;True;"[Berlin; Ursprung:] Nord Amerika";False;;Otto Nebel;False;52.52075675151716 , 13.332080841064455;;;;False;Jeffersonia dubia (Maxim.) Benth. & Hook.fil.;;;;
B;Herbarium Berolinense;B101199781;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;L. Diels;;False;22/04/1943 - 22/04/1943;False;False;;True;;;True;Botan. Garten Berlin - Dahlem;False;;;True;;;;;True;Jeffersonia dubia (Maxim.) Benth. & Hook.fil.;;;;
B;Herbarium Berolinense;B101199782;11;10043764;BERBERIDACEAE;indet.;sp.;;Russland;False;;;;Primorski krai(Приморский край);;;;N. A. Palczevsky;;False;01/05/1902 - 31/05/1902;False;False;734;False;;;True;Manshuria Rossica. Circa Vladivostok.;False;;;True;43.12094605385988 , 131.91936492919925;;;;False;Jeffersonia dubia (Maxim.) Benth. & Hook.fil.;;;;
B;Herbarium Berolinense;B101199775;11;10043764;BERBERIDACEAE;indet.;sp.;;Kanada;False;;;;Ontario;;;;G. L. F. [George Lewis Fisher];;;29/04/1906 - 29/04/1906;False;False;;True;;;True;St. Thomas;False;;Geo. L. Fisher;;42.77987383482799 , -81.2053155899048;;;;False;Jeffersonia diphylla (L.) Pers.;;;;
B;Herbarium Berolinense;B101199783;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;Maryland;;;False;S. F. Blake;;;18/04/1926 - 23/05/1926;;;9321;;;;True;Rich rocky woods, near Plummer Island.;;False;;True;38.970553700075875 , -77.18492031097414;;;;;Jeffersonia diphylla (L.) Pers.;;;;
B;Herbarium Berolinense;B101199784;11;10043764;BERBERIDACEAE;indet.;sp.;;Kanada;False;;;;Ontario;;;;Geo. L. Fisher;;False;26/04/1908 - 10/05/1908;False;False;;True;;;True;St. Thomas;False;;;True;42.779022 , -81.1929882;;;;False;Jeffersonia diphylla (L.) Pers.;;;;
B;Herbarium Berolinense;B101199785;11;10043764;BERBERIDACEAE;indet.;sp.;;Kanada;;;;False;Ontario;;;False;John Dearness;;;27/04/1912 - 10/06/1912;;;;True;;;True;circa London;;False;John Dearness;;42.9832406 , -81.243372;;;;;Jeffersonia diphylla (L.) Pers.;;;;
B;Herbarium Berolinense;B100540873;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Pennsylvania;;;;J. Wolle;;False;;;True;;True;;;True;Penn. N. America;;False;A. L. v. Reuss;False;;;;;True;Jeffersonia diphylla (L.) Pers.;;;;
B;Herbarium Berolinense;B101199786;11;10043764;BERBERIDACEAE;indet.;sp.;;Polen;True;;;;Dolnośląskie;;;;;;True;01/01/1830 - 31/12/1830;False;False;;True;;;True;H. bot. Wratislav.;False;;L. C. Treviranus;False;;;;;True;Jeffersonia diphylla (L.) Pers.;;;;
B;Herbarium Berolinense;B101199787;11;10043764;BERBERIDACEAE;indet.;sp.;;Georgien;False;;;;Kakheti;;;False;J. Mlokossjewicz;;False;12/02/1901 - 12/02/1901;False;False;84;False;;;True;Caucasus. Nachetia, prope Lagodechy.;False;;;True;41.8242785 , 46.2738235;;;;False;Leontice smirnowii Trautv.;;;;
B;Herbarium Berolinense;B100589919;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;False;;;;Peloponnes (Pelopónnisos);;;;U. Raabe;;False;08/05/2006 - 08/05/2006;False;False;;True;U. Raabe;;False;oberh. Komarovrisi [Kamarovrisi] (Peloponnes). viel! lichter Tannenwald, Weg, etc.;False;;;True;38.07782479465184 , 22.267270088195804;;;;False;Gymnospermium altaicum subsp. peloponnesiacum Phitos;;;;
B;Herbarium Berolinense;B100454675;11;10043764;BERBERIDACEAE;indet.;sp.;;Ukraine;False;;;;Mykolaiv oblast(Миколаївська область);;;;L. I. Krizkaja;;;13/04/1991 - 13/04/1991;False;False;;True;;;True;Das Nikolajew - Gebiet, der Nikolajew - Bezirk, die Umgebung des Dorfes Trichaty. Das Rechtsufer des Flusses Jushnij Bug. Die Steppen kalksteinen Abhänge. Die Krautschicht der Strauchformation.;False;;;True;47.14046061392258 , 31.826877593994144;;;;False;Gymnospermium odessanum (DC.) Takht.;;;;
B;Herbarium Berolinense;B101199788;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B100477416;11;10043764;BERBERIDACEAE;indet.;sp.;;Ukraine;False;;;;Mykolaiv oblast(Миколаївська область);;;;A. Dojcz;;False;05/04/1908 - 05/04/1908;False;False;;True;;;True;Regio steppae graminosae cisborysthenica: prope urbem Mykolajiv, in decliviis ripae dextrae fl. Ingul;False;;;True;47.00519225264128 , 32.047204971313484;;;;False;Leontice odessana Fisch.;;;;
B;Herbarium Berolinense;B101199793;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101029875;11;10043764;BERBERIDACEAE;indet.;sp.;;Rumänien;;;;False;Tulcea;;;False;F. Speta;;;24/04/1996 - 24/04/1996;;;;True;B. Wallnöfer;;;SE Greci bei Măcin, am Fuß der Munții Măcinului, Seehöhe: 120 m;;False;Franz Speta;;45.18209769680534 , 28.266534805297855;;;;;Gymnospermium altaicum (Pall.) Spach;;;;
B;Herbarium Berolinense;B101200260;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;False;;;;Larnaka(Λάρνακα);;;;"G. Alziar, P. Ewald, A. Aparicio, M. A. Carrasco, D. Jeanmonod, C. Roux, D. Tzanoudakis, M. Velayos, L. Falciani, A. Gambino, T. Hedderson, R. Vogt; P. Chrissodhoulou";;False;18/04/1991 - 18/04/1991;False;False;0743;False;G. Alziar;;False;"Kato Lefkara, carrefour de la route de Vavla (Larnaca) Altim. 520 m; marnes et calcaires blancs du Paléogène; garrigue et pelouse sous Caroubiers; champs";False;;;True;34.84775406469947 , 33.301252245631325;;;;False;Leontice leontopetalum subsp. leontopetalum;;;;
B;Herbarium Berolinense;B101200395;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Kreta (Kríti);;;False;E. Bergmeier & U. Matthäs;;;15/03/1994 - 03/04/1994;;;3652;;E. Bergmeier & U. Matthäs;;;Sfakia, in Anopoli, central parts of the village, roadside and abandoned fields along the main road, 580 - 590 m.;;False;;True;35.2181925 , 24.0850883;;;;;Leontice leontopetalum subsp. leontopetalum;;;;
B;Herbarium Berolinense;B100199332;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;False;;;;Südliche Ägäis (Nótio Aigaío);;;;N. Böhling;;False;01/05/1998 - 01/05/1998;False;False;8095;False;N. Böhling;;False;Karpathos, Nomos Dodekanisou, Eparchia Karpathou Kasos, Argos, 260 m ü. NN, krautreiches Getreidefeld;False;;;True;35.39198864490472 , 26.885604858398438;;;;;Leontice leontopetalum subsp. leontopetalum;;;;
B;Herbarium Berolinense;B100199333;11;10043764;BERBERIDACEAE;indet.;sp.;;Griechenland;;;;False;Südliche Ägäis (Nótio Aigaío);;;False;N. Böhling;;;01/05/1998 - 01/05/1998;;;8095;;N. Böhling;;;Karpathos-Gr., Nomos Dodekanisou, Eparchia Karpathou, Kasos, Argos, 260 m ü. NN, krautreiches Getreidefeld;;False;;True;35.38333333333333 , 26.893333333333334;;;;;Leontice leontopetalum subsp. leontopetalum;;;;
B;Herbarium Berolinense;B101200350;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Semnan;;;;Freitag;;False;22/04/1978 - 22/04/1978;False;False;14658;False;Freitag;;False;35 km SE of Shahrud at road to Beyarjomand, limestone range S of pass in Armeyan Jowdeneh Kuh open Juniperus woodlands, Alt.: 1600-1800 m;;False;H. Freitag;False;36.278599446662966 , 55.31032388064667;;;;;Leontice leontopetalum subsp. ewersmannii (Bunge) Coode;;;;
B;Herbarium Berolinense;B101200076;11;10043764;BERBERIDACEAE;indet.;sp.;;Turkmenistan;;;;False;Ahal;;;False;Eyland;;;;;True;;True;;;True;Merw;;False;;True;37.6676468 , 62.1696902;;;;;Leontice leontopetalum subsp. eversmannii (Bunge) Coode;;;;
B;Herbarium Berolinense;B101200019;11;10043764;BERBERIDACEAE;indet.;sp.;;Pakistan;False;;;;Balochistan;;;;J. H. Lace;;;24/04/1889 - 24/04/1889;;;3332;False;;;True;Nr. Kila Abdulla, Altd 5000 feet.;False;False;J. H. Lace;;30.722557767765778 , 66.67154130544105;;;;False;Leontice ewersmannii Bunge;;;;
B;Herbarium Berolinense;B100542336;11;10043764;BERBERIDACEAE;indet.;sp.;;Usbekistan;False;;;;Qashqadaryo province(Кашкадарьинская область);;;False;P. Gomolitzky;;False;01/04/1938 - 01/04/1938;False;False;;True;M. Tuljaganova;;False;Tesqua Nischanica, 5 km ad austro-occidentem a pag. Tscharagyl.;False;;;True;38.68444444444444 , 65.71138888888889;;;;False;Leontice ewersmannii Bunge;;;;
B;Herbarium Berolinense;B100542335;11;10043764;BERBERIDACEAE;indet.;sp.;;Kasachstan;False;;;;South Kazakhstan(Южно-Казахстанская Область);;;;E. Korovin, M. Kultiassov, M. Popov et A. Vvedensky;;False;06/04/1923 - 06/04/1923;False;False;;True;M. Tuljaganova;;False;Tian-Schan occidentalis, in collibus argillosis locus  Kaplanbek dictus haud procul ab urbe Taschkent;False;;;True;41.50163104945684 , 69.24890818052556;;;;False;Leontice ewersmannii Bunge;;;;
B;Herbarium Berolinense;B101200380;11;10043764;BERBERIDACEAE;indet.;sp.;;Turkmenistan;False;;;;Ahal;;;;P. Sintenis;;False;01/04/1900 - 31/05/1900;False;False;121;False;J. Freyn;;False;"Regio transcaspica; Aschabad: in arenosis inter Annaju et Gjaurs.";False;;;True;37.87597107337339 , 58.643766244984164;;;;;Leontice leontopetalum subsp. eversmannii (Bunge) Coode;;;;
B;Herbarium Berolinense;B101200365;11;10043764;BERBERIDACEAE;indet.;sp.;;Turkmenistan;;;;False;Ahal;;;False;P. Sintenis;;False;01/01/1900 - 31/12/1901;;False;121;False;;;True;"[Regio transcaspica; Aschabad: in arenosis inter Annaju et Gjaurs]";;False;E. Drake;False;37.89327929625019 , 58.62579345703126;;;;;Leontice leontopetalum subsp. eversmannii (Bunge) Coode;;;;
B;Herbarium Berolinense;B101200155;11;10043764;BERBERIDACEAE;indet.;sp.;;Palästina;False;;;;(Palestinien Occupé, Territoire);;;;A. Danin, T. Raus, W. Sauer, S. Brullo, B. Valdés, F. Amich, S. G. Gardner, R. C. H. J. van Ham, A. Gambino, F. Axelrod, Battia Pazy, Rivka Nokrian;;False;22/03/1989 - 22/03/1989;False;False;05.032;False;A. Danin;;False;Judean Desert: near Mishor Adumim. Stony slopes with nari crusts on Senonian chalk. Brown lithosol, semi-steppe batha o[ Echinops polyceras and Phlomis brachyodon. Altim. 250 m;False;;;True;31.802777777777777 , 35.32222222222222;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199670;11;10043764;BERBERIDACEAE;indet.;sp.;;Israel;False;;;;מחוז הדרום(South);;;;A. Danin, T. Raus, W. Sauer, S. Brullo, B. Valdés, F. Amich, S. G. Gardner, R. C. H. J. van Ham, A. Gambino, F. Axelrod, Battia Pazy, Rivka Nokrian;;False;27/03/1989 - 27/03/1989;False;False;20.005;False;A. Danin;;False;Negev Highlands: Nahal Loz and Borot Loz (various habitats), Alltim. 960-1,000 m.;False;;;True;30.5025318 , 34.6360406;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B100253285;11;10043764;BERBERIDACEAE;indet.;sp.;;Jordanien;False;;;;Karak;;;;Christoph Bayer;;False;24/04/1989 - 24/04/1989;False;False;;True;;;True;Desert Highway, bei km 65 vor Amman, 1 km east D. H., lößhaltiger Runnel mit Regenfeldbau (Getreide);False;;;True;31.259479355947313 , 36.04888916015626;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101200001;11;10043764;BERBERIDACEAE;indet.;sp.;;;;;;True;;;;True;Balansa;;;01/01/1854 - 31/12/1854;;;404;;;;True;;;True;E. Drake;;;;;;True;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101200000;11;10043764;BERBERIDACEAE;indet.;sp.;;Libanon;;;;False;Beqaa(البقاع);;;False;Warburg;;;01/04/1900 - 30/04/1900;;;;True;;;True;Beeka Damascus;;False;;True;;;;;True;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101200286;11;10043764;BERBERIDACEAE;indet.;sp.;;Libanon;False;;;;Beqaa(البقاع);;;;Makowsky;;False;01/01/1894 - 31/12/1894;False;False;;True;;;True;Syrien, Zahle;False;;;True;33.8477069 , 35.9024955;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101200005;11;10043764;BERBERIDACEAE;indet.;sp.;;Libanon;False;;;;Beqaa(البقاع);;;;Dan H. Nicholson;;False;09/03/1962 - 09/03/1962;False;False;1740;False;;;True;Baalbek District, Hosch-Schneid, halfway from Baalbek to Zahle, 900 meters.;False;;;True;33.92804798317191 , 36.07755661010743;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101200004;11;10043764;BERBERIDACEAE;indet.;sp.;;Irak;False;;;;Deyala(ديالى);;;;N. Polunin, A. K. Khudairi, R. W. Haines, M. Tolba, et. al.;;False;09/03/1956 - 09/03/1956;False;False;;True;;;True;Fallow land, between Abu Jisra and Baquba;False;;;True;33.829081554336774 , 44.75761413574219;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199667;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;Antalya;;;False;E. Bourgeau;;;08/05/1860 - 08/05/1860;;;;True;;;True;In arvis incultis montosis Adalia inter et Elmalu.;;False;;True;36.80963578339841 , 30.3057861328125;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B100603104;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;Denizli;;;;Ghomian & Parolly;;False;01/04/1993 - 01/04/1993;False;False;93-17-;False;G. Parolly;;False;Aphrodisias, Ausgrabungsgelände, ca. 600 m. Trockenrasen, Weiden, Ruderalfluren, Gebüsch, Kalk.;False;;Gerald Parolly;False;37.70859525 , 28.724055058369807;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199666;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;Antalya;;;False;E. Hennipman, P. Nijhoff, C. Swennen, A. S. Tulp, W. J. M. Vader, W. J. J. O. De Wilde;;;30/04/1959 - 30/04/1959;;;794;;;;True;Elmali (along road to Korkuteli). Altitude: ± 1000 m. dry, grey-red loamy, barren field. Abundant.;;False;;True;36.74259826946084 , 29.95233535766602;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199668;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;Antalya;;;False;E. Hennipman, P. Nijhoff, C. Swennen, A. S. Tulp, W. J. M. Vader, W. J. J. O. De Wilde;;;30/04/1959 - 30/04/1959;;;794;;;;True;Elmalı (along road to Korkuteli), ± 1000 m, Dry, grey-red loamy, barren field. Abundant.;;False;;True;36.73915925241458 , 29.95010375976563;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199665;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;Muğla;;;;Th. Raus;;False;01/04/1992 - 01/04/1992;False;False;17747;False;Th. Raus;;False;Didim (Didyma). Brachäcker und winterregenvernäßte Feuchtstellen, 40 m ü. NN.;;False;;True;37.3769167 , 27.2668129;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199669;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;İzmir;;;;Fleischer;;False;01/01/1826 - 31/12/1827;False;False;;True;;;True;in agris Smyrnae.;False;;L. C. Treviranus;False;38.422357469481305 , 27.15258121490479;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B100520423;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;Antalya;;;False;[Peter Hein];;;23/07/1997 - 23/07/1997;;;4300;;P. Hein;;;road between Elmali and Korkuteli, 20 km NNE of Elmah, Gölova plain near the village Çobanisa, alt. 1250 m. Roadside stripe between road and cultivated land. Dense steppe vegetation.;;False;Peter Hein;;36.7166 , 29.9333;;;;;Leontice leontopetalum subsp. leontopetalum;;;;
B;Herbarium Berolinense;B101199658;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;Antalya;;;;Peter Hein;;False;23/07/1997 - 23/07/1997;False;False;;True;;;True;Road between Elmalı and Korkuteli, 20 km NNE of Elmalı, Gölova plain near the village Çobanisa, alt. 1250 m. Roadside stripe between road and cultivated land. Dense steppe vegetation.;False;;;True;36.71666666666667 , 29.933333333333334;;;;False;Leontice leontopetalum subsp. leontopetalum;;;;
B;Herbarium Berolinense;B101199660;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;İzmir;;;False;O. Schwarz;;;01/04/1932 - 30/04/1932;;;977;;;;True;"Smyrna; in agris ad Burnova";;False;;True;38.4660651 , 27.2190721;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199659;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;İzmir;;;;Franz Fleischer;;False;01/02/1827 - 31/03/1827;False;False;;True;;;True;Unio itineraria. In agris Smyrnae;False;;;True;38.42507266969333 , 27.14859008789063;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199663;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;Tekirdağ;;;False;Hasan Peşmen;;;10/06/1967 - 10/06/1967;;;;True;;;True;Tekirdağ-Barbaros. In field;;False;;True;40.916667 , 27.468889;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199662;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;Tekirdağ;;;False;Hasan Peşmen;;;10/06/1967 - 10/06/1967;;;;True;;;True;Tekirdağ-Barbaros. In field;;False;;True;40.916667 , 27.468889;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199661;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;Tekirdağ;;;False;Hasan Peşmen;;False;10/06/1967 - 10/06/1967;False;False;;True;;;True;Tekirdağ-Barbaros. In field;False;;;True;40.916667 , 27.468889;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101199664;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;;;;False;Tekirdağ;;;False;Hasan Peşmen;;;10/06/1967 - 10/06/1967;;;;True;;;True;Tekirdağ-Barbaros. In field;;False;;True;40.916667 , 27.468889;;;;;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B100260524;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;False;;;;Larnaka(Λάρνακα);;;;R. Hand;;False;06/03/2005 - 06/03/2005;False;False;4235;False;R. Hand;;False;Vavla, field at the main road above village, close to the W connection village - main road, alt. c. 420 m;False;;Ralf Hand;False;34.84251402215232 , 33.26329708099366;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B100163200;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;False;;;;Pafos(Πάφος);;;;R. Hand;;False;14/03/1999 - 14/03/1999;False;False;2564;False;R. Hand;;False;Pafos c. 500 m ENE Tombs of the Kings, fields, alt. c. 10 m;False;;Ralf Hand;False;34.78634657480013 , 32.407479286193855;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B100009620;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;False;;;;Pafos(Πάφος);;;;R. Hand;;False;14/03/1999 - 14/03/1999;False;False;2564;False;R. Hand;;False;c. 500 m ENE Tombs of Kings, fields alt. c. 10 m;False;;Ralf Hand;False;34.78404176321002 , 32.405204772949226;;;;False;Leontice leontopetalum L.;;;;
B;Herbarium Berolinense;B101200340;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;A. Fendler;;False;01/01/1847 - 31/12/1847;False;False;14;False;;;True;;;True;L. C. Treviranus;False;;;;;True;Berberis aquifolium Pursh;;;;
B;Herbarium Berolinense;B101200325;11;10043764;BERBERIDACEAE;indet.;sp.;;Mexiko;False;;;;Michoacán de Ocampo;;;;Arsène;;False;04/08/1909 - 04/08/1909;False;False;;True;;;True;Morelia: in horto Collegii S. S. I.;False;;;True;19.69515544421591 , -101.19023960782216;;;;;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200370;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Colorado;;;;W. Luck;;False;23/06/1979 - 23/06/1979;False;False;;True;;;True;Am Dillon-See, 2850 m;False;;Kurt Faber;False;39.545022024477746 , -106.1202907562256;;;;False;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200355;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Colorado;;;;Ora M. Clark;;False;15/08/1931 - 15/08/1931;False;False;448;False;;;True;N. Pagosa Springs along streams;False;;[Clark];False;37.27369031293201 , -107.01181411743165;;;;False;Berberis aquifolium Pursh;;;;
