specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1038881;2;5006053;Ephedraceae;Ephedra;rupestris;;Peru;False;;;;;;;True;;;True;A. Weberbauer;;;False;1031;False;S. Ickert-Bond;;False;;;True;;;;True
B;Herbarium Berolinense;B 10 1038883;2;5006053;Ephedraceae;Ephedra;rupestris;;Bolivien;False;;;;Tarija;;;;29/02/1904 - 29/02/1904;False;False;K. Fiebrig;;;False;2953;False;S. Ickert-Bond;;False;Escayache bei Tarija. 3500 m. Hochthalebene.;False;;-21.4858819 , -64.9695395729298;;;False
B;Herbarium Berolinense;B 10 1038882;2;5006053;Ephedraceae;Ephedra;rupestris;;Ecuador;False;;;;Pichincha;;;;30/05/1973 - 30/05/1973;False;False;L. Holm-Nielsen, S. Jeppesen, B. Løjtnant & B. Øllgard;;;False;6645;False;S. Ickert-Bond;;False;Base of Volcán Sincholahua. Flat, stony plateau along Rio Pita, dominated by lichens, alt. ca. 3600 m.;False;;-0.6 , -78.38333333333334;;;False
B;Herbarium Berolinense;B 10 1038878;2;5006053;Ephedraceae;Ephedra;regeliana;;China;False;;;;Xinjiang(新疆);;;;03/05/1877 - 03/05/1877;False;False;A. Regel;;;False;;True;R. Florin;;False;Kuldscha;False;;43.9052027 , 81.2747797;;False;
B;Herbarium Berolinense;B 10 1038879;2;5006053;Ephedraceae;Ephedra;regeliana;;Kasachstan;;;;False;Almaty region(Алматинская область);;;False;17/04/1877 - 17/04/1877;;;A. Regel;;;;;True;R. Florin;;;Iliisk;;False;43.86666666666667 , 77.06277777777777;;;False
B;Herbarium Berolinense;B 10 1038880;2;5006053;Ephedraceae;Ephedra;regeliana;;China;;;;False;Xinjiang(新疆);;;False;01/08/1878 - 31/08/1878;;;A. Regel;;;;;True;R. Florin;;;Borotala;;False;44.983333333333334 , 81.95;;;False
B;Herbarium Berolinense;B 10 1038926;2;5006053;Ephedraceae;Ephedra;strobilacea subsp. microbracteata;;Iran;False;;;;Kerman;;;;26/03/1965 - 26/03/1965;False;False;K. H. Rechinger;;;False;27161;False;H. Riedl;;False;Persia, Kerman: Ad marginem australem deserti Lut prope Fahraj;;False;28.9454742 , 58.8845357;;;False
B;Herbarium Berolinense;B 10 1038925;2;5006053;Ephedraceae;Ephedra;strobilacea;;Turkmenistan;;;;False;Lebap;;;False;17/05/1897 - 17/05/1897;;;D. Litwinow;;;;75;;R. Florin;;;In collibus arenosis mobilibus pr. Repetek;;False;38.56466395 , 63.17862288763;;;False
B;Herbarium Berolinense;B 10 1038922;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Kerman;;;;24/04/1859 - 24/04/1859;False;False;Al. de Bunge;;;False;;True;H. Freitag;;False;Inter Kerman et Jesd, Persia;;False;30.509008333333334 , 55.73399444444445;;;
B;Herbarium Berolinense;B 10 1038923;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Kermanshah;;;;13/04/1892 - 13/04/1892;False;False;J. Bornmüller;;;False;4620;False;J. Bornmüller;;False;Persia: Prov. Kerman, ad Karawanserai Schemsch in deserto magno inter Kermanschahan et Enar. 1640 m. s. m.;False;;34.314166666666665 , 47.065;;;
B;Herbarium Berolinense;B 10 1038918;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Kerman;;;;07/07/1892 - 07/07/1892;False;False;J. Bornmüller;;;False;4617;False;J. Bornmüller;;False;Persiae austro-orient. prov. Kerman: südwestl. vom Kuh-i-Dschupar, in der steinigen Ebene bei Bahramkerd. 2500 m.s.m.;;False;29.8954 , 57.07767777777778;;;False
B;Herbarium Berolinense;B 10 1038919;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Kerman;;;;01/06/1892 - 01/06/1892;False;False;J. Bornmüller;;;False;4615;False;H. Freitag;;False;Persiae austro-orient. prov. Kerman: in declivitatibus aridis inferioris montis Kuh-i-Dschupar. c. 2400 m. s. m.;;False;30.002222 , 57.139167;;;
B;Herbarium Berolinense;B 10 1038920;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Yazd;;;;26/02/1892 - 26/02/1892;False;False;J. Bornmüller;;;False;4619;False;J. Bornmüller;;False;Persiae orient. Prov. Yesd: in deserto magno inter Karawanserai Bämbis et pagum Husseinabad (inter Isp[h]ahan et Agda), 1450-1500 m. s. m.;False;;32.44347222222222 , 53.62751111111111;;;
B;Herbarium Berolinense;B 10 1038921;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;;;;False;Isfahan;;;False;24/03/1892 - 24/03/1892;False;;J. Bornmüller;;;;4618;;J. Bornmüller;;;Ispahan, östlich nach Kuh-pay in der Richtung nach Yesd [Yazd]. 18-1850 m. s. m.;;False;33.56900483952128 , 51.657455747176726;;;False
B;Herbarium Berolinense;B 10 1038916;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Yazd;;;False;21/04/1948 - 21/04/1948;;;K. H. et F. Rechinger, P. Aellen et E. Esfandiari;;;;2703;;H. Freitag;;;Prov. Semnan et Yezd: Ad margines deserti inter Nain et Aghda, ca. 1000 m.;;False;32.69486908594087 , 53.31113569510257;;;False
B;Herbarium Berolinense;B 10 1038917;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Semnan;;;;28/04/1978 - 28/04/1978;False;False;H. Freitag;;;;14896;;H. Freitag u. M. Maier-Stolte;;;Semnan prov., Touran Protected Area (SE of Shahrud). Locus: 18 km ESE Torud. Habitat: gravelly plains, in Ephedra strobilacea-ass. Alt.: 800 m;;False;35.4286878 , 55.0151765;;;False
B;Herbarium Berolinense;B 10 1038915;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Semnan;;;;21/04/1948 - 21/04/1948;False;False;K. H. et F. Rechinger;;;False;2703;False;H. Freitag u. M. Maier-Stolte;;False;Prov. Semnan et Yezd: Ad margines deserti inter Nain et Aghda, ca. 1000 m.;False;;32.574394112787054 , 53.47778275609017;;;
B;Herbarium Berolinense;B 10 1038914;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;;;;False;Kerman;;;False;06/05/1948 - 06/05/1948;;;K. H. et F. Rechinger;;;;3578;;H. Riedl;;;In semidesertis inter Abghareh et Darzin (Drazin), ca. 1200 m.;;False;29.18 , 58.12305555555555;;;False
B;Herbarium Berolinense;B 10 1038913;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;;;;False;Kerman;;;False;20/09/1892 - 20/09/1892;;;J. Bornmüller;;;;4616;;J. Bornmüller;;;Prov. Kerman: prope Paris südlich vom Kuh-i-Mamsar & Pendsch-Kuh. (Bahramabad), ca. 2600 m.s.m.;;False;30.406666666666666 , 55.99388888888889;;;False
B;Herbarium Berolinense;B 10 1038911;2;5006053;Ephedraceae;Ephedra;strobilacea;;Turkmenistan;False;;;;Lebap;;;;10/04/1898 - 10/04/1898;False;False;D. Litwinow;;;False;408;False;;;True;Turcomania. In arena mobili m. Repetek.;False;;38.562777777777775 , 63.177499999999995;;;
B;Herbarium Berolinense;B 10 1038912;2;5006053;Ephedraceae;Ephedra;strobilacea;;Turkmenistan;;;;False;Lebap;;;False;16/04/1902 - 16/04/1902;;;N. Androssow;;;;1900;;;;True;Turkestania. Prov. Transkaspica, distr. Merw. In arenosis ad st. viae ferreae Repetek.;;False;38.56305555555555 , 63.17777777777778;;;False
B;Herbarium Berolinense;B 10 1038910;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;;;;True;13/04/1892 - 13/04/1892;False;False;J. Bornmüller;;;False;4620;False;J. Bornmüller;;False;Persia: ad Schemesch in deserto inter Yesd et Kerman. 1640 m. s. m.;False;;;;;True
B;Herbarium Berolinense;B 10 1038908;2;5006053;Ephedraceae;Ephedra;strobilacea;"""Zu viele Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1038907;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Kerman;;;;02/05/1892 - 02/05/1892;False;False;J. Bornmüller;;;False;4629;False;J. Bornmüller;;;Persiae austro-orient. prov. Kerman: Kerman, in monte Kuh-tagh-Ali: 2160 m. s. m.;False;;30.2924363 , 57.0646827;;;False
B;Herbarium Berolinense;B 10 1038906;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;False;;;;Kerman;;;;18/05/1892 - 18/05/1892;;;J. Bornmüller;;;;4630;;H. Freitag u. M. Maier-Stolte;;;Kerman, in apricis aridissimis in monte Kuh - i- tachmé. 2000 m. s. m.;;False;;;;
B;Herbarium Berolinense;B 10 1038909;2;5006053;Ephedraceae;Ephedra;strobilacea;;Iran;;;;False;Semnan;;;False;26/04/1978 - 26/04/1978;;;Freitag;;;;14795;;Freitag;;;Semnan prov.- Touran Protected Area (SE of Shahrud). 10 km SSE of Razveh at trail to Kavir. Prophyr hills near abandoned mine. Alt. 1050 m.;;False;35.7166 , 55.9228;;;False
B;Herbarium Berolinense;B 10 1038942;2;5006053;Ephedraceae;Ephedra;triandra;;Bolivien;False;;;;Tarija;;;;20/11/1903 - 20/11/1903;False;False;K. Fiebrig;;;False;2151;False;S. Ickert-Bond;;False;Huayavilla. 2500m.;False;;-21.93858560981827 , -64.96353356991891;;;
B;Herbarium Berolinense;B 10 1038943;2;5006053;Ephedraceae;Ephedra;triandra;;Bolivien;False;;;;Tarija;;;;20/11/1903 - 20/11/1903;False;False;K. Fiebrig;;;False;2151;False;S. Ickert-Bond;;False;Huayavilla, alt. 2500m;False;;-21.19632911682129 , -64.59797668457031;;;False
B;Herbarium Berolinense;B 10 1038941;2;5006053;Ephedraceae;Ephedra;triandra;;Argentinien;False;;;;Catamarca;;;;21/02/1994 - 21/02/1994;False;False;B. E. Leuenberger, S. C.  Arroyo-Leuenberger & U. Eggli;;;;4307;;B. Leuenberger;;;"Derpt. Beleén; 6 km from Belén on Ruta 40 towards Hualfin into Quebrada de Belén, then following a steep-walled lateral Quebrada for c. 0.5 km, bottom of the Quebrada, 27° 36.55 S / 67° 01.02 W, amongst large granitic boulds and larger trees on either side, the wall rocky with cushions of Deuterocohnia ans some shrubs; somewhat degrades by grazing. 1300 m.";;False;-27.609167 , -67.017;;;False
B;Herbarium Berolinense;B 10 1038944;2;5006053;Ephedraceae;Ephedra;triandra;;Argentinien;False;;;;Mendoza;;;;23/12/1949 - 23/12/1949;False;False;H. Sleumer;;;False;332;False;S. Ickert-Bond;;False;Dep. Godoy Cruz, Cerro de la Gloria, altitud 900 m.;False;;-32.88867777777778 , -68.88581944444445;;;
B;Herbarium Berolinense;B 10 1038940;2;5006053;Ephedraceae;Ephedra;triandra;;Argentinien;False;;;;La Pampa;;;;17/11/1965 - 17/11/1965;False;False;H. und E. Walter;;;False;418;False;S. Ickert-Bond;;False;Zwischen Santa Rosa und Victoria. Estancia Las Verdientes auf dem Friedhof.;False;;-36.55 , -65.61666666666666;;;
B;Herbarium Berolinense;B 10 1038939;2;5006053;Ephedraceae;Ephedra;triandra;;Uruguay;False;;;;;;;True;;;True;Sellow;;;False;1017;False;S. Ickert-Bond;;False;Uruguay;;False;;;;True
B;Herbarium Berolinense;B 10 1038937;2;5006053;Ephedraceae;Ephedra;triandra;;Brasilien;;;;False;;;;True;;;True;Sellow;;;False;1017;False;S. Ickert-Bond;;False;Brasilia. Montevideo?;;False;;;;True
B;Herbarium Berolinense;B 10 1038938;2;5006053;Ephedraceae;Ephedra;triandra;;Argentinien;False;;;;Catamarca;;;;01/12/1879 - 31/12/1879;False;False;F. Schickendantz;;;False;30;False;S. Ickert-Bond;;False;Lomas cerca de Yacutula, Prov. de Catamarca;False;;-27.553012318912366 , -67.01854788484133;;;
B;Herbarium Berolinense;B 10 1038936;2;5006053;Ephedraceae;Ephedra;transitoria;;Jordanien;False;;;;Ma'an;;;;02/05/1976 - 02/05/1976;False;False;Loutfy Boulos, David Addiss et Mazin Qumsiyeh;;;False;8750;False;;;True;"Affluent to Wadi Bayir, flowing east-west, 5 km west of Bayir Police Station. Altitude: downstream 900 m; upstream 960 m.";False;;30.762869444444444 , 36.62735;;;
B;Herbarium Berolinense;B 10 1038935;2;5006053;Ephedraceae;Ephedra;torreyana;;Vereinigte Staaten von Amerika;;;;False;New Mexico;;;False;16/08/1926 - 16/08/1926;False;False;Frère Arsène et autres.;;;False;16512;False;S. Ickert-Bond;;False;Jemez Canyon, 1700 m.;False;;35.3942977 , -106.5471239;;;False
B;Herbarium Berolinense;B 10 1038934;2;5006053;Ephedraceae;Ephedra;torreyana;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;03/06/1918 - 03/06/1918;False;False;E. J. Palmer;;;False;13873;False;S. Ickert-Bond;;False;Paloduro Canyon, Randal County;False;;34.937176570489875 , -101.6473960876465;;;
B;Herbarium Berolinense;B 10 1038933;2;5006053;Ephedraceae;Ephedra;torreyana;;Vereinigte Staaten von Amerika;False;;;;Nevada;;;;12/05/1938 - 12/05/1938;False;False;I. W. Clokey;;;False;7816;False;H. C. Cutler;;False;Clark Co., South of Indian Springs. Alt. 1250 m.;False;;36.53230205847225 , -115.67347856720515;;;
B;Herbarium Berolinense;B 10 1038932;2;5006053;Ephedraceae;Ephedra;torreyana;;Vereinigte Staaten von Amerika;False;;;;Nevada;;;;18/04/1939 - 18/04/1939;False;False;I. W. Clokey;;;False;8224;False;S. Ickert-Bond;;False;South of Indian Springs. Limestone ledges. Larrea belt. Alt, 1250.;False;;36.5699552 , -115.6706242;Indian Springs, Clark County, Nevada, 89018, Vereinigte Staaten von Amerika;;
B;Herbarium Berolinense;B 10 1038931;2;5006053;Ephedraceae;Ephedra;torreyana;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;03/06/1918 - 03/06/1918;False;False;E. J. Palmer;;;False;13873;False;S. Ickert-Bond;;False;Paloduro Canyon, Randall County, Texas;False;;35.00256 , -101.90241;Palo Duro Creek,;;
B;Herbarium Berolinense;B 10 1038930;2;5006053;Ephedraceae;Ephedra;torreyana;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;19/06/1918 - 19/06/1918;False;False;E. J. Palmer;;;False;14155;False;S. Ickert-Bond;;False;Channing, Hartley County;False;;35.68400833333333 , -102.33142222222222;;;
B;Herbarium Berolinense;B 10 1038929;2;5006053;Ephedraceae;Ephedra;tilhoana;;Tschad;False;;;;Tibesti;;;;10/11/1964 - 10/11/1964;False;False;Hildemar Scholz;;;False;249;False;;;True;Ehi Tousside: am Südhang bei 2300 m;False;;21.032705 , 16.469551;;False;
B;Herbarium Berolinense;B 10 1038928;2;5006053;Ephedraceae;Ephedra;tilhoana;;Tschad;False;;;;Tibesti;;;;17/01/1965 - 17/01/1965;False;False;Hildemar Scholz;;;False;248;False;H. Freitag u. M. Maier-Stolte;;False;Tarso Tousside: am Trou au Natron, 2300 m.;False;;20.984863411162628 , 16.536700546884042;;;
B;Herbarium Berolinense;B 10 1038971;2;5006053;Ephedraceae;Ephedra;tweedieana;;Argentinien;False;;;;Entre Ríos;;;;01/10/1878 - 31/10/1878;False;False;Prof. Dr. P. Lorentz;;;False;560;False;S. Ickert-Bond;;False;Concepcion del Urugay.;False;;-32.4688227 , -58.2490025;;;False
B;Herbarium Berolinense;B 10 1038970;2;5006053;Ephedraceae;Ephedra;tweedieana;;Argentinien;False;;;;Entre Ríos;;;;06/11/1965 - 06/11/1965;False;False;H. und E. Walter;;;False;301;False;S. Ickert-Bond;;False;Umgebung der Stadt Paraná am Wegrand;False;;-31.756696696507912 , -60.55487850378397;;;
B;Herbarium Berolinense;B 10 1038969;2;5006053;Ephedraceae;Ephedra;tweedieana;;Argentinien;;;;False;Entre Ríos;;;False;01/09/1877 - 30/09/1877;;;Prof. Dr. P. Lorentz;;;;;True;S. Ickert-Bond;;;Concepcion del Uruguay.;;False;-32.48463 , -58.23217;;;
B;Herbarium Berolinense;B 10 1038968;2;5006053;Ephedraceae;Ephedra;tweedieana;;Argentinien;False;;;;Entre Ríos;;;;01/09/1877 - 30/09/1877;False;False;Prof. Dr. P. Lorentz;;;False;561;False;S. Ickert-Bond;;False;Concepcion del Uruguay;False;;-32.48898475 , -58.2922593386008;;;False
B;Herbarium Berolinense;B 10 1038966;2;5006053;Ephedraceae;Ephedra;tweedieana;;Uruguay;False;;;;Montevideo;;;False;01/11/1869 - 30/11/1869;;;J. Arechavaleta;;;;;True;S. Ickert-Bond;;;"In sylvestri ad ripas ""Santa Lucia""";;False;-34.678391326663665 , -56.452229317013625;;;False
B;Herbarium Berolinense;B 10 1038965;2;5006053;Ephedraceae;Ephedra;tweedieana;;Argentinien;;;;False;Río Negro;;;;08/05/1879 - 10/05/1879;;;Prof. Dr. Lorentz et G. Niederlein;;;;;True;S. Ickert-Bond;;;Zw. Algarrobo Clavado u. Rio Colorado;False;False;-46.6009238 , -67.5389779;;;False
B;Herbarium Berolinense;B 10 1038967;2;5006053;Ephedraceae;Ephedra;tweedieana;;Uruguay;False;;;;Entre Ríos;;;False;01/10/1878 - 31/10/1878;False;False;P. G. Lorentz;;;;1677;;S. Ickert-Bond;;;Concepcion del Uruguay. Quinta de Sagastume;;False;-33.6060705 , -58.7784836;;;False
B;Herbarium Berolinense;B 10 1038962;2;5006053;Ephedraceae;Ephedra;tweedieana;;Uruguay;;;;False;Montevideo;;;False;;;True;Gaudichaud;;;False;;True;S. Ickert-Bond;;False;Montevideo;;False;-34.9059039 , -56.1913569;;;False
B;Herbarium Berolinense;B 10 1038963;2;5006053;Ephedraceae;Ephedra;tweedieana;;Brasilien;False;;;;Rio Grande do Sul;;;;01/07/1952 - 31/07/1952;False;False;B.Rambo SJ;;;False;52776;False;B.Rambo SJ;;False;Brasilia RGS, Itapoan p.P.Alegre In silvula arenosa scandens;False;;-30.3237071 , -50.9697679039237;;;False
B;Herbarium Berolinense;B 10 1038964;2;5006053;Ephedraceae;Ephedra;tweedieana;;Uruguay;;;;False;Rio Negro;;;False;01/11/1927 - 30/11/1927;;;Herter;;;;82818;;Herter;;;50 msm, silv  Dep Rio Negro, San Javier;;False;-32.6669802249161 , -58.12402725219727;;;False
B;Herbarium Berolinense;B 10 1038959;2;5006053;Ephedraceae;Ephedra;tweedieana;;Uruguay;;;;False;Rio Negro;;;False;01/11/1927 - 30/11/1927;;;Herter;;;;82818;;Herter;;;50 msm, silv.   Dep. Rio Negro  San Javier;;False;-32.667 , -58.124;;;False
B;Herbarium Berolinense;B 10 1038961;2;5006053;Ephedraceae;Ephedra;tweedieana;;Uruguay;False;;;;Rio Negro;;;;01/11/1927 - 30/11/1927;False;False;Herter;;;False;82818;False;S. Ickert-Bond;;False;San Javier, Altit. 50 m. s. m.;False;;-32.66268055555555 , -58.129508333333334;;;
B;Herbarium Berolinense;B 10 1038960;2;5006053;Ephedraceae;Ephedra;tweedieana;;Brasilien;;;;False;Rio Grande do Sul;;;False;01/07/1952 - 31/07/1952;;;B.Rambo SJ;;;;52776;;Emrich-Rambo;;;RGS, Itapoan ad Lagoa dos Patos  in silvula arenosa;;False;-30.65445282440074 , -50.62774658203126;;;False
B;Herbarium Berolinense;B 10 0542675;2;5006053;Ephedraceae;Ephedra;tweedieana;;Argentinien;False;;;;Catamarca;;;;;;True;P. Jörgensen;;;False;25;False;;;True;Dep. Andalgalá;False;;-27.580510637152273 , -66.32812494412065;;;
B;Herbarium Berolinense;B 10 1038957;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;26/09/1903 - 26/09/1903;False;False;O. B. Metcalfe;;;False;811;False;;;True;Mangas Springs, 18 miles northwest of Silver City, Grant County. Altitude approximately 4850 feet.;;False;32.8425726 , -108.5117181;;;False
B;Herbarium Berolinense;B 10 1038956;2;5006053;Ephedraceae;Ephedra;trifurca;;Mexiko;False;;;;Chihuahua;;;;20/05/1887 - 20/05/1887;False;False;C. G. Pringle;;;False;1589;False;;;True;Mesas, Chihuahua;False;;28.668902665441 , -106.05753868886896;;;False
B;Herbarium Berolinense;B 10 1038955;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;False;24/09/1903 - 24/09/1903;;;O. B. Metcalfe;;;;811;;;;True;Mangas Springs, 18 miles Northwest of Silver City, Grant County. Altitude approximately 4700 feet.;;False;32.8425726 , -108.5117181;;;False
B;Herbarium Berolinense;B 10 1038954;2;5006053;Ephedraceae;Ephedra;trifurca;;Mexiko;;;;False;Chihuahua;;;False;20/05/1887 - 20/05/1887;;;C. G. Pringle;;;;1589;;;;True;Mesas, Chihuahua;;False;;;;
B;Herbarium Berolinense;B 10 1038953;2;5006053;Ephedraceae;Ephedra;trifurca;;Mexiko;False;;;;Chihuahua;;;;20/05/1887 - 20/05/1887;False;False;C. G. Pringle;;;False;1589;False;;;True;Mesas, Chihuahua;False;;28.62477777777778 , -106.06750277777778;;;
B;Herbarium Berolinense;B 10 1038952;2;5006053;Ephedraceae;Ephedra;trifurca;;Mexiko;False;;;;Chihuahua;;;;20/05/1887 - 20/05/1887;False;False;C. G. Pringle;;;False;1589;False;;;True;Mesas, Chihuahua;False;;30.9325 , -108.01833333333333;;;
B;Herbarium Berolinense;B 10 1038951;2;5006053;Ephedraceae;Ephedra;trifurca;;Mexiko;False;;;;Chihuahua;;;;28/08/1957 - 28/08/1957;False;False;I. W. Knobloch;;;False;315;False;S. Ickert-Bond;;False;Nueva Casas Grandes - Colonia Juarez Rd.;False;;30.36368966130078 , -107.99045562744142;;;
B;Herbarium Berolinense;B 10 1038950;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;05/09/1967 - 05/09/1967;False;False;Ralph K. Gierisch;;;;3304;;S. Ickert-Bond;;;New Mexico County Socorro Cibola Chaunte Can. Altitude 5500 ft;;False;34.84473269659349 , -107.89389825087545;;;False
B;Herbarium Berolinense;B 10 1038949;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;False;;;;Arizona;;;;01/01/1886 - 31/12/1886;False;False;;;;True;;True;S. Ickert-Bond;;;Arizona - USA;;False;;;;True
B;Herbarium Berolinense;B 10 1038947;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;05/07/1897 - 05/07/1897;False;False;E. O. Wooton;;;False;96;False;S. Ickert-Bond;;False;Collected on the Mesa near Las Cruces, Dona Ana Co[unty].;False;;32.31222222222222 , -106.77833333333334;;;
B;Herbarium Berolinense;B 10 1038948;2;5006053;Ephedraceae;Ephedra;trifurca;;Mexiko;False;;;;Chihuahua;;;;09/04/1898 - 09/04/1898;False;False;C. G. Pringle;;;False;;True;S. Ickert-Bond;;False;Sand hills near Lake Guzman.;False;;31.283483333333336 , -107.46799166666666;;;
B;Herbarium Berolinense;B 10 1038946;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;;;;False;Arizona;;;False;16/08/1913 - 16/08/1913;;;J. C. Th. Uphof;;;;;True;S. Ickert-Bond;;;Tucson Arizona in einer Wüste;False;;32.221892 , -110.926235;;;
B;Herbarium Berolinense;B 10 1038945;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;False;;;;New Mexico;;;;30/05/1932 - 30/05/1932;False;False;Ora M. Clark;;;False;4799;False;S. Ickert-Bond;;False;E. Lordsberg [Lordsburg], High Sandy Plains;True;;32.34922296933414 , -108.6753691926603;;;
B;Herbarium Berolinense;B 10 0541887;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;;;;False;New Mexico;;;False;20/04/1968 - 20/04/1968;;;W. Hess;;;;1771;;;;True;Guadalupe Canyon, 15 mi. e. of junction with Douglas Ariz. road, very southwest corner of the state. Elev. 4200 ft.;;False;31.414686 , -109.017478;;;False
B;Herbarium Berolinense;B 10 0531290;2;5006053;Ephedraceae;Ephedra;trifurca;;Vereinigte Staaten von Amerika;False;;;;Texas;;;;29/04/1947 - 29/04/1947;False;False;V. L. Cory;;;False;53587;False;;;True;Jeff Davis Co.: 2 3/4 miles N.E. of Porviner, near Presidio County line;False;;30.41988621752022 , -104.84733677295856;;;False
B;Herbarium Berolinense;B 10 1038981;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;False;;;;California;;;;06/04/1967 - 06/04/1967;False;False;Lewis S. Rose;;;False;67037;False;S. Ickert-Bond;;False;Inyo County, Ninemile Canyon, 9 ml. w. of US Highway 395, Rocky desert slopes, alt. ca. 5100 feet;False;;35.8477 , -117.941;Nine Mile Canyon Road, Linnie, California, Vereinigte Staaten von Amerika;;
B;Herbarium Berolinense;B 10 1038980;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;False;;;;California;;;;20/05/1980 - 20/05/1980;False;False;P. Davis & Lightowlers;;;False;67084;False;S. Ickert-Bond;;False;Ventura Co., near Sulphur Spring Canyon. 1200-1300 m.;False;;34.82778 , -119.6675;;;
B;Herbarium Berolinense;B 10 1038979;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;;;;False;Nevada;;;False;24/04/1939 - 24/04/1939;;;I.W. Clokey;;;;8226;;S. Ickert-Bond;;;Arden-Mountain Springs. Mile 13. Gravelly hills.  Alt. 1200 m.;;False;36.018 , -115.23;Arden;;False
B;Herbarium Berolinense;B 10 1038978;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;;;;False;California;;;False;04/04/1933 - 04/04/1933;;;F. et H. Reed;;;;;True;S. Ickert-Bond;;;Mojave desert Californie du Sud  Region de San Bernardino;;False;35.00833333333333 , -115.47500000000001;;;False
B;Herbarium Berolinense;B 10 0568986;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;;;;False;California;;;False;14/05/1969 - 14/05/1969;;;John Thomas Howell, Gordon H. True;;;;45739;;;;True;Kern Plateau, Tulare County. Marble ridge just north of Cherry Hill Road at start of Rincon Trail, Brush Creek Canyon, el. 4800 ft.;;False;35.98537192691573 , -118.45888137817384;;;False
B;Herbarium Berolinense;B 10 0568987;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;;;;False;California;;;False;14/05/1969 - 14/05/1969;;;John Thomas Howell, Gordon H. True;;;;45738;False;;;True;Marble ridge just north of Cherry Hill Road at start of Rincon Trail, Brush Creek Canyon, el. 4800 feet. Kern Plateau, Tulare County;;False;36.038 , -118.452;;;False
B;Herbarium Berolinense;B 10 0572889;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;False;;;False;California;;;False;26/05/1941 - 26/05/1941;;;Carl B. Wolf;;;;;True;;;True;Mojave Desert, w Slope of Providence Mts.  0,8 Mi W of Columbia Mine  County : San Bernardino. Ft. Alt. 4700 c.;;False;35.05035821539164 , -115.48177957534791;;;False
B;Herbarium Berolinense;B 10 0572892;2;5006053;Ephedraceae;Ephedra;viridis;;Vereinigte Staaten von Amerika;;;;False;California;;;False;22/05/1958 - 22/05/1958;;;Lewis S. Rose;;;;;True;;;True;Southern Sierra Nevada  Roads End P.O.  Kern River Canyon  alt ca. 3550 ft.;;False;35.926 , -118.499;;;False
