specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info;scientific_name - same_as_label;scientific_name - scientific_name;scientific_name - not_in_list;scientific_name - family;scientific_name - genus;scientific_name - epiteth;owner - question_1;owner - no_info
B;Herbarium Berolinense;B 10 1040152;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Schweiz;False;;;;Wallis(Valais);;;;;;;;01/08/1893 - 01/08/1893;False;False;Winter;;;False;K. H/1091;False;;;True;Saasthal;False;;46.12164937897058 , 7.936706556938589;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040150;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Schweiz;False;;;;Wallis(Valais);;;;;;;;;;True;Bamberger;;;False;;True;;;True;Nikolaithal im Wallis;False;;46.15141604114735 , 7.792568206787109;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0610165;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Schweiz;False;;;;Wallis(Valais);;;;;;;;;;True;Thomas;;;False;896;False;;;True;Im Vallis;False;;;;;True;;;;;;;;
B;Herbarium Berolinense;B 10 1005853;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;;;;False;Brandenburg;;;False;;;;;01/01/1855 - 31/12/1855;;False;;;;True;;True;;;True;Angermünde;;False;53.01951057051676 , 13.989973068237306;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1005368;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Schleswig-Holstein;;;;;;;;18/08/1956 - 18/08/1956;False;False;A. Ludwig;;;False;;True;;;True;Amrum, Süddorf: auf einem Gartenwall;False;;54.64185818088191 , 8.359823226928713;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1005367;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;;;;False;Schleswig-Holstein;;;False;;;;;23/08/1956 - 23/08/1956;;;A. Ludwig;;;;;True;;;True;Steenodde: trockne Trift;False;;54.63829444444444 , 8.376527777777778;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0680731;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Rumänien;;;;False;Bistriţa-Năsăud;;;False;;;;;02/07/1937 - 02/07/1937;;;Baschant;;;;;True;;;True;Karpaten, Corongis, ca. 1800 m (Rodna-Geb.), auf steinigen Abhängen;False;;47.519055620971265 , 24.87716674804688;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040209;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. carthusianorum;;Italien;False;;;;Pavia;;;;;;;;09/06/1977 - 09/06/1977;False;False;S. Filipello, F. Sartori;;;False;;True;Vanda Terzo;;False;Parco del Ticino, riva destra (Pavia).;False;;45.25540000605131 , 8.985557570122184;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0423036;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. carthusianorum;;Deutschland;False;;;;Brandenburg;;;;;;;;18/10/2006 - 18/10/2006;False;False;Raus, Dürbye;;;False;;True;Raus;;False;Märkisch-Oderland (Kreis), bei Altglietzen, sw-exponierter Oderberg, Trockenrasen/Steppen.;False;;52.83264530214722 , 14.090912169810426;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040211;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. carthusianorum;;Rumänien;False;;;;Caraş-Severin;;;;;;;;25/06/1986 - 25/06/1986;False;False;F. Černoch;;;False;45801;False;F. Černoch;;False;Caransebes (Romania austro-occidentalis, Judetul, Turnu Severin-Drobeta, Banat), ad viam publicam inter oppida Armenis et Caransebes, in proximitate oppidi Armenis, alt. 300 m s. m., in pratis clivosis submontanis.;False;;45.240599032402 , 22.300300596398305;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0642510;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. carthusianorum;;Deutschland;False;;;;Sachsen-Anhalt;;;;;;;;10/11/1996 - 10/11/1996;False;False;P. Hein;;;False;96-1235;False;;;True;Halle, 500 m N der Ruine Giebichenburg, Prallhang der Saale gegenüber der Alten Papierfabrik. Trockenrasen auf Porphyrfelsen.;False;;51.50956937113974 , 11.956021785736086;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0080886;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. carthusianorum;;Deutschland;False;;;;Mecklenburg-Vorpommern;;;;;;;;02/09/2002 - 02/09/2002;False;False;Weber;;;False;;True;Th. Raus;;False;Usedom (Insel), Halbinsel Gnitz, Lütow, Möwenort.;False;;54.01120454270537 , 13.872435092489471;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040210;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. carthusianorum;;Deutschland;False;;;;Sachsen-Anhalt;;;;;;;;29/06/1963 - 29/06/1963;False;False;S. Fröhner;;;False;2547;False;;;True;Halle/Saale. Porphyrfelsen im Amselgrund.;False;;51.5038497778792 , 11.948819160024872;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0664937;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. carthusianorum;;Deutschland;False;;;;Hessen;;;;;;;;21/06/1969 - 21/06/1969;False;False;;;;True;;True;;;True;Karstfläche auf den Hielöchern bei Frankershausen, nordwestlich von Eschwege.;False;;51.242392645729964 , 9.913361821981292;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0366934;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. eu-carthusianorum;;Polen;False;;;;Dolnośląskie;;;;;;;;23/07/1958 - 23/07/1958;False;False;I. Kuczyńska;;;False;;True;;;True;Śląsk Dolny, Suche wzgóra koło Dzierżoniówa - Silesia inferior. In colle arido prope Dzierżoniów.;False;;50.73086111111111 , 16.656788888888887;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040216;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. eu-carthusianorum;;Österreich;False;;;;Oberösterreich;;;;;;;;01/06/1944 - 30/06/1944;False;False;Ba. [Baschant];;;False;;True;;;True;Klaus-Pyhrn [Klaus an der Pyhrnbahn];False;;47.8316183 , 14.158521;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040237;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. latifolius;;Tschechien;;;;False;Jihomoravský kraj;;;False;;;;;17/06/1929 - 17/06/1929;;;J. Podpěra;;;;;True;;;True;Moravia Austro-Orient. Strážnice: in pratis substepposis supra p. Radějov, 350 m s. m.;;False;48.85997166258356 , 17.345652580261234;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040235;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. latifolius;;Slowenien;False;;;;Ajdovščina;;;False;;;;;15/06/1961 - 15/06/1961;;;G. Wagenitz, T. Wraber;;;;283;;;;True;Karst: Vipava-Tal (Wippach-Tal) bei Selo, ca. 150 m ü. d. M. Kalk. Trockenwiesen mit Bromus erectus s. l. und Chrysopogon gryllus.;;False;45.889463 , 13.788486;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040232;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. latifolius;;Tschechien;False;;;;Jihomoravský kraj;;;;;;;;17/06/1929 - 17/06/1929;False;False;J. Podpěra;;;False;;True;;;True;Moravia austro-orient. Strážnice: in pratis substepposis supra p. Radějov, 350 m s. m.;False;;48.8593767 , 17.3446119;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040241;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. latifolius;;Slowakei;False;;;;Trenčiansky kraj;;;;;;;;15/07/1989 - 15/07/1989;False;False;F. Černoch;;;False;49756;False;F. Černoch;;False;Oppidum Nové Mesto nad Váhom, pagus Hrádok (Bohemoslovakia, Slovakia occidentalis, montes Tematínské kopce), ad ruinas arcis Tematín, alt. 580 m s. m., in declivibus petrosis, calcareis, ad meridiem spectantibus.;False;;48.67753051921818 , 17.928636074066166;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040239;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. latifolius;;Tschechien;False;;;;Jihomoravský kraj;;;;;;;;05/07/1929 - 05/07/1929;False;False;P. Sillinger;;;False;;True;;;True;Moravia austro-orientalis: montes Bílé Karpaty, in pratis Vojšice dictis in declivibus prope Radějov, substrato arenaceo, alt. circa 400 m. s. m.;False;;48.85924722222222 , 17.346183333333332;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0604932;3;6384204;Caryophyllaceae;Dianthus;carthusianorum subsp. latifolius;;Slowakei;False;;;;Banskobystrický kraj;;;;;;;;06/07/2006 - 06/07/2006;False;False;Vlastimil Mikolàš;;;False;8394;False;Vlastimil Mikolàš;;False;Slovakia centralis, Jelšavský karst, Kameňany village, NW, xerotherm. veg., ca. 260 m a. s. l.;False;;48.583333333333336 , 20.186666666666667;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040016;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Hessen;;;;;;;;06/08/1980 - 06/08/1980;False;False;Meyer/Pircher, Wolf;;;False;;True;Hg. et Leu;;;Eschwege: In den Getreidefeldern unterhalb der Kripplöcher bei Frankershausen. Trockene Wiese.;False;;51.247686111111115 , 9.920658333333332;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040132;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Rheinland-Pfalz;;;;;;;;28/07/1892 - 28/07/1892;False;False;Haussknecht;;;False;;True;;;True;Luxemburg Sauergebiet. Oberhalb Falkenstein bei Vianden. Grauwacke.;False;;49.96977460696453 , 6.194672583660577;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040131;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;False;;;;Alsace;;;;;;;;01/06/1870 - 30/06/1870;False;False;;;;True;;True;;;True;Zwischen Strasburg und Wasselheim [Wasselonne] an auf geworfenen trockenen u sandigen Graben;False;;48.60975994116495 , 7.558593750000001;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040130;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;;;;False;Alsace;;;False;;;;;;;True;Schock;;;;;True;;;True;Zabern i. Els[ass].;;False;48.74196388888889 , 7.361647222222222;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040129;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Spanien;False;;;;Soria;;;;;;;;27/08/1975 - 27/08/1975;False;False;H. Ern;;;False;45;False;H. Ern;;False;Moncayo-Südhang, in Quercus-pyrenaica-Wäldern, 1500-1600 m.;False;;41.77377024106477 , -1.86361312516965;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040126;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;False;;;;Midi-Pyrénées;;;;;;;;26/07/1886 - 26/07/1886;False;False;Alex. & Hte Marcailhou d'Aymeric;;;False;;True;;;True;Rochers bordant la route nationale entre Ax et la gorge de Mérens;False;;42.68529269299849 , 1.824760437011719;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040024;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Sachsen;;;;;;;;10/07/1952 - 10/07/1952;False;False;H. [W. Hempel];;;False;495;False;H. [W. Hempel];;False;Meißen. Kurzgrasige Trift auf dem Rücken der Bosel.;False;;51.13809653835812 , 13.514727052170235;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040018;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Niedersachsen;;;;;;;;28/08/1982 - 28/08/1982;False;False;Ketelhut / Meyer;;;False;192-06-82-10;False;H. Ern;;False;Lüchow-Dannenberg: Pisselberg, Bahndamm.;False;;53.11293699893448 , 11.078052522498185;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040019;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Baden-Württemberg;;;;;;;;24/08/1984 - 24/08/1984;False;False;Royl & Meyer;;;False;240-65-84-10;False;H. Ern;;False;Schwäbische Alb, Donauniederungen bei Hausen im Tal (600 m), 20 km W Sigmaringen, Kalkboden, sonniger Feldrain und Bahndamm.;False;;48.086902653652004 , 9.04252052307129;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040015;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Baden-Württemberg;;;;;;;;28/09/1985 - 28/09/1985;False;False;Ketelhut-Hoffmann;;;False;;True;I. Hagemann;;False;Schwäbische Alb, Veringendorf bei Sigmaringen, baumlose, trockene Hügel;False;;48.15620743016256 , 9.195985794067385;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0588247;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;False;;;;Centre;;;;;;;;10/09/1861 - 10/09/1861;False;False;L. Crésnière;;;False;;True;;;True;Prairies sablonneuses, La Ville-aux-Dames, Indre-et-Loire.;False;;47.39804363710426 , 0.7737350324168802;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0588337;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;;;;;12/07/1861 - 12/07/1861;False;False;E. Bourgeau;;;False;307;False;;;True;Paturages au Col de Tende.;False;;44.14581516559443 , 7.563400268554688;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1039956;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Brandenburg;;;;;;;;20/06/1939 - 20/06/1939;False;False;Hk. [Kurt Hueck];;;False;;True;;;True;Jahnberge bei Paulinenaue;False;;52.720118049999996 , 12.71328199291801;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0642507;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Bayern;;;;;;;;27/05/2000 - 27/05/2000;False;False;P. Hein;;;False;7252;False;;;True;SE von Pottenstein, SW-exponierte steile Hänge mit trockenen Weiden, Felsenheiden und Baumgruppen, alt. 350-400 m. Auf Felsstufen mit Halbtrockenrasen.;False;;49.766666666666666 , 11.416666666666666;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040026;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;;;;False;Thüringen;;;False;;;;;14/08/1963 - 14/08/1963;;;H. [Hempel];;;;6114;;H. [Hempel];;;Kühnhausen, im Mesobrometum auf dem Plateau der Schwellenburg.;;False;51.03060833333333 , 10.953858333333333;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040020;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Baden-Württemberg;;;;;;;;27/08/1984 - 27/08/1984;False;False;Royl & Meyer;;;False;241-56-84-10;False;H. Ern;;False;Schwäbische Alb, Donauufer 10 km E Tuttlingen, sonnige Wiese, trocken, Kalkboden;False;;48.00715173807636 , 8.925018310546877;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040115;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Montenegro;False;;;False;Nikšić;;;;;;;;31/05/1872 - 31/05/1872;False;False;Josef Pantocsek;;;False;;True;;;True;Auf Wiesen um Medov Dol (Biela Gora);;False;44.15833333333333 , 18.71638888888889;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040112;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Slowenien;;;;False;Divača;;;False;;;;;13/06/1973 - 13/06/1973;;;T. Wraber;;;;0349/2;;;;True;Divača, in pratis siccis. Carici humilis, Centaureetum rupestris. Solo calcareo. 420 m s.m.;;False;45.685316677568025 , 13.978729248046877;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040111;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Kroatien;False;;;;Istarska;;;;;;;;10/06/1905 - 10/06/1905;False;False;K. Untchj;;;False;;True;;;True;Pola. Macchien - Monte Vincurian;False;;44.831625 , 13.864452777777778;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040110;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Kroatien;False;;;;Istarska;;;;;;;;10/06/1901 - 10/06/1901;;;K. Untchj;;;False;;True;;;True;Pola, Hügel bei Prato Vincurian;;False;44.8347832 , 13.8683262;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040105;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Italien;False;;;;Torino;;;;;;;;30/07/1891 - 30/07/1891;False;False;R. Beyer;;;False;;True;;;True;Alpes Cottiae. Val Pellice. Valle dei Carbonieri bei Bobbio.;False;;44.80790555555555 , 7.119313888888889;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040102;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Italien;False;;;;Torino;;;;;;;;01/05/1890 - 30/06/1890;False;False;Rostan;;;;;True;;;True;Taillis des collines val Germanasca [Valle Germanasca];;False;44.93041516662747 , 7.123775482177735;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040101;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Italien;False;;;;Bolzano;;;;;;;;;;True;Hsm. [Hausmann];;;False;5244;False;;;True;Tirolia austr.: Klobenstein;False;;46.540827906690744 , 11.451530456542969;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040100;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Kroatien;False;;;;Primorsko-Goranska;;;;;;;;;;True;Noë;;;False;;True;;;True;Wiesen zwischen Fiume [Rijeka] und Triest.;False;;45.5326337373373 , 14.119720486924054;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040094;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Italien;False;;;;Trento;;;;;;;;17/07/1889 - 17/07/1889;False;False;Rigo;;;False;;True;;;True;"Italia septentr. in pratis montanis Baldi motis loco ""la Prà"", sol. calcar. 4-800 m s. m.";False;;45.7346726168953 , 10.812320710974747;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0366929;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Italien;;;;False;Valle d'Aosta;;;False;;;;;22/07/1887 - 22/07/1887;;;R.  Beyer;;;;;True;;;True;Vallée de Champorcher an Felsen beim Dorfe Champorcher;;False;45.61463778373898 , 7.735748291015626;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040166;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Steiermark;;;;;;;;15/07/1886 - 15/07/1886;False;False;R.  Beyer;;;False;;True;;;True;Am Wege von Bruck a/M nach Frauenberg;False;;47.42355793820556 , 15.325241088867188;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040157;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Kärnten;;;;;;;;04/08/1886 - 04/08/1886;False;False;E. Witting;;;False;;True;;;True;Wiesen bei Villach;False;;46.62827059289735 , 13.872520674391154;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040156;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Salzburg;;;;;;;;01/01/1863 - 31/12/1863;False;False;L. C. Treviranus;;;False;;True;;;True;Salisburgi in pratis uliginosis pr. Glaneck [Glanegg];False;;47.748298287759155 , 13.010988235473635;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0470577;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Oberösterreich;;;;;;;;17/05/1993 - 17/05/1993;False;False;G. Brandstätter;;;False;M20;False;G. Brandstätter;;False;St. Georgen a. d. Gusen, Gusental, nördlich der Knollmühle. Feldwegböschung auf silikatischem Untergrund, 280 m s. m.;False;;48.28161716344909 , 14.450926780700685;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0111982;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Steiermark;;;;;;;;18/08/1939 - 18/08/1939;False;False;Friedrich Morton;;;False;24;False;;;True;Hang ober der Haltestelle Pürgg.;False;;47.52889172560881 , 14.064402580042954;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0547354;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Wien;;;;;;;;24/06/2008 - 24/06/2008;False;False;Thomas Barta;;;False;;True;Barta;;False;Wien, 2. Bezirk, ruderaler Bahndamm bei der Schnellbahn-Haltestelle Praterkai, ca. 160-170 m.s.m.;False;;48.19977118951957 , 16.441222429275516;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0300394;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Steiermark;;;;;;;;11/07/1969 - 11/07/1969;False;False;D. Müller-Doblies;;;False;8156;False;S [Scholz];;False;Murtal, Gulsenberg bei Kraubath, Südosthang mit Serpentin. Kiefernwald, ca. 700 m.;False;;47.293638909055595 , 14.926772117614748;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040159;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Wien;;;;;;;;29/07/1926 - 29/07/1926;False;False;H. V. Berg;;;False;;True;;;True;Wien, Dreimarkstein, 400m;False;;48.2559984556167 , 16.2898063659668;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0610176;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Kärnten;;;;;;;;23/05/1959 - 23/05/1959;False;False;Berger-Landefeldt;;;False;;True;;;True;ostwärts St. Veit an der Glan, südlich Launsdorf, Burg Hochosterwitz, Narrensteig, Waldsteppe;False;;46.7556677 , 14.4518394;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0588232;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Niederösterreich;;;;;;;;01/07/1870 - 31/07/1870;False;False;A. L. Reuss;;;False;;True;;;True;Flora Vindobonensis. Wiesen zw. Laxenburg und Münchendorf;False;;48.04939847060561 , 16.366882324218754;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0588252;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Niederösterreich;;;;;;;;01/07/1864 - 01/07/1864;;;A. L. v. Reuss;;;;;True;;;True;Eichkogel bei Gumpoldskirchen nächst Wien.;False;;48.062440996124934 , 16.293411254882816;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0549310;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Wien;;;;;;;;26/06/2008 - 26/06/2008;False;False;T. Barta;;;False;;True;Barta;;False;Wien, 2. Bezirk, ruderale grasige Böschung neben der Donauuferbahn knapp N der Schnellbahn-Haltestelle Praterkai, ca. 160 m.s.m.;False;;48.19993608382732 , 16.44134044647217;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040192;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;False;;;;Alsace;;;;;;;;12/07/1883 - 12/07/1883;False;False;;;;True;;True;;;True;An Wegen zu Kestenholz [Châtenois] im Elsaß;False;;48.272548 , 7.4013652;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040190;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Rheinland-Pfalz;;;;;;;;09/07/1867 - 09/07/1867;False;False;Th. Wolf;;;False;;True;;;True;Am Tellberg bei Laach;;False;50.402171823725375 , 7.252693176269532;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040187;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;True;;;;Nordrhein-Westfalen;;;;;;;;01/01/1832 - 31/12/1832;False;False;L. C. Treviranus;;;False;;True;;;True;H.[Hortus] b[botanicus] Bonn[ensis];False;;50.72458437132346 , 7.093305587768556;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040186;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Österreich;False;;;;Niederösterreich;;;False;;;;;20/05/1926 - 20/05/1926;False;False;H. V. Berg;;;;;True;;;True;Wiesen bei Laxenburg 174 m.;;False;48.06762957770112 , 16.360616683959964;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 0589592;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Schweiz;;;;False;Uri(Uri);;;False;;;;;15/06/1985 - 15/06/1985;;;Eva von Nickisch-Rosenegk;;;False;;True;;;True;Paßstraße St. Gotthard, Straßenrand, ca. 1800-2100 m.;;False;46.583440089262105 , 8.558292387169788;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1005854;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Brandenburg;;;;;;;;;;True;Ritter [Gustav Adolf Ritter];;;False;;True;;;True;Friesack;False;;52.7395263 , 12.5782641;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040134;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Spanien;;;;False;Soria;;;False;;;;;02/08/1980 - 02/08/1980;;;J. P. Zaballos;;;;211;;;;True;Oncala: Puerto de Oncala, 1480 m, sustrato silíceo.;;False;41.95305555555556 , -2.329722222222222;;;False;;;;;;;;
B;Herbarium Berolinense;B 10 1040133;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;;;;;13/10/1994 - 13/10/1994;False;False;P. Hein;;;False;94-420;False;Pittern;;False;Alpes-Maritimes: von Grasse nach Goudon [Gourdon]: 2 km vor Goudon. Quercus pubescens-Ostrya carpinifolia-Hochwald. 650 m.;False;;43.703535544660305 , 6.968765258789063;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040128;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Saarland;;;;;;;;23/06/1898 - 23/06/1898;False;False;Ernst H. L. Krause;;;False;4853;False;;;True;Saarlouis, Limberg, an d. Bezirkstraße n. Niederlimberg;False;;49.331918416404264 , 6.711122989654542;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040127;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Andorra;False;;;;Ordino;;;;;;;;25/07/1962 - 25/07/1962;False;False;J. Kohlmeyer;;;False;1246;False;J. Kohlmeyer;;False;Berghang bei El Serrat, ca. 1570 m ü. M.;False;;42.61804761834259 , 1.5402591693979197;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1040125;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Frankreich;False;;;;Midi-Pyrénées;;;;;;;;01/07/1882 - 31/07/1882;False;False;Hte Marcailhou d'Aymeric;;;False;;True;;;True;Talus des champs à Savignac;False;;42.7304497 , 1.8119938;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0582316;3;6384204;Caryophyllaceae;Dianthus;carthusianorum;;Deutschland;False;;;;Sachsen-Anhalt;;;;;;;;26/06/2013 - 26/06/2013;False;False;Willing;;;False;27.843 D;False;;;True;Dessau-Roßlau, Ruderalfluren zw. Plattenbauten 58 m. Des 342-1 c.;;False;51.81944444444445 , 12.249166666666666;;;;;;;;;;;
