specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1022172;4;7214750;Xyridaceae;Xyris;sp.;;Sambia;;;;False;Northern;;;False;;;;;13/04/1961 - 13/04/1961;;;J. B. Phipps and L. D. E. F. Vesey-Fitzgerald;;;;;;;3130;;;True;;;True;Northern Rhodesia, Mporokoso District, Alt. ±4600'. 26 miles East of Mporokoso.;;False;;;;;;-9.381 , 30.54;;;;
B;Herbarium Berolinense;B 10 1022157;4;7214750;Xyridaceae;Xyris;sp.;;Tansania;False;;;;Iringa;;;;;;;;04/05/1968 - 04/05/1968;False;False;S. A. Renvoize;;False;;;;;1916;False;;True;;;True;Mufindi. Edge of Kigogo River.;False;;;;;;;-8.589063506132973 , 35.29456615447999;;;;False
B;Herbarium Berolinense;B 10 1022155;4;7214750;Xyridaceae;Xyris;sp.;;Tansania;False;;;;Rukwa;;;;;;;;01/01/1962 - 01/01/1962;False;False;Mrs. H. M. Richards;;False;;;;;15837;False;;True;;;True;Ufipa District. Swamp near Molo [Mollo] village, Malonje Plateau. Alt. 1800 m. Growing in swampy ground.;False;;;;;;;-8.081623050000001 , 31.7857977;;;;False
B;Herbarium Berolinense;B 10 1022152;4;7214750;Xyridaceae;Xyris;sp.;;Tansania;False;;;;Ruvuma;;;;;;;;13/06/1956 - 13/06/1956;False;False;E. Milne-Redhead & P. Taylor;;False;;;;;10801;False;Ex Herb. Hort. Bot. Reg. Kew.;False;;;True;About 6.5 km. W. of Songea, weed in rice field: 990 m.;False;;;;;;;-10.677477339721275 , 35.48171997070313;;;;False
B;Herbarium Berolinense;B 10 1022147;4;7214750;Xyridaceae;Xyris;sp.;;Tansania;True;;;False;Iringa;;;False;;;;;08/03/1934 - 08/03/1934;;;C. Troll;;;;;;;5282;;;True;;;True;Dabaga 1800 m. Pflanzung Preusser, Trockenschlamm;;False;;;;;;-8.108 , 35.91;;;;
B;Herbarium Berolinense;B 10 1022190;4;7214750;Xyridaceae;Xyris;sp.;;Thailand;;;;False;;;;True;;;;;03/01/1917 - 03/01/1917;;;;;True;;;;;6435;;Ex Herb. Hort. Bot. Reg. Kew.;;;;True;Lem Pia, N Side Telubu Straits;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022188;4;7214750;Xyridaceae;Xyris;sp.;;Thailand;;;;False;Surin(สุรินทร์);;;;;;;;09/01/1924 - 09/01/1924;;;A. F. G. Kerr;;;;;;;8240;;Ex Herb. Hort. Bot. Reg. Kew.;False;;;True;Surin  Alt, 100m    common in rice fields;;False;;;;;;14.883 , 103.348;;;;
B;Herbarium Berolinense;B 10 1022579;4;7214750;Zingiberaceae;Aframomum;angustifolium;;Uganda;False;;;False;Kampala;;;;;;;;01/03/1939 - 31/03/1939;False;False;P. Chandler;;False;;;;;2783;False;Herb. Hort. Bot. Reg. Kew.;False;D. J. Harris;;;Masaka Rd. about 5 miles from Kampala. 3900';False;;;;;;;0.22796570712403824 , 32.34924316406251;;;;False
B;Herbarium Berolinense;B 10 0674368;4;7214750;Zingiberaceae;Aframomum;angustifolium;;Tansania;;;;False;Morogoro;;;;;;;;15/02/1934 - 15/02/1934;;;Carl Troll;;;;;;;5018;;;True;D. J. Harris;;;Pala Ulanga sw Kilossa [Kilosa]. Unterwuchs des feuchten Niederungswaldes. Höhe ü. d. M.: 750 m;;False;;;;;;-7.21737 , 36.80048;;;;
B;Herbarium Berolinense;B 10 1022895;4;7214750;Zingiberaceae;Curcuma;australasica;;Australien;False;;;;Northern Territory;;;;;;;;08/02/1998 - 08/02/1998;False;False;Werner Greuter;;False;;;;;24683;False;;True;DNA staff;;False;W. part of Litchfield National Park, Greenant Creek, gallery rainforest.;False;;;;;;;-13.20056 , 130.2005;;;;False
B;Herbarium Berolinense;B 10 1022915;4;7214750;Zingiberaceae;Dimerocostus;strobilaceus subsp. strobilaceus;;Kolumbien;;;;False;Caldas;;;False;;;;;21/09/1930 - 21/09/1930;;;E. Dryander [Editha Ida Dryander];;;;;;;824;;;True;P. J. M. Maas;;False;im Urwald Enchillo Belaliagas, 1900 m.;True;False;;;;;;4.994718 , -75.8122627;;;;False
B;Herbarium Berolinense;B 10 1022914;4;7214750;Zingiberaceae;Dimerocostus;strobilaceus subsp. strobilaceus;;Ecuador;False;;;;Morona-Santiago;;;;;;;;14/03/1956 - 14/03/1956;False;False;Erik Asplund;;False;;;;;19784;False;;True;P. J. M. Maas;;False;Prov. Santiago-Zamora, Macas, in rastrojo N of the village, alt. c. 900 m.;False;;;;;;;-2.2638388751947045 , -78.1011199951172;;;;
B;Herbarium Berolinense;B 10 1022910;4;7214750;Zingiberaceae;Dimerocostus;argenteus;;Bolivien;;;;False;Cochabamba;;;False;;;;;01/01/1891 - 31/12/1891;;;A. Miguel Bang;;;;;;;2058;;Ex Herbario Collegii Columbiae;;P. J. M. Maas;;;Vic. Cochabamba;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022969;4;7214750;Zingiberaceae;Globba;sp.;;Thailand;False;;;;Chanthaburi(จันทบุรี);;;;;;;;31/08/1972 - 31/08/1972;False;False;Kai Larsen, Supee S. Larsen, I. Nielsen & T. Santisuk;;False;;;;;32279;False;Herbarium Jutlandicum (AAU) Botanisk Institut Aarhus Universitet;False;;;True;South-Eastern: Ban Chang Thum E of Makham, alt. 50 m;False;;;;;;;12.6592 , 102.2428;;;;False
B;Herbarium Berolinense;B 10 1022970;4;7214750;Zingiberaceae;Globba;sp.;;Thailand;;;;False;Kanchanaburi(กาญจนบุรี);;;False;;;;;02/07/1974 - 02/07/1974;;;Kai Larsen & Supee S. Larsen;;;;;;;34023;;;True;;;True;South est: Erawan. Alt 100-300 m;;False;;;;;;14.331336607009728 , 99.91554737091066;;;;
B;Herbarium Berolinense;B 10 1022963;4;7214750;Zingiberaceae;Globba;sp.;;Thailand;;;;False;Kanchanaburi(กาญจนบุรี);;;False;;;;;26/06/1974 - 26/06/1974;;;Kai Larsen & Supee S. Larsen;;;;;;;33809;;Herbarium Jutlandia, Aarhus;;;;True;South West: Kanchanaburi: W of Sri Sawat, alt 600-700 m.;;False;;;;;;14.715078031826364 , 99.29254531860353;;;;
B;Herbarium Berolinense;B 10 1022950;4;7214750;Zingiberaceae;Globba;sp.;;Thailand;;;;False;Prachin Buri(ปราจีนบุรี);;;False;;;;;08/07/1966 - 08/07/1966;;;Kai Larsen, T. Smitinand & E. Warncke;;;;;;;117;;;True;;;True;Prachinburi.  Khao Yai - National Park at the Heo Suwat Falls along stream in evergreen. Alt 750 m;;False;;;;;;14.4379011394381 , 101.3696050643921;;;;
B;Herbarium Berolinense;B 10 0137547;4;7214750;Zingiberaceae;Zingiber;zerumbet var. magnum;;Philippinen;;;;False;Sorsogon;;;False;;;;;01/03/1916 - 31/08/1916;;;A. D. E. Elmer;;;;;;;14317;;;True;;;True;Irosin (Mt. Bulusan). Luzon.;;False;;;;;;12.768266310761714 , 124.05655503273012;;;;
B;Herbarium Berolinense;B 10 1022582;4;7214750;Zingiberaceae;Aframomum;angustifolium;;Demokratische Republik Kongo;;;;False;Équateur;;;False;;;;;29/12/1926 - 29/12/1926;;;D. H. Linder;;;;;;;1818;;;True;D. J. Harris;;False;Belgian Congo: Bumba;False;False;;;;;;2.2406396093827334 , 22.412109375000004;;;;
B;Herbarium Berolinense;B 10 1022595;4;7214750;Zingiberaceae;Aframomum;daniellii;;Gabun;False;;;;Estuaire;;;;;;;;;;True;R. P. Klaine;;False;;;;;3553;False;Herb. Mus. Paris;False;D. J. Harris;;False;environs de Libreville;False;;;;;;;0.39378809848292906 , 9.469184875488283;;;;False
B;Herbarium Berolinense;B 10 1022594;4;7214750;Zingiberaceae;Aframomum;daniellii;;Angola;;;;False;Lunda Norte;;;False;;;;;01/11/1946 - 30/11/1946;;;;;True;;;;;13.929;False;;True;D. J. Harris;;;Sector fitocorológico de Nordeste de Lunda. Circunscrição de Chitato) Dundo, Poximum Flumen, Luachimo  Alt. 700 m.;;False;;;;;;-7.379 , 20.822;;;;
B;Herbarium Berolinense;B 10 1022593;4;7214750;Zingiberaceae;Aframomum;daniellii;;Angola;;;;False;Cuanza Norte;;;False;;;;;24/09/1921 - 24/09/1921;;;;;True;;;;;8913;;;True;D. J. Harris;;;Vale do Zondo, Cazengo, Proximum Flumen: Luinha, Lucala. Altitudo 750 m.;False;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022031;4;7214750;Xyridaceae;Xyris;pauciflora;;China;;;;False;Hainan(海南);;;False;;;;;02/10/1932 - 02/10/1932;;;Lei, C. I.;;;;;;;62;;Herbarium of Lingnan Natural History Survey and Museum, Lingnan University, Canton.;False;Conert;;False;"Hainan. Pak shik Ling and vicinity, Ku Tung Village, (Ching Mai District) [Chéngmài County]   Rare; submerged, level land, swamp, meadow, ret. wall.";;False;;;;;;20.010895317080045 , 110.31342029571535;;;;
B;Herbarium Berolinense;B 10 1022025;4;7214750;Xyridaceae;Xyris;paraensis;;Brasilien;;;;False;Pará;;;False;;;;;;;True;Poepp. [Poeppig];;;;;;;;True;M. Kunth;;Conert;;;Rio Pará;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022059;4;7214750;Xyridaceae;Xyris;regnellii;;Argentinien;;;;False;Córdoba;;;False;;;;;12/12/1907 - 12/12/1907;;;E. L. Ekman;;;;;;;525;;;True;Conert;;;"Posadas, in palude graminoso prope ""La Granja"" predium";;False;;;;;;-31.015 , -64.275;;;;
B;Herbarium Berolinense;B 10 1022055;4;7214750;Xyridaceae;Xyris;regnellii;;Brasilien;;;;False;Rio Grande do Sul;;;False;;;;;30/01/1950 - 30/01/1950;;;B. Rambo;;;;;;;45578;;Herbarium Anchieta;;Emrich-Rambo;;;RGS, Taimbesinho p. S. Fr. de Paula. In paludosis alte graminosis.;;False;;;;;;-29.446847838821846 , -50.57629108428956;;;;
B;Herbarium Berolinense;B 10 1022053;4;7214750;Xyridaceae;Xyris;regnellii;;Brasilien;;;;False;Santa Catarina;;;False;;;;;26/12/1956 - 28/12/1956;;;L. B. Smith, Pe. R. Reitz & O. Sufridini;;;;;;;9554;;United States National Herbarium;;;;True;Mun. Chapecó: bog, Fazenda Campo São Vicente, 24 km west of Campo Erê, alt. 900-1000 m.;;False;;;;;;-26.397904984295984 , -53.25785636901856;;;;
B;Herbarium Berolinense;B 10 1022109;4;7214750;Xyridaceae;Xyris;spruceana;;Venezuela;;;;False;Amazonas;;;False;;;;;22/11/1957 - 22/11/1957;;;Bassett Maguire, John J. Wurdack and William M. Keith;;;;;;;36337;;;True;;;True;Rio Guainia, frequent on moist sand, Yavita-Pimichin trail near Pimichin, at 140 m alt.;;False;;;;;;2.8488334563006994 , -67.54231452941896;;;;
B;Herbarium Berolinense;B 10 1022145;4;7214750;Xyridaceae;Xyris;witsenioides;;Venezuela;;;;False;Amazonas;;;False;;;;;05/01/1954 - 05/01/1954;;;Bassett Maguire, John J. Wurdack and George S. Bunting;;;;;;;37064;;;True;;;True;Cerro de la Neblina, Rio Yatua. frequent along west bank of runlet at Cumbre Camp, at 1700 m elev.;;False;;;;;;0.8623512827437347 , -65.93065023422243;;;;
B;Herbarium Berolinense;B 10 1022142;4;7214750;Xyridaceae;Xyris;umbilonis;;Südafrika;False;;;;KwaZulu-Natal;;;;;;;;31/05/1908 - 31/05/1908;False;False;H. Rudatis;;False;;;;;397;False;Mus. bot. Berol.;False;Conert;;False;Natal. Friedenau, Umgaiflat/ Alexandra [County], Moorige Wiesen, Bachränder, Höhe ü. d. M. 600 m.;False;;;;;;;-30.383333333333333 , 30.483333333333334;;;;
B;Herbarium Berolinense;B 10 1022139;4;7214750;Xyridaceae;Xyris;uleana;;Brasilien;False;;;;Roraima;;;;;;;;;;True;Carl Lako;;False;;;;;;True;;True;Conert;;False;Rio Catrimany [Catrimani];False;;;;;;;0.4664846381275472 , -61.71368122100831;;;;False
B;Herbarium Berolinense;B 10 0140300;4;7214750;Zingiberaceae;Amomum;sp.;;Malaysia;;;;False;Sabah;;;False;;;;;01/10/1922 - 31/03/1923;;;A. D. E. Elmer;;;;;;;20459;;;True;;;True;Tawao, Elphinstone Province, British North Borneo;;False;;;;;;4.260908196720289 , 117.92415618896486;;;;
B;Herbarium Berolinense;B 10 1022743;4;7214750;Zingiberaceae;Amomum;sp.;;Papua-Neuguinea;;;;False;Milne Bay;;;False;;;;;31/12/1907 - 31/12/1907;;;R. Schlechter;;;;;;;17110;;;True;;;True;In den Wäldern bei Boroai, c. 600 m.;;False;;;;;;-10.289375 , 150.1421111111111;;;;
B;Herbarium Berolinense;B 10 1022736;4;7214750;Zingiberaceae;Amomum;sp.;;China;False;;;;Hainan(海南);;;;;;;;07/08/1932 - 25/08/1932;False;False;Lau, S. K.;;False;;;;;408;False;Herbarium of Lingnan Natural History Survey and Museum, Lingnan University, Canton.,Ex-Herb. N. Y. Bot. Gard;;E. D. Merrill;;;"Fairly common; thicket; moist; sandy soil; gentle slope. Shan Keung. Chíu Sam Tśuen, (Ngai District).";;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022790;4;7214750;Zingiberaceae;Costus;claviger;;Französisch-Guayana;False;;;;(Guyane Française);;;;;;;;28/01/1984 - 28/01/1984;False;False;J. J. de Granville, C. C. Berg, M. Jansen-Jacobs, J. van Setten;;False;;;;;6335;False;Herbier du Centre Orstom;False;P. J. M. Maas;;False;Montagne de la Trinité, sommet NE in undergrowth of high forest along trail between camp 4 and 3 (ca 1 - 2 km).;False;;;;;;;4.583333333333333 , -53.3;;;;False
B;Herbarium Berolinense;B 10 1022773;4;7214750;Zingiberaceae;Costus;arabicus;;Brasilien;;;;False;Mato Grosso;;;False;;;;;20/02/1894 - 20/02/1894;;;C. A. M. Lindman;;;;;;;A 2767;;;True;P. J. M. Maas;;;Matto do Curupira, in silvis pascim.;;False;;;;;;-15.133113035358221 , -56.81476593017578;;;;
B;Herbarium Berolinense;B 10 0270623;4;7214750;Zingiberaceae;Costus;erythrothyrsus;;Französisch-Guayana;;;;False;(Guyane Française);;;False;;;;;24/04/1991 - 24/04/1991;;;Granville J. J. de, Roesel C., Brothers L.;;;;;;;11479;;Herbier de Guyane - CAY;False;Granville J. J. de;;False;D. Z. de Crique Jupiter, Bassin du Sinnamary.  Alt : 100 m. Forêt marécageuse primaire. Sous bois, dans les endroits bien éclairés.;;False;;;;;;4.075 , -53.162;;;;
B;Herbarium Berolinense;B 10 1022846;4;7214750;Zingiberaceae;Costus;pulverulentus;;Kuba;;;;False;La Habana;;;False;;;;;;;True;B. [C. F. Baker];;;;;;;;True;Herbarium of C. F. Baker;False;P. J. M. Maas;;;Santiago de las Vegas, Cuba;;False;;;;;;22.97625334743704 , -82.38750457763672;;;;
B;Herbarium Berolinense;B 10 1022842;4;7214750;Zingiberaceae;Costus;pulverulentus;;Ecuador;False;;;;Guayas;;;;;;;;19/04/1934 - 19/04/1934;False;False;H. J. F. Schimpff;;False;;;;;1018;False;;True;P. J. M. & H. Maas;;False;And. S. Amerika-Ecuador:  O. v. Bucay  unter Bäumen im Urwald  ca. 300 m ü. M.;False;;;;;;;-2.2048751426650446 , -79.12113189697266;;;;False
B;Herbarium Berolinense;B 10 1022841;4;7214750;Zingiberaceae;Costus;pulverulentus;;Honduras;;;;False;Cortés;;;False;;;;;16/10/1988 - 16/10/1988;;;Jorge Murillo;;;;;;;130;;Herbario Universidad Nacional Autónoma de Honduras (UNAH);;H. Maas;;;Santa Elena, 6 km NE, de lago de Yojoa, cafetal, bosque muy húmedo tropical, 650 m alt.;;False;;;;;;14.893529600696693 , -87.92100906372072;;;;
B;Herbarium Berolinense;B 10 0312950;4;7214750;Zingiberaceae;Costus;phyllocephalus;;Deutschland;True;;;False;Berlin;;;False;;;;;27/07/1968 - 27/07/1968;;;;;True;;;;;;True;;True;P. J. M. & H. Maas;;;"Kult. im Bot. Garten Berlin-Dahlem; Revier: Haus E";;False;;;;;;52.454 , 13.304;;;;
B;Herbarium Berolinense;B 10 1022883;4;7214750;Zingiberaceae;Costus;spiralis;;Französisch-Guayana;;;;False;(Guyane Française);;;False;;;;;12/02/1984 - 12/02/1984;;;J. J. de Granville, C. C. Berg, M. J. Jansen-Jacobs, J. van Setten;;;;;;;6617;;Herbier du Centre ORSTOM, Cayenne - Guyane;False;P. J. M. Maas;;;Montagne de la Trinité sommet NE on ca 45° rocky slope near camp 2;;False;;;;;;4.589771709925458 , -53.30673694610596;;;;
B;Herbarium Berolinense;B 10 1022882;4;7214750;Zingiberaceae;Costus;spiralis;;Guyana;;;;False;Upper Takutu-Upper Essequibo;;;False;;;;;22/02/1985 - 22/02/1985;;;"Jansen-Jacobs, M. J.; Feuillet, C.; Hiepko, P.; Skog, L. E.; ter Welle, B. J. H.";;;;;;;398;;Institute of Systematic Botany, Utrecht (U);False;Maas, P.;;False;Kanuku Mts. Alt. 280 - 400 m. High forest along creek.;;False;;;;;;3.133 , -59.383;;;;
B;Herbarium Berolinense;B 10 1022873;4;7214750;Zingiberaceae;Costus;speciosus;;Vereinigtes Königreich;True;;;False;Liverpool;;;False;;;;;;;True;;;True;;;;;;True;;True;H. Maas;;;Lvrpool;False;;;;;;;53.407154 , -2.991665;;;;False
B;Herbarium Berolinense;B 10 1022898;4;7214750;Zingiberaceae;Curcuma;longa;;Papua-Neuguinea;False;;;;Central;;;False;;;;;12/07/1966 - 12/07/1966;;;W. Schiefenhövel;;;;;;;68;;Herb. Lugd. Bat.;;;;True;near Babiko;;False;;;;;;-8.6839713 , 146.538569;;;;
B;Herbarium Berolinense;B 10 1022899;4;7214750;Zingiberaceae;Curcuma;longa;;Indonesien;False;;;;;;;True;;;;;;;True;Teysman;;False;;;;;;True;Herbier E. Drake;False;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022920;4;7214750;Zingiberaceae;Elettariopsis;curtisii;;Thailand;False;;;;Ranong(ระนอง);;;;;;;;26/04/1974 - 26/04/1974;False;False;Kai Larsen & Supee S. Larsen;;False;;;;;33416;False;Botanisk Institut. Aarhus Universitet. Herbarium Jutlandia (AAU), Aarhus, Denmark;False;Kai Larsen;;False;Peninsula: 30-70 km south of Ranong, transition between deciduous and evergreen forest, Alt.: 100-200 m;False;;;;;;;10.0 , 98.61;;;;
B;Herbarium Berolinense;B 10 0720403;4;7214750;Zingiberaceae;Elettaria;cardamomum;;;False;;;True;;;;True;;;;;;;True;;;True;;;;;;True;Ex herb. Wight,Ex Herbario (Lehrherbar) Alexander Braun;;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022962;4;7214750;Zingiberaceae;Globba;sp.;;Indonesien;False;;;;East Nusa Tenggara;;;;;;;;06/04/1925 - 06/04/1925;False;False;Iboet;;False;;;;;176;False;Comm. ex Herb. Hort. Bot. Bog.;False;;;True;Karoeni;False;;;;;;;-9.4333 , 119.3166;;;;False
B;Herbarium Berolinense;B 10 0140292;4;7214750;Zingiberaceae;Globba;sp.;;Malaysia;;;;False;Sarawak;;;False;;;;;15/12/1988 - 15/12/1988;;;Kessler;;;;;;;191;;;True;Kessler;;;1st Division, Sungei Sadir, Padawan, Alt. 300 m.;;False;;;;;;1.1190537356344132 , 110.26812314987184;;;;
B;Herbarium Berolinense;B 10 0051859;4;7214750;Xyridaceae;Xyris;jupicai;;Kuba;False;;;;Isla de la Juventud;;;;;;;;28/02/2002 - 28/02/2002;False;False;W. Greuter, R. Rankin & A. Pérez;;False;;;;;25949;False;;True;A. Urquiola;;False;Sabanas al noreste de la pista del Aeropuerto de Siguanea, alt. 2 m, arenas blancas;False;;;;;;;21.648055555555555 , -82.94277777777778;;;;False
B;Herbarium Berolinense;B 10 0063445;4;7214750;Xyridaceae;Xyris;jupicai;;Kuba;;;;False;Camagüey;;;False;;;;;04/03/2000 - 04/03/2000;;;W. Greuter, I. Méndez & R. Rankin;;;;;;;25232;;;True;Armando J. Urquiola;;;Puente de Palo cerca de Pontezuela (al este de Florida), alt. 110 m. Herbazal de ciénaga.;;False;;;;;;21.567 , -78.006;;;;
B;Herbarium Berolinense;B 10 1021919;4;7214750;Xyridaceae;Xyris;juncea;;Australien;False;;;;New South Wales;;;;;;;;;;True;;;True;;;;;;True;2. Ex Hb. Kunth;False;Conert;;False;Port Jackson;False;;;;;;;-33.82579185864853 , 151.2670612335205;;;;False
B;Herbarium Berolinense;B 10 0049851;4;7214750;Xyridaceae;Xyris;longibracteata;;Kuba;;;;False;Isla de la Juventud;;;False;;;;;01/03/2002 - 01/03/2002;;;W. Greuter, R. Rankin, A. Pérez & J. Osorio;;;;;;;26031;;;True;A. Urquiola;;;Reserva Natural Los Indios Centro, arenas blancas, alt. 5 m;;False;;;;;;21.68111111111111 , -82.98555555555555;;;;
B;Herbarium Berolinense;B 10 1022007;4;7214750;Xyridaceae;Xyris;multicaulis;;Demokratische Republik Kongo;;;;False;Katanga;;;;;;;;22/08/1949 - 22/08/1949;;;G. F. De Witte;;;;;;;7427;;Ex Herb. Horti Bot. Nat. Belg.;False;;;True;Parc Nat. de l'Upemba Marais à Sphaignes près de la source de la riv. Kalumengongo. Alt. 1830 m;False;;;;;;;-8.570401328954322 , 27.357330322265625;;;;False
B;Herbarium Berolinense;B 10 1022001;4;7214750;Xyridaceae;Xyris;montana;;Kanada;;;;False;Nova Scotia / Nouvelle-Écosse;;;False;;;;;22/08/1910 - 22/08/1910;;;John Macoun;;;;;;;;True;Geological Survey of Canada;False;John Lewis;;False;Italy Cross;False;;;;;;;44.26241249401097 , -64.54244613647462;;;;
B;Herbarium Berolinense;B 10 1022000;4;7214750;Xyridaceae;Xyris;minarum;;Brasilien;False;;;False;;;;True;;;;;01/01/1891 - 31/12/1892;False;False;A. Glaziou;;False;;;;;19953;False;Herbarium Ign. Urban;False;Conert;;False;Brasilia;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1021997;4;7214750;Xyridaceae;Xyris;mexicana;;Mexiko;;;;False;Jalisco;;;False;;;;;21/08/1965 - 21/08/1965;;;R. Kral;;;;;;;25621;;;True;R. Kral;;False;"17.3 mi. e. Guadalahara along highway 15; sandy clay soil of roadside seepage area 31. ca. 5000'.";False;;;;;;;20.583135097488196 , -102.9279899597168;;;;
B;Herbarium Berolinense;B 10 0380555;4;7214750;Xyridaceae;Xyris;operculata;;Australien;;;;False;Tasmania;;;False;;;;;27/07/2005 - 27/07/2005;;;M. Visoiu, L. Perrins;;False;;;;;74;;;True;;;True;50 m E of road 2 km S of intersection on Friendly Beaches Road  Alt 15 m.;;False;;;;;;-42.018 , 148.28;;;;
B;Herbarium Berolinense;B 10 1022023;4;7214750;Xyridaceae;Xyris;operculata;;Australien;False;;;;Tasmania;;;;;;;;16/01/1959 - 16/01/1959;False;False;H. und E. Walter;;False;;;;;2110;False;Herbarium H. u. E. Walter;False;W. Curtis u. D. Martin;;False;Zwischen St. Clair Lake und Derwent Bridge im Moor;False;;;;;;;-42.12706564386912 , 146.21562480926517;;;;False
B;Herbarium Berolinense;B 10 1022019;4;7214750;Xyridaceae;Xyris;operculata;;;;;;True;;;;True;;;;;;;True;;;True;;;;;;True;Ex Hb. Nees ab Esenbeck;False;Conert;;;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0675014;4;7214750;Xyridaceae;Xyris;platylepis;;Vereinigte Staaten von Amerika;;;;False;Louisiana;;;False;;;;;31/08/1980 - 31/08/1980;;;Neil Carroll;;;;;;;1985;;;True;;;True;"Parish: Sabine;  clearcut area East of La. 171, adjacent to and within baygall area, 1 mile South of Many, La. Sec. 35 & 36, T7N, R11W.";;False;;;;;;31.552500661862318 , -93.46773147583008;;;;
B;Herbarium Berolinense;B 10 1022045;4;7214750;Xyridaceae;Xyris;platylepis;;Vereinigte Staaten von Amerika;False;;;;Florida;;;;;;;;06/05/1958 - 06/05/1958;False;False;R. Kral;;False;;;;;6472;False;Herbarium of Florida State University, Tallahassee;False;R. Kral;;False;County: Leon, Bulbous based perennial sprouts on moist sands of disturbed flatwoods 14 mi. e. Tallahassee.;False;;;;;;;30.42380878771476 , -84.55421447753908;;;;False
B;Herbarium Berolinense;B 10 1022043;4;7214750;Xyridaceae;Xyris;platylepis;;Vereinigte Staaten von Amerika;;;;False;Florida;;;False;;;;;13/09/1957 - 13/09/1957;;;R. Kral;;;;;;;5762;;Herbarium of Florida State University;;R. Kral;;;County Jefferson.  3 mi. SSW of Monticello. Frequent on wet sandy peat at edge of cypress pond.;;False;;;;;;30.510216587229984 , -83.89503479003906;;;;
B;Herbarium Berolinense;B 10 1022065;4;7214750;Xyridaceae;Xyris;rhodesiana;;Tansania;False;;;;Iringa;;;;;;;;01/01/1931 - 31/12/1931;False;False;H. J. Schlieben;;False;;;;;1248;False;;True;J. Lewis;;False;Stromgebiet des oberen Ruhudje, Landschaft Lupembe, nördlich des Flusses;False;;;;;;;-9.263762800506262 , 35.24456977844239;;;;
B;Herbarium Berolinense;B 10 1022066;4;7214750;Xyridaceae;Xyris;rigida;;Brasilien;False;;;;São Paulo;;;;;;;;;;True;;;True;;;;;;True;;True;Conert;;False;São Paulo;False;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022133;4;7214750;Xyridaceae;Xyris;tomentosa;;;;;;True;;;;True;;;;;;;True;;;True;;;;;;True;von Smithsonian Institution, Washington;;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0603427;4;7214750;Velloziaceae;Vellozia;giuliettiae;;Brasilien;;;;False;Minas Gerais;;;False;;;;;31/01/2000 - 31/01/2000;;;R. Mello-Silva & R. C. Forzza;;;;;;;1774;;Universidade de São Paulo  Herbário SPF;;;;True;Gouveia: Contagem, às margens do Córrego Contagem, nos sopés da extremidade norte da Serra do Indaial. Fazenda de Júlio Caetano Rodrigues (vulgo Júlio Barbalho). [ca. 3 km em estrada vicinal saindo a leste da rodovia Gouveia - Curvelo (BR 259), ao lado sul da Fazenda Contagem, em direção ao lugarejo de Prata].;;False;;;;;;-18.466624473213518 , -43.724405765533454;;;;
B;Herbarium Berolinense;B 10 1021283;4;7214750;Velloziaceae;Barbacenia;macrantha;;Brasilien;;;;False;Minas Gerais;;;False;;;;;04/07/1965 - 04/07/1965;;;N. L. Menezes e I. P. Sazima;;False;;;;;39;;;True;;;True;km 119 Estr. Chapéu de Sol - Conceição Serra de Cipó;;False;;;;;;-19.337 , -43.612;;;;
B;Herbarium Berolinense;B 10 1021277;4;7214750;Velloziaceae;Barbacenia;hatschbachii;;Brasilien;;;;False;Mato Grosso;;;False;;;;;16/05/1970 - 16/05/1970;;;G. Hatschbach;;;;;;;24284;;;True;;;True;Piraputanga (Mun. Aquidauana);False;;;;;;;-20.47269222271214 , -55.535202026367195;;;;
B;Herbarium Berolinense;B 10 1023179;4;7214750;Zingiberaceae;Siphonochilus;aethiopicus;;Togo;;;;False;Savannes;;;False;;;;;13/07/1984 - 13/07/1984;;;L. Aké Assi;;False;;;;;16 567;;;True;Kai Larsen;;;Senkansé;False;;;;;;;11.1066526270545 , 0.017166137695312503;;;;
