specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;apocynaceae_scientific_name - scientific_name;apocynaceae_scientific_name - species_name_not_in_list;apocynaceae_scientific_name - genus_name_not_in_list;apocynaceae_scientific_name - not_sure;apocynaceae_scientific_name - no_info
B;Herbarium Berolinense;B101124744;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Singida;;;;01/01/1926 - 01/01/1926;False;False;A. Peter;;False;33892b;False;;;True;Deutsch-Ost Afrika [sic!], Turu: Itigi östlich → Bangayega, km 618. c. 1300-1250 m ü. M.;False;;A. Peter, Reisen in Afrika 1925/26;False;-5.715082 , 34.520707;;;;False;Gymnema sylvestre (Retz.) Schult.;;;;
B;Herbarium Berolinense;B101124804;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Mwanza;;;False;30/03/1952 - 30/03/1952;False;False;R. E. S. Tanner;;False;608;False;;;True;Tanganyika Territory: Buru, Mwanza Lake Prov., 3.800';False;;;True;;;;;True;;;;;
B;Herbarium Berolinense;B101124803;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;19/07/1953 - 19/07/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;3364;False;;;True;Tanganyika: Footpath between Magunga and Ngua Estates, west slope E. Usambaras c. 800 m. Scattered shrubs on grassy ledges, outcropping rocks.;False;;;True;-5.154699 , 38.522531;;;;False;;;;;
B;Herbarium Berolinense;B101124802;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;02/04/1953 - 02/04/1953;False;False;R. B. Drummond and J. H. Hemsley;;False;1978;False;;;True;Tanganyika: Mountainside above Manyangu Forest, N. of Liwale River, N. Ngurus, 900 m. On dry exposed sloping rock faces in Vellozia dominant areas.;False;;;True;-6.133868 , 37.517045;;;;False;;;;;
B;Herbarium Berolinense;B101124801;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;04/07/1954 - 04/07/1954;False;False;H. G. Faulkner;;False;1434;False;;;True;Tanganyika. Kideliko rock. Handeni district. Alt. 2000 ft.;False;;;True;-5.483444 , 38.016195;;;;False;;;;;
B;Herbarium Berolinense;B101124800;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;01/09/1955 - 30/09/1955;False;False;S. R. Semsei;;False;2296;False;;;True;Tanganyika, Ngua.;False;;;True;-5.144094 , 38.587754;;;;False;;;;;
B;Herbarium Berolinense;B101124799;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;09/01/1953 - 09/01/1953;False;False;H. G. Faulkner;;False;1115;False;;;True;Tanganyika. Korogwe Distr., alt. 2.000 ft. Bush.;False;False;;True;-5.169561 , 38.455513;;;;False;;;;;
B;Herbarium Berolinense;B101124798;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;01/03/1913 - 01/03/1913;False;False;Grote;;False;;True;;;True;D Ost Afrika, O Usambara: steiler Abhang am Bomole.;False;;A. Peter, Reisen in Afrika 1913-1919;False;-5.087602 , 38.62549;;;;False;Asclepiadaceae;;;;
B;Herbarium Berolinense;B101124797;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;08/12/1918 - 08/12/1918;False;False;A. Peter;;False;59874;False;;;True;D Ost Afrika, O Usambara: Gipfel des Bomole bei Amani, auf Felsen. c. 1150 m ü. M., V.1 Z.2;False;;A. Peter, Reisen in Afrika 1913/16;False;-5.085346 , 38.625085;;;;False;;;;;
B;Herbarium Berolinense;B101124796;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;18/12/1914 - 18/12/1914;False;False;A. Peter;;False;59592;False;;;True;D Ost Afrika, O Usambara: auf dem Bomole bei Amani. C. 1000 m ü. M. V.1 Z.1;False;;A. Peter, Reisen in Afrika 1913-1915;False;-5.085063 , 38.623404;;;;False;;;;;
B;Herbarium Berolinense;B101124795;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;09/01/1914 - 09/01/1914;False;False;A. Peter;;False;59319;False;;;True;"D Ost Afrika, O Usambara: Berg Bomole bei Amani; Gipfel-felsen. 1176 m. ü. M. V.1 Z.2";False;;A. Peter, Reisen in Afrika 1913-1919;False;-5.099006 , 38.614976;;;;False;;;;;
B;Herbarium Berolinense;B101124842;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;;;;False;Sava;;;False;20/03/1971 - 20/03/1971;;;M. M. Debray;;;1610;;Mgf. [Markgraf];;;Ambilobe. Route d'Ambakirano;;False;;True;-13.193992712700885 , 49.77235794067383;;;;;Hazunta silicicola Pichon;;;;
B;Herbarium Berolinense;B101124841;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Antsiranana;;;;25/11/1970 - 25/11/1970;False;False;M. Debray;;False;1522-D;False;Mgf. [Markgraf];;False;Orangea. S/P. DIégo-Suarez;False;;;True;-12.241589 , 49.355622;;;;False;Hazunta silicicola Pichon;;;;
B;Herbarium Berolinense;B101124840;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Sava;;;;20/03/1967 - 20/03/1967;False;False;H. Jacquemin;;False;H261J;False;Mgf. [Markgraf];;False;Forêt d'Analafiana à l'Ouest-Sud-Ouest de Vohemar.;False;;;True;-13.432688 , 49.845729;;;;False;Hazunta silicicola Pichon;;;;
B;Herbarium Berolinense;B101124839;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Antsiranana;;;;23/11/1970 - 23/11/1970;False;False;M. Debray;;False;1520-D;False;Markgraf;;False;P.K. 10 - route orangea, S/P. Diégo-Suarez.;False;;;True;-12.245405 , 49.353347;;;;False;Hazunta silicicola Pichon;;;;
B;Herbarium Berolinense;B101124838;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Toliara;;;;17/02/1975 - 17/02/1975;False;False;Thomas B. Croat;;False;31567;False;Mgf. [Markgraf];;False;"Prov. Tulear. Along road between Lavanono and Marovato; elev. ca. 150 m.";False;;;True;-25.515083 , 45.111332;;;;False;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124837;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Fianarantsoa;;;;31/01/1975 - 31/01/1975;False;False;Thomas B. Croat;;False;30190;False;Mgf. [Markgraf];;False;"Inselbergs W of Ambalavao, at PK 475 near base of rock formation along creek; elev. 970 m.";False;;;True;-21.838136168451182 , 46.84140086174012;;;;False;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124836;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Toliara;;;;23/02/1968 - 23/02/1968;False;False;M. M. Debray;;False;H904D;False;Mgf. [Markgraf];;False;Forêt de Vohibasia - Est Ankazoabo;False;;;True;-22.827925 , 44.680141;;;;False;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124835;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Mahajanga;;;;12/08/1970 - 12/08/1970;False;False;M. Debray;;False;H1386D;False;Markgraf;;False;Namakia-Dunes de Boeny Ampasy S/P. de Mitsinjo;False;;;True;-15.9091 , 45.930379;;;;False;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124834;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Androy;;;False;01/10/1970 - 31/10/1970;False;False;M. Debray;;False;1647 D;False;Mgf. [Markgraf];;False;Ambovombe;False;;;True;-25.178398 , 46.0877489;;;;;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124833;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Boeny;;;;12/08/1970 - 12/08/1970;False;False;M. Debray;;False;H1386D;False;Markgraf;;False;Namakia-Dunes de Boeny Ampasy S/P. de Mitsinjo;False;;;True;-15.927755 , 45.892192;;;;False;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124831;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Antsiranana;;;;03/09/1961 - 03/09/1961;False;False;Rauh;;False;7067;False;Mgf. [Markgraf];;False;Dünenwald bei Diego Suarez [Antsiranana];False;;;True;-12.27436305 , 49.29257326369566;;;;False;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124832;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Antsiranana;;;;18/10/1951 - 18/10/1951;False;False;Jean Victor Roberson;;False;;True;Mgf. [Markgraf];;False;Forêt d'Ambodivanio,Vinanivao,Canton d'Ampanavoana, District d'Antalaha.;False;;;True;-15.877722 , 50.267766;;;;False;Hazunta modesta (Baker) Pichon;;;;
B;Herbarium Berolinense;B101124830;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Betsiboka;;;;01/11/1968 - 30/11/1968;False;False;Debray;;False;1069;False;Mgf. [Markgraf];;False;Sud de Sitampiky, Causses du Kelifely (bord de cours d'eau);False;False;;True;-17.3 , 45.83;;;;False;Hazunta membranacea (A.DC.) Pichon;;;;
B;Herbarium Berolinense;B101124829;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;;;;False;Boeny;;;False;05/05/1974 - 05/05/1974;;;Al Gentry;;;11519;;;;True;Prov.: Majunga. Just north of turn-off to Amboanio, ca. 10 km S of Majunga, alt. ca. 100 m. Valley cut deeply into limestone at edge of upland savanna.;;False;;True;-15.738442 , 46.436803;;;;;Hazunta membranacea (A.DC.) Pichon;;;;
B;Herbarium Berolinense;B101124828;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Antsiranana;;;False;05/09/1967 - 05/09/1967;False;False;H. Jacquemin;;False;491;False;Markgraf;;;Presqu'île d'Ampasindava-forêt à l'Est de l'entrée de la baie d'Ambavatoby derrière le village de Marovitika.;False;;;True;-13.5333 , 48.0333;;;;;Hazunta Pichon;;;;
B;Herbarium Berolinense;B101124827;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Mahajanga;;;;04/11/1970 - 04/11/1970;False;False;H. Jacquemin;;False;826-J;False;Markgraf;;False;Station forestière d'Antsanitia (au Nord de Majunga). Sentier en bord de mer, au Nord du gîte d'étape.;False;;;True;-15.575996 , 46.4186;;;;False;Hazunta Pichon;;;;
B;Herbarium Berolinense;B101124826;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Antsiranana;;;;21/03/1971 - 21/03/1971;False;False;M. M. Debray;;False;1622;False;Mgf. [Markgraf];;;Diégo-Suarez. Forêt de Sahafary.;False;;;True;-12.55 , 49.4667;;;;;Hazunta Pichon;;;;
B;Herbarium Berolinense;B101124825;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;;;;True;;;True;R. Decary;;;15.783;False;;;True;;;True;;True;;;;;True;Hazunta Pichon;;;;
B;Herbarium Berolinense;B101124824;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Mahajanga;;;;01/11/1970 - 30/11/1970;False;False;Rakotozafy, A.;;;1109;False;Mgf. [Markgraf];;False;Station Antsianitia -  Majunga;False;;;True;-15.629989 , 46.376753;;;;False;Hazunta costata Markgr.;;;;
B;Herbarium Berolinense;B101124823;10;8501351;Apocynaceae;indet.;sp.;;Madagaskar;False;;;;Boeny;;;;04/11/1970 - 04/11/1970;False;False;H. Jacquemin;;False;825-J;False;Mgf. [Markgraf];;;Station forestière d'Antsanitia (au Nord de Majunga). Sentier en bord de mer, au Nord du gîte d'étape.;False;;;True;-15.577935 , 46.416629;;;;False;Hazunta costata Markgr.;;;;
B;Herbarium Berolinense;B101124821;10;8501351;Apocynaceae;indet.;sp.;;Komoren;False;;;;Anjouan;;;;01/11/1920 - 30/11/1920;False;False;Rakotozafy, A.;;False;1112;False;Markgraf;;False;N'Tingui;False;;;True;-12.214012 , 44.419597;;;;False;Hazunta coffeoides (Bojer ex A.DC.) Pichon;;;;
B;Herbarium Berolinense;B101124820;10;8501351;Apocynaceae;indet.;sp.;;Komoren;False;;;;Mohéli;;;;01/11/1970 - 30/11/1970;False;False;Rakotozafy A.;;False;1115;False;;;True;ilót chissiona ouénéfou;False;;;True;-12.402968 , 43.70751;;;;False;Hazunta coffeoides (Bojer ex A.DC.) Pichon;;;;
B;Herbarium Berolinense;B101124819;10;8501351;Apocynaceae;indet.;sp.;;Komoren;;;;False;Mohéli;;;False;14/11/1970 - 14/11/1970;;;H. Jacquemin;;;869-J;;Mgf. [Markgraf];;;Ilot de Chissioua Canzoni au sud de Moheli;;False;;True;-12.407637 , 43.667869;;;;;Hazunta coffeoides (Bojer ex A.DC.) Pichon;;;;
B;Herbarium Berolinense;B101124871;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;False;;;;Lagunes;;;False;15/03/1907 - 15/03/1907;False;False;Aug. Chevalier;;False;17.606;False;;;True;Afrique tropicale française. Mbasso;False;;Aug. Chevalier;False;6.2904928 , -3.4984843;;;;False;Holalafia jasminiflora Hutch. & Dalziel;;;;
B;Herbarium Berolinense;B101124870;10;8501351;Apocynaceae;indet.;sp.;;Kamerun;False;;;;Sud;;;;01/03/1913 - 31/03/1913;False;False;G. Zenker;;False;271;False;;;True;Lokundjiufer B. [Bipindi];False;;G. Zenker;False;3.0777999280088344 , 10.400919914245607;;;;False;Holalafia densiflora Stapf ex Pichon;;;;
B;Herbarium Berolinense;B100477075;10;8501351;Apocynaceae;indet.;sp.;;Mali;False;;;;Sikasso;;;;18/11/2001 - 18/11/2001;False;False;Coulibaly D.;;False;37;False;;;True;Blendio;False;;;True;11.612878 , -6.343086;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124885;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;;;;False;;;;True;;;True;Aubréville;;;1417;;A. P. M. de Kruif;;;Côte d'Ivoire;;False;;True;;;;;True;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124884;10;8501351;Apocynaceae;indet.;sp.;;Nigeria;False;;;;Kaduna;;;;19/05/1950 - 19/05/1950;False;False;R. W. J. Keay;;False;FHI 25788;False;A. P. M. de Kruif;;False;"Province Zaria. District Igabi. Anara Forest Reserve; Kan Gimi. Open forest vegetation by small stream between large boulders";False;;;True;10.730235 , 7.597763;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124883;10;8501351;Apocynaceae;indet.;sp.;;Burkina Faso;False;;;;Sourou;;;;06/06/1962 - 06/06/1962;False;False;A. J. M. Leeuwenberg;;False;4376;False;A. P. M. de Kruif;;False;Upper Volta. 10 Km S. of Tougan, N. of Diouroum. Open shrub savanna. Alt.: 300 - 400 m.;False;;;True;13.006535 , -3.106187;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124882;10;8501351;Apocynaceae;indet.;sp.;;Burkina Faso;False;;;;Yatenga;;;;08/06/1962 - 08/06/1962;False;False;A. J. M. Leeuwenberg;;False;4393;False;A. P. M. de Kruif;;False;West Africa, Upper Volta. 22 Km S. of Ouahigouya. Alt.: 340 m. Very open woodland. 80 % bare soil.;False;;;True;13.385123 , -2.43509;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124881;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;False;;;False;;;;True;;;True;M. Aubréville;;False;661;False;A. P. M. de Kruif;;False;;;True;;True;;;;;True;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124880;10;8501351;Apocynaceae;indet.;sp.;;Senegal;;;;False;Ziguinchor;;;False;;;True;Anonymous (Service forestier du Senegal);;False;54;;A. P. M. de Kruif;;;Begnona (Casamance);;False;;True;12.80241 , -16.230526;;;;;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124879;10;8501351;Apocynaceae;indet.;sp.;;Nigeria;False;;;;Oyo;;;;01/06/1956 - 30/06/1956;False;False;D. J. Hambler;;False;10;False;A. P. M. de Kruif;;False;S. Nigeria: Nigerian College, Ibadan;False;;;True;7.385421 , 3.900701;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124878;10;8501351;Apocynaceae;indet.;sp.;;Nigeria;False;;;;Oyo;;;;30/10/1977 - 30/10/1977;False;False;George E. Pilz;;False;2200;False;;;True;17 km N of Iwo on Oyo road. Secondary forest.;False;;;True;7.744989 , 4.04656;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B100013123;10;8501351;Apocynaceae;indet.;sp.;;Gabun;False;;;;Ngounié;;;;26/11/1986 - 26/11/1986;False;False;J. J. de Wilde, J. C. Arends, J. de Bruijn;;False;8944;False;A. J. M. Leeuwenberg;;False;Doussala, forest exploitation road, about 5 km, S.W. secondary forest along the road. Alt.: ± 60 m.;False;;;True;-2.1333333 , 10.566666666666666;;;;False;Holarrhena floribunda (G.Don) T.Durand & Schinz;;;;
B;Herbarium Berolinense;B100013122;10;8501351;Apocynaceae;indet.;sp.;;Burkina Faso;False;;;;Kadiogo;;;False;20/10/1978 - 20/10/1978;False;False;L. Aké Assi;;False;14270;False;;;True;Haute Volta, Gampéla;False;;;True;12.4276112 , -1.3832016;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B100048052;10;8501351;Apocynaceae;indet.;sp.;;Kamerun;False;;;;Littoral;;;;19/04/1972 - 19/04/1972;False;False;A. J. M. Leeuwenberg;;False;9664;False;A. J. M. Leeuwenberg;;False;Chutes d'Ekom, Nkam R. Alt. about 500 m. Old secondary forest.;False;;;True;5.0333333 , 10.016666666666667;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124876;10;8501351;Apocynaceae;indet.;sp.;;Togo;False;;;;Kara;;;;11/05/1978 - 11/05/1978;False;False;M. Hakki, B. Leuenberger et C. Schiers;;False;980;False;A. P. M. de Kruif;;False;West-Afrika, 5 km S Kanté [Kandé], Forêt Classée de Behao. Felsen am Osthang des Berges, ca. 450 m;False;;;True;9.910997 , 1.036164;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124877;10;8501351;Apocynaceae;indet.;sp.;;Togo;False;;;;Kara;;;;11/05/1978 - 11/05/1978;False;False;M. Hakki, B. Leuenberger et C. Schiers;;False;980;False;A. P. M. de Kruif;;False;West-Afrika, 5 km S Kanté [Kandé]. Forêt Classée de Behao. Felsen am Osthang des Berges, ca. 450 m;False;;;True;9.909599 , 1.037315;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124875;10;8501351;Apocynaceae;indet.;sp.;;Togo;False;;;;Plateaux;;;;17/02/1978 - 17/02/1978;False;False;H. Ern;;False;3158;False;A. J. M. Leeuwenberg;;False;West-Afrika. Zone IV. Mont Agou, 400 bis 800 m ü. M.;False;;;True;6.876766 , 0.752302;;;;False;Holarrhena floribunda (G. Don) T. Durand & Schinz;;;;
B;Herbarium Berolinense;B101124872;10;8501351;Apocynaceae;indet.;sp.;;Côte d'Ivoire;False;;;False;;;;True;;;True;M. Aubréville;;;1417;;;;True;;;True;;True;;;;;True;Holarrhena africana A.DC.;;;;
B;Herbarium Berolinense;B100009376;10;8501351;Apocynaceae;indet.;sp.;;Burkina Faso;False;;;;Kénédougou;;;;18/08/1973 - 18/08/1973;False;False;P. Garnier;;False;73/68;False;;;True;"Obervolta; 0,5 km östlich von Orodara, das 80 km westlich von Bobo D. liegt.";False;;;True;10.985265 , -4.888989;;;;False;Holarrhena africana A. DC.;;;;
B;Herbarium Berolinense;B100009377;10;8501351;Apocynaceae;indet.;sp.;;Burkina Faso;False;;;;Kénédougou;;;;18/08/1973 - 18/08/1973;False;False;P. Garnier;;False;73/68;False;;;True;"Obervolta; 0,5 km östlich von Orodara, das 80 km westlich von Bobo D. liegt.";False;;;True;10.973111 , -4.90759;;;;False;Holarrhena africana A. DC.;;;;
B;Herbarium Berolinense;B101124927;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Katavi;;;;03/12/1950 - 03/12/1950;False;False;A. A. Bullock;;False;3504;False;A. P. M. de Kruif;;False;Kipangati-Sala, Rukwa. Alt. 3200 ft. Steep, rocky, wooded scarp. Common in open glades.;False;;;True;-7.4166667 , 31.583333333333332;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124926;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Katavi;;;;15/11/1949 - 15/11/1949;False;False;L. Thomas;;False;17;False;A. P. M. de Kruif;;False;Tanganyika. District: Katisunga. T.4.;False;;;True;-6.9666667 , 31.166666666666668;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124925;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Mwanza;;;;09/05/1953 - 09/05/1953;False;False;R. Tanner;;False;1475;False;A. P. M. de Kruif;;False;Tanganyika: Nchoyokoyo. Mbarika. Mwanja. Alt. 3800 ft.;False;;;True;-2.850503 , 32.894994;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124924;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;01/11/1953 - 30/11/1953;False;False;S. R. Semsei;;False;1503;False;A. P. M. de Kruif;;False;Mtibwa Forest Reserve, Eastern Province;False;;;True;-6.125291 , 37.652418;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124923;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Tanga;;;;22/04/1954 - 22/04/1954;False;False;H. G. Faulkner;;False;1426;False;A. P. M. de Kruif;;False;Tanganyika. Handeni dist. Kideliko [Kideleko], margin granite outcrops. Alt. 2000';False;;;True;-5.484533 , 38.016759;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124922;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Rukwa;;;;16/10/1950 - 16/10/1950;False;False;A. A. Bullock;;False;3431;False;A. P. M. de Kruif;;False;Tanganyika. T4. Milepa. 3500 ft. Among rocks of the river gorge. Fairly common in the mshito.;False;;;True;-8.072107 , 31.935074;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124921;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Mwanza;;;False;05/10/1951 - 05/10/1951;;;R. Tanner;;False;323;;A. P. M. de Kruif;;;Tanganyika: Fela, Mwanza Lake, alt. 4,000 ft.;;False;;True;-2.647735 , 33.031508;;;;;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124920;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;;23/11/1955 - 23/11/1955;False;False;E. Milne-Redhead and P. Taylor;;False;7368;False;A. P. M. de Kruif;;False;Tanganyika: Morogoro above Agricultural Nurseries in Brachystegia woodland on steep slope near rocky gully: 600 m.;False;;;True;-6.791479 , 37.663216;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124919;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Mtwara;;;False;16/12/1955 - 16/12/1955;False;False;E. Milne-Redhead and P. Taylor;;False;7679;False;A. P. M. de Kruif;;False;Tanganyika: Masasi District. Just W. of R. Bangala in Sclerocarpa-Terminalia woodland, in flooded plain of river among bushes in secondary scrub: 390 m.;False;;;True;;;;;;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124918;10;8501351;Apocynaceae;indet.;sp.;;Simbabwe;;;;False;Mashonaland Central;;;False;09/04/1965 - 09/04/1965;;;M. G. Bingham;;;1449;;;;True;Rhodesia. Darwin. Mzarabani [Muzarabani], Msingedzi River near foot of the escarpment. Growing in mixed woodland (Terminalia stenostachya  Terminalia brachystemma, Diospyros kirkii, Piliostigma thonningii);;False;;True;-16.091 , 30.6969;;;;;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124916;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Morogoro;;;False;19/12/1932 - 19/12/1932;;;H. J. Schlieben;;;3124;False;;;True;Ostafrika (Tanganjika) Uluguru-Geb., Nordw.-seite, Savannenhügel, 700 m.;;False;;True;-6.881929 , 37.669576;;;;False;Holarrhena febrifuga Klotzsch;;;;
B;Herbarium Berolinense;B101124917;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;False;Morogoro;;;False;19/12/1932 - 19/12/1932;;;H. J. Schlieben;;;3124;;A. P. M. de Kruif;;;Ostafrika. (Tanganjika Terr.) Uluguru-Gebirge, Nordwestseite, Savannen-Hügel. 700 m. ü. M. Häufig;;False;;True;-6.860005861876822 , 37.70370483398438;;;;;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124915;10;8501351;Apocynaceae;indet.;sp.;;Sambia;;;;False;Central;;;;19/11/1966 - 19/11/1966;;;S. A. Marks;;;7;;A. P. M. de Kruif;;False;Near Chongo Hot Springs, rocky sloping ground.;;False;;True;-12.420985672677244 , 31.97600841522217;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124914;10;8501351;Apocynaceae;indet.;sp.;;Simbabwe;False;;;;Masvingo;;;;07/12/1970 - 07/12/1970;False;False;D. C. H. Plowes;;False;3448;False;A. P. M. de Kruif;;False;Rhodesia. District Bikita. In mixed woodland on granite sand among large hopjes;False;;;True;-20.096235 , 31.619465;;;;False;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124911;10;8501351;Apocynaceae;indet.;sp.;;Tansania;;;;False;Katavi;;;False;21/01/1950 - 21/01/1950;;;A. A. Bullock;;;2287;;A. P. M. de Kruif;;;Tanganyika. T4. Ikuu. 3,500 ft. Mteshi woodland bordering mbuga.;;False;;True;-6.9666667 , 31.166666666666668;;;;;Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don;;;;
B;Herbarium Berolinense;B101124913;10;8501351;Apocynaceae;indet.;sp.;;Tansania;False;;;;Lindi;;;;06/10/1934 - 06/10/1934;False;False;H. J. Schlieben;;False;5440;False;;;True;Südl. Ostafrika (Tanganjika) Lutambasee, l. Wald, Hügel.;False;;;True;-10.030506 , 39.464911;;;;False;Holarrhena febrifuga Klotzsch;;;;
