specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;aizoaceae_scientific_name - scientific_name;aizoaceae_scientific_name - species_name_not_in_list;aizoaceae_scientific_name - genus_name_not_in_list;aizoaceae_scientific_name - no_info;aizoaceae_scientific_name - not_sure
B;Herbarium Berolinense;B101072440;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;01/12/1905 - 31/12/1905;False;False;H. Bolus;;False;11497;False;C. Klak;;False;Flora Regionis Karrooicae. In collibus lapidosis - prope pagum Prince Albert. Alt. ca - 2200 ped.;;False;;True;-33.228867 , 22.02236;;;;False;Psilocaulon junceum (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072438;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;10/10/1958 - 10/10/1958;False;False;E. Werdermann & H.-D. Oberdieck;;False;537;False;;;True;"Kap Prov. Namaqualand ; zwischen Garies und Springbok, 1000 m";False;;;True;;;;;True;Psilocaulon absimile N.E.Br.;;;;
B;Herbarium Berolinense;B101072439;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;10/10/1958 - 10/10/1958;False;False;E. Werdermann et H.-D. Oberdieck;;False;537;False;C. Klak;;False;"Kap Prov. Namaqualand ; zwischen Garies und Springbok, 1000 m";False;;;True;;;;;True;Psilocaulon junceum (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072437;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;21/10/1995 - 21/10/1995;False;False;C. Klak;;False;150;False;C. Klak;;False;Cape. 5 km S of Nuwerus, in granitic soil;False;;;True;-31.197970135874957 , 18.35077285766602;;;;False;Psilocaulon junceum (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072436;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Hardap;;;;01/05/1949 - 31/05/1949;False;False;Liebenberg;;False;5126;False;;;True;Bullspoort S. W. A.;False;;;True;-24.148998 , 16.363407;;;;False;Psilocaulon junceum (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072435;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;15/10/1989 - 15/10/1989;False;False;W. Greuter;;False;21799;False;C. Klak;;False;86 km S. of Calvinia along road to Ceres, alt. 400 m. Semidesert vegetation on sand, along dried-out watercourse.;False;;;True;-32.17226 , 20.71512;;;;False;Psilocaulon junceum (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072433;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;17/10/1958 - 17/10/1958;False;False;E. Werdermann et H.-D. Oberdieck;;False;619;False;C. Klak;;False;"Kap Prov. Namaqualand ; bei Gamoep ; 1000 m";False;False;;True;-29.90722222222222 , 18.41777777777778;;;;False;Psilocaulon junceum (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072434;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Northern Cape;;;False;17/10/1958 - 17/10/1958;;;E. Werdermann et H.-D. Oberdieck;;;619;;;;True;"Kap Prov. Namaqualand; bei Gamoep; 1000 m";;False;;True;-29.90722222222222 , 18.41777777777778;;;;;Psilocaulon absimile N.E.Br.;;;;
B;Herbarium Berolinense;B101072441;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;;;;True;Ecklon u Zeyher;;False;;True;C. Klak;;False;C. d. g. H Uitenhaag, Zwartkopsrivier.;False;;Brehmer;False;-33.78993 , 25.406525;;;;False;Psilocaulon junceum (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072460;9;8501354;Aizoaceae;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;C. Klak;;False;;;True;;True;;;;;True;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072459;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;18/09/1958 - 18/09/1958;False;False;R. Seydel;;False;1649;False;;;True;"Swakopmündung. Kalkriff b. neuem Wasserwerk; auch in der äusseren Namib = Nebelwüste Altitudo: ca. 10 m";False;;R. Seydel;False;-22.66326306176125 , 14.535555839538576;;;;False;Mesembryanthemum salicornioides Pax;;;;
B;Herbarium Berolinense;B101072462;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;28/09/1923 - 28/09/1923;False;False;Dinter;;False;4941;False;C. Klak;;False;Kl.-Karas;False;;;True;-27.571238 , 18.099068;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072461;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/01/1929 - 31/01/1929;False;False;Dinter;;False;6013;False;C. Klak;;False;Radfordbay;;False;;True;-26.661347 , 15.152429;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072456;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;07/09/1922 - 07/09/1922;False;False;Dinter;;False;3780b;False;C. Klak;;False;Buntfeldschuh;False;;;True;-27.513333 , 15.541111;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072458;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;27/10/1922 - 27/10/1922;False;False;Dinter;;False;3745;False;H.-Chr. Friedrich;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Psilocaulon glareosum (Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072507;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;27/10/1922 - 27/10/1922;False;False;Dinter;;False;3745;False;C. Klak;;False;Aus auf Brakstellen;False;;;True;-26.664342 , 16.259429;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072457;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;27/10/1922 - 27/10/1922;;;K. Dinter;;;3745;;H.-Chr. Friedrich;;;Südwest-Afrika: Gross-Nama-Land. Aus;;False;;True;-26.664342 , 16.259429;;;;;Psilocaulon glareosum (Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072454;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;07/09/1922 - 07/09/1922;False;False;Dinter;;False;3780a;False;H.-Chr. Friedrich;;False;[Buntfeldschuh];;False;;True;-27.513333333333332 , 15.54111111111111;;;;False;Psilocaulon glareosum (Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072453;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;21/08/1922 - 31/08/1922;False;False;Dinter;;False;3780a;False;H.-Chr. Friedrich;;False;Lüderitzbucht;;False;;True;-26.639147 , 15.152767;;;;False;Psilocaulon glareosum (Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072455;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;21/08/1922 - 31/08/1922;False;False;Dinter;;False;3780a;False;H.-Chr. Friedrich;;False;Lüderitzbucht;False;;;True;-26.686585829692994 , 15.161132812500002;;;;False;Psilocaulon glareosum (Berger) Dinter & Schwantes;;;;
B;Herbarium Berolinense;B101072452;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;24/04/1957 - 24/04/1957;False;False;R. Seydel;;False;1111;False;;;True;Namib bei Rössing auf einem Granitriff;False;;;True;-22.5285677 , 14.8705448;;;;False;Psilocaulon trothai (Engl.) Schwantes;;;;
B;Herbarium Berolinense;B101072451;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;24/04/1957 - 24/04/1957;False;False;R. Seydel;;False;1111;False;C. Klak;;False;in der Namib bei Rössing auf einem Granitriff.;;False;R. Seydel;False;-22.47945 , 15.04888;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072450;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/09/1922 - 30/09/1922;False;False;Dinter;;False;;True;C. Klak;;False;Klingh[ardt]-Geb. am Vley;False;;;True;-27.576531250000002 , 15.742035;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072449;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Erongo;;;False;13/10/1985 - 13/10/1985;;;W. Greuter;;;20302;;C. Klak;;;"123 km östlich von Swakopmund, 5 km jenseits der Nationalparkgrenze, ca. 110 m ü. M.; kiesig-sandige Flächen mit Stipagrostis und Gebüsch.";;False;;True;-22.654707245125913 , 15.795593261718752;;;;;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072448;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;13/09/1923 - 13/09/1923;False;False;Dinter;;False;4967;False;H.-Chr. Friedrich;;False;Kl.-Karas;False;;;True;-27.5640819 , 18.0762423;;;;False;Psilocaulon clavulatum (Berger) N.E.Br.;;;;
B;Herbarium Berolinense;B101072447;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;13/09/1923 - 13/09/1923;False;False;Dinter;;False;4967;False;C. Klak;;False;Kl.-Karas;False;;;True;-27.5640819 , 18.0762423;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B109009306;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Erongo;;;False;28/11/1958 - 28/11/1958;;;R. Seydel;;False;1677;;;;True;äussere Namib = Nebelwüste. Kleines Rivier zwischen Wlotzkabaaken u. Jakalsputs. Altitudo: ca. 100 m (?);False;;R. Seydel;;-22.293858 , 14.404256;;;;;Psilocaulon trothai (Engl.) Schwantes;;;;
B;Herbarium Berolinense;B101072445;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;28/11/1958 - 28/11/1958;False;False;R. Seydel;;False;1677;False;;;True;Südwest-Afrika. Kleines-Trockenrivier zwischen Wlotzkabaaken und Jakalspütz.;;False;R. Seydel;;-22.288367 , 14.408184;;;;False;Psilocaulon trothai (Engl.) Schwantes;;;;
B;Herbarium Berolinense;B101072446;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Erongo;;;;28/11/1958 - 28/11/1958;False;False;R. Seydel;;False;1677;False;C. Klak;;False;Äußere Namib=Nebelwüste (Walter[?]) in kleinem Trockenrivier zwischen Wlotzkabaaken [Wlotzkasbaken] u. Jakalspütz [Jakkalsputz].;False;;R. Seydel;False;-22.291565 , 14.408296;;;;False;Psilocaulon salicornioides (Pax) Schwantes;;;;
B;Herbarium Berolinense;B101072469;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;10/10/1989 - 10/10/1989;False;False;W. Greuter;;False;21609;False;C. Klak;;False;4 km NE. of Pofadder along the road to Onseepkans, alt. 900 m. Sandy to gravelly colluvions at the road margin.;False;;;True;-29.060632 , 19.405773;;;;False;Psilocaulon subnodosum (Berger) N.E.Br.;;;;
B;Herbarium Berolinense;B101072468;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;10/10/1982 - 10/10/1982;False;False;G. Williamson;;False;3207;False;C. Klak;;False;Cape Province: Richtersveld, 10 km N. of Port Nolloth on road to Lekkersing;False;;;True;-29.16083 , 16.86013;;;;False;Psilocaulon subnodosum (Berger) N.E.Br.;;;;
B;Herbarium Berolinense;B101072467;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;11/10/1989 - 11/10/1989;False;False;W. Greuter;;False;21632;False;Klak;;False;Namaqualand: 43 km ENE. of Springbok along the road to Pofadder, alt. 930 m. Sandy to gravelly slopes facing E, along the road.;False;;;True;-29.587749188690168 , 17.254714965820316;;;;False;Psilocaulon subnodosum (Berger) N.E.Br.;;;;
B;Herbarium Berolinense;B101072466;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;False;08/08/1991 - 08/08/1991;False;False;K. Balkwill & M-J. Balkwill;;False;4506;False;K. Balkwill;;False;Cape Province, Gordonia District, Riemvasmaak. Plateau, near edge, near the road up from the shooting range. Alt.: 800 m. At edge of gravelly plain.;False;;;True;-28.448319777655687 , 20.312004089355472;;;;False;Psilocaulon subnodosum (Berger) N.E.Br.;;;;
B;Herbarium Berolinense;B101072465;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Northern Cape;;;False;11/10/1989 - 11/10/1989;;;W. Greuter;;;21633;;C. Klak;;;Namaqualand: 43 km ENE. of Springbok along the road to Pofadder, alt. 930 m. Sandy to gravelly slopes facing E, along the road.;;False;;True;-29.518644543227037 , 18.274040222167972;;;;;Psilocaulon subnodosum (Berger) N.E.Br.;;;;
B;Herbarium Berolinense;B101072470;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Eastern Cape;;;False;01/12/1903 - 31/12/1903;False;False;L. Bolus;;False;6863;False;;;True;Regionis Elatioris. In montibus circa Eland's Hoek, prope Aliwal North.;False;;H. Bolus;;-30.7 , 26.7;;;;False;Mesembryanthemum L.;;;;
B;Herbarium Berolinense;B100138521;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Northern Cape;;;False;30/01/1996 - 30/01/1996;;;M. C. Makgakga;;;330;;;;True;Prieska. On the roadside to Marydale. Open grassland. Undisturbed rocky mix loam soil. Full sun.;;False;;True;-29.67068389067181 , 22.70153045654297;;;;;Ruschia cyathiformis L.Bolus;;;;
B;Herbarium Berolinense;B101072479;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;20/04/1982 - 20/04/1982;False;False;G. Williamson & Leach;;False;2952;False;M. O'C. Fenton [M. O'Connor Fenton];;False;Cape Province, Namaqualand Dist. Alexander Bay, sandflats east of the Buchuberg.;False;;;True;-28.608731 , 16.485972;;;;False;Ruschia Schwantes;;;;
B;Herbarium Berolinense;B101072478;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;11/10/1989 - 11/10/1989;False;False;W. Greuter;;False;21642;False;;;True;Namaqualand: 25 km E. of Springbok along the road to Pofadder, alt. 980 m. Sandy to gravelly granitic slopes along the road.;False;;;True;-29.556171 , 18.134787;;;;False;Ruschia cradockensis subsp. triticiformis (L.Bolus) H.E.K.Hartmann & Stüber;;;;
B;Herbarium Berolinense;B101072474;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;;08/04/1953 - 08/04/1953;False;False;H. u. E. Walter;;False;2485;False;H. Ch. Friedrich;;False;Farm Steenkampspan. Bezirk: Gordonia. Bei Upington, auf Kalk vor Dünental;False;;H. u. E. Walter;False;-28.272955 , 21.370449;;;;False;Ruschia axthelmiana (Dinter) Schwantes;;;;
B;Herbarium Berolinense;B101072473;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;17/01/1913 - 17/01/1913;False;False;H. H. W. Pearson;;False;8567;False;H.-Chr. Friedrich;;False;Summit of Scharfenstein-alt. 6500';False;;;True;-27.183330555555557 , 18.733330555555554;;;;;Ruschia axthelmiana (Dinter) Schwantes;;;;
B;Herbarium Berolinense;B101072472;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;False;19/11/1934 - 19/11/1934;False;False;Dinter;;False;7978;False;H.-Chr. Friedrich;;False;am Hakosgebirge;;False;;True;-23.172872126747322 , 16.330146789550785;;;;;Ruschia axthelmiana (Dinter) Schwantes;;;;
B;Herbarium Berolinense;B101072475;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;19/11/1934 - 19/11/1934;False;False;K. Dinter;;False;7978;False;H. -Chr. Friedrich;;False;Südwest-Afrika am Hakosgebirge;False;;;True;-23.1244567 , 16.423334;;;;False;Ruschia axthelmiana (Dinter) Schwantes;;;;
B;Herbarium Berolinense;B101072471;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Khomas;;;;03/03/1922 - 03/03/1922;False;False;Dinter;;False;3508;False;H.-Chr. Friedrich;;False;Lichtenstein i. Auasgebirge. Höhe ü. d. M.: 2000 m. Steinig-lehmige Buschsteppe;False;;;True;-22.828899 , 17.002088;;;;False;Ruschia axthelmiana (Dinter) Schwantes;;;;
B;Herbarium Berolinense;B101072477;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;False;Berlin;;;False;18/07/1912 - 22/07/1912;;;H. Strauß;;;;True;H. F. Glen;;;h. Dahlem [Wildherkunft: Kapland];;False;;True;;;;;True;Ruschia acutangula (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072476;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;24/11/1896 - 24/11/1896;False;False;R. Schlechter;;False;9383;False;H. F. Glen;;False;Terra Capensis. Regionis Occidentalis. Hauw Hoek, in montibus, 1100';False;;R. Schlechter;False;-34.197292710320696 , 19.136509895324707;;;;False;Ruschia acutangula (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072485;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;04/08/1923 - 04/08/1923;False;False;Dinter;;False;4752;False;H.-Chr. Friedrich;;False;Kl.-Karas;False;;;True;-27.5640819 , 18.0762423;;;;False;Ruschia odontocalyx (Schltr. & Diels) Schwantes;;;;
B;Herbarium Berolinense;B101072486;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;01/08/1923 - 01/08/1923;False;False;Dinter;;False;4752;False;H.-Chr. Friedrich;;False;Kl.-Karas;False;;;True;-27.570266 , 18.102028;;;;False;Ruschia odontocalyx (Schltr. & Diels) Schwantes;;;;
B;Herbarium Berolinense;B101072484;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;13/04/1953 - 13/04/1953;;;H. u. E. Walter;;;2602;;H. Ch. Friedrich;;;Südwestafrika. Farm Plateau. Bezirk: Lüderitz - Nord. Sukkulentenstandort, sehr verbreitet;;False;H. u. E. Walter;;-26.666683 , 16.53341;;;;;Ruschia odontocalyx (Schltr. & Diels) Schwantes;;;;
B;Herbarium Berolinense;B101072483;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;04/03/1929 - 04/03/1929;False;False;Dinter;;False;6103;False;H.-Chr. Friedrich;;False;Aus;False;;;True;-26.664342 , 16.259429;;;;False;Ruschia odontocalyx (Schltr. & Diels) Schwantes;;;;
B;Herbarium Berolinense;B101072482;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;Z [Zeyher];;False;2595;False;H. F. Glen;;False;;;True;;True;;;;;True;Ruschia neovirens Schwantes;;;;
B;Herbarium Berolinense;B101072481;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;;;True;E. Rusch;;False;8149a;False;H.-Chr. Friedrich;;False;Numeisberge;False;;;True;-28.01694574607325 , 16.8706226348877;;;;;Ruschia namusmontana Friedrich;;;;
B;Herbarium Berolinense;B101072497;9;8501354;Aizoaceae;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;H. F. Glen;;False;;;True;;True;;;;;True;Ruschia pulchella (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072496;9;8501354;Aizoaceae;indet.;sp.;;;;;;True;;;;True;;;True;;;True;;True;H. F. Glen;;;;;True;Kurt Sprengel;False;;;;;True;Ruschia pulchella (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072495;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Western Cape;;;False;01/08/1896 - 31/08/1896;;;Mac Owan;;;1746;;H. F. Glen;;;In lapidosis ad ped. montis Diavoli pone Capetown. Alt. 250 ped.;;False;;True;-33.9604822519452 , 18.455786705017093;;;;;Ruschia pulchella (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072494;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;;;;False;Western Cape;;;False;01/07/1886 - 31/07/1886;;;F. Bachmann;;;1384;;H. F. Glen;;;Div. Malmesbury: Umgegend von Hopefield. Weg nach Vogelstruisfontein;;False;;True;-33.0612627918785 , 18.353646994106064;;;;;Ruschia pulchella (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072493;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;01/07/1815 - 31/07/1815;;False;Bergius [Karl Heinrich];;False;;True;H. F. Glen;;False;Cap. bon. sp.;False;;;True;-34.348923 , 18.475477;;;;False;Ruschia pulchella (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B100298464;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;26/07/1883 - 26/07/1883;False;False;F. Wilms;;False;3225;False;H. F. Glen;;False;Promotor. bon. spei. Signalhill b. Capstadt.;False;;;True;-33.927467 , 18.393766;;;;False;Ruschia pulchella (Haw.) Schwantes;;;;
B;Herbarium Berolinense;B101072492;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;08/12/1934 - 08/12/1934;False;False;Dinter;;False;8149b;False;H.-Chr. Friedrich;;False;Kahanstal;False;;;True;-28.05160010739139 , 16.870536804199222;;;;False;Ruschia pollardii Friedrich;;;;
B;Herbarium Berolinense;B101072491;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;08/12/1934 - 08/12/1934;;;K. Dinter;;;8149 b;;H.-Chr. Friedrich;;False;Kahanstal;;False;;True;-28.049363309935245 , 16.867446899414066;;;;;Ruschia pollardii Friedrich;;;;
B;Herbarium Berolinense;B101072490;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;False;;;;True;;;True;;;True;;True;H. F. Glen;;;;;True;Link;False;;;;;True;Ruschia perfoliata (Mill.) Schwantes;;;;
B;Herbarium Berolinense;B101072489;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;False;Berlin;;;False;13/07/1911 - 13/07/1911;;;H. Strauß;;;;True;H. F. Glen;;False;[Kapland: Karroogebiet.] h. Dahlem;;False;;True;;;;;True;Ruschia perfoliata (Mill.) Schwantes;;;;
B;Herbarium Berolinense;B101072488;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Berlin;;;;;;True;Langguth;;False;;True;H. F. Glen;;False;Cult. Hort. berol.;False;;R. Schlechter;False;;;;;True;Ruschia perfoliata (Mill.) Schwantes;;;;
B;Herbarium Berolinense;B101072513;9;8501354;Aizoaceae;indet.;sp.;;Namibia;True;;;;Khomas;;;;;;True;Dinter;;False;;True;Hartmann;;False;[Wildherkunft Kl.-Karas] cult. Lichtenstein;False;;;True;-27.5640819 , 18.0762423;;;;False;Ruschia sabulicola Dinter;;;;
B;Herbarium Berolinense;B101072512;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Northern Cape;;;False;15/10/1989 - 15/10/1989;False;False;W. Greuter;;False;21793;False;H. Hartmann;;False;"80 km S. of Calvinia along road to Ceres, alt. 400 m. Semidesert vegetation on clayey soil. Thorni shrublet, 50 cm; flowers a saturate pink.";False;;W. Greuter;False;-32.283 , 19.664;;;;;Ruschia spinosa (L.) Dehn;;;;
B;Herbarium Berolinense;B101072511;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;;;True;Dinter;;False;;True;Hartmann;;False;Pomona;False;;;True;-27.2 , 15.283333333333333;;;;;Eberlanzia Schwantes;;;;
B;Herbarium Berolinense;B101072510;9;8501354;Aizoaceae;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;H. F. Glen;;False;;;True;Kurt Sprengel;False;;;;;True;Ruschia schollii (Salm-Dyck) Schwantes;;;;
B;Herbarium Berolinense;B101072509;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;04/12/1934 - 04/12/1934;False;False;Dinter;;False;8183;False;H.-Chr. Friedrich;;False;Kahanstal;False;;;True;-28.05848379440126 , 16.870536804199222;;;;False;Ruschia schneideriana (A.Berger) L.Bolus;;;;
B;Herbarium Berolinense;B101072508;9;8501354;Aizoaceae;indet.;sp.;;Namibia;;;;False;Karas;;;False;28/10/1983 - 28/10/1983;;;B. Leuenberger, Th. Raus et Ch. Schiers;;;3157;False;;;True;Bezirk Lüderitz, SE von Rosh Pinah, am Oranjerivier, ca. 3 km flussaufwärts vom Wasserwerk. Ca.300m. Sukkulentenreiche, steinige Hänge.;;False;;True;-28.082179 , 16.889457;;;;;Ruschia schneideriana (A.Berger) L.Bolus;;;;
B;Herbarium Berolinense;B101072506;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;False;;;True;E. Rusch jun.;;;7910;False;Hartmann;;False;südl. Wittpüts [Witputz]: Kahansmine;;False;;True;-27.695520398495592 , 16.700935363769535;;;;;Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann;;;;
B;Herbarium Berolinense;B101072505;9;8501354;Aizoaceae;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101072504;9;8501354;Aizoaceae;indet.;sp.;;Namibia;False;;;;Karas;;;;11/05/1929 - 11/05/1929;;;K. Dinter;;False;6343;False;Hartmann;;False;Südwest-Afrika. Pomona;False;;;True;-27.19935 , 15.278005;;;;False;Amphibolia rupis-arcuatae (Dinter) H.E.K.Hartmann;;;;
B;Herbarium Berolinense;B101072500;9;8501354;Aizoaceae;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;H. F. Glen;;False;;;True;Kurt Sprengel;False;;;;;True;Ruschia rubricaulis (Haw.) L.Bolus;;;;
B;Herbarium Berolinense;B101072501;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;;;;True;;;True;;;True;;True;H. F. Glen;;False;;;True;;True;;;;;True;Ruschia rubricaulis (Haw.) L.Bolus;;;;
B;Herbarium Berolinense;B101072503;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;01/07/1818 - 31/07/1818;False;False;;;True;;True;;;True;Colonia. E. h. b.;False;;Sehlmeyer;False;;;;;True;Mesembryanthemum L.;;;;
B;Herbarium Berolinense;B101072502;9;8501354;Aizoaceae;indet.;sp.;;Deutschland;True;;;;Sachsen;;;;;;True;Langguth;;;;True;H. F. Glen;;;Cult. Hort. Lips.;;False;R. Schlechter;;;;;;True;Ruschia rubricaulis (Haw.) L.Bolus;;;;
B;Herbarium Berolinense;B101072499;9;8501354;Aizoaceae;indet.;sp.;;Südafrika;False;;;;Western Cape;;;;25/09/1911 - 25/09/1911;False;False;E. L. Stephens;;False;7319;False;H. F. Glen;;False;Summit of Oliphant's River Mts, behind Warm Baths.;False;;;True;-32.58760337355936 , 18.919486999511722;;;;False;Ruschia rigidicaulis (Haw.) Schwantes;;;;
