specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - description;geo - not_sure;geo - no_info
BGBM;B;B 30 0311441;1;14;; ;Racomitrium microcarpum;;Österreich;;False;False;False;Tirol;False;False;False;14/08/1961 - 14/08/1961;False;False;Lauer;;False;False;;;True;Österreich. Öztaler Alpen, auf Gneis in ca. 1840 m;False;False;;;;True
BGBM;B;B 30 0311442;1;14;; ;Racomitrium panschii;;Norwegen;;False;False;False;Svalbard;False;False;False;16/06/1986 - 16/06/1986;False;False;B. Godzik & K. Grodzinska;;False;False;H. Bednarek-Ochyra;False;False;West Spitsbergen,Grønfjorden: Barentburg;False;False;78.0574 , 14.2334;;False;False
BGBM;B;B 30 0311443;1;14;; ;Racomitrium panschii;;Svalbard und Jan Mayen;;False;False;False;(Svalbard Et Île Jan Mayen);False;False;False;19/06/1985 - 19/06/1985;False;False;B. Godzik & K. Grodzinska;;False;False;H. Bednarek-Ochyra;False;False;Svalbard, West Spitsbergen, Hornsund: marginal moraine of the Hansbreen. On boulders and in depressions between them.;False;False;77.0167 , 15.5833;;False;False
BGBM;B;B 30 0311444;1;14;; ;Racomitrium protensum;;Schweden;;False;False;False;Jämtlands län;False;False;False;14/08/1975 - 14/08/1975;False;False;Nils Hakelier & Jan-Peter Frahm;;False;False;;;True;Jämtland, Äre, Getryggen, auf trockenen Felsen der alpinen Region;False;False;63.1838 , 12.3126;;False;False
BGBM;B;B 30 0311445;1;14;; ;Racomitrium protensum;;Schweden;;False;False;False;Jämtlands län;False;False;False;09/08/1975 - 09/08/1975;False;False;Nils Hakelier & J.-P. Frahm;;False;False;;;True;"Flora von Schweden. Jämtland, Undersåker, Tväråklumparna; auf Felsen an einem Schneebett.";False;False;63.2 , 12.3333;;False;False
BGBM;B;B 30 0311446;1;14;; ;Racomitrium protensum;;Deutschland;;False;False;False;Niedersachsen;False;False;False;21/05/1971 - 21/05/1971;False;False;Frahm;;False;False;;;True;Hopfensäcke bei Torfhaus, auf Granit am Klippengipfel;False;False;51.7954 , 10.5526;;False;False
BGBM;B;B 30 0311447;1;14;; ;Racomitrium protensum;;Österreich;;False;False;False;Tirol;False;False;False;31/07/2003 - 31/07/2003;False;False;H. v. Handel-Mazzetti;;False;False;;;True;Auf feuchten Schieferfelsen beim Kematner Wasserfall nächst Insbruck, etwa 750 m s. m.;False;False;47.2452 , 11.2613;;False;False
BGBM;B;B 30 0311448;1;14;; ;Racomitrium protensum;;Deutschland;;False;False;False;Baden-Württemberg;False;False;False;01/04/2002 - 30/04/2002;False;False;A. Wälde;;False;False;;;True;Im kinzigtale bei Röthenbach-Alpirsbach;False;False;48.3422 , 8.40026;;False;False
BGBM;B;B 30 0311449;1;14;; ;Racomitrium protensum;;Belgien;;False;False;False;Liège(Luik);False;False;False;30/10/1977 - 30/10/1977;False;False;Frahm;;False;False;;;True;Ardennen 30 km südl. Liege [Liège], Seitental der Ambleve [Amblève] sö Aywaille ca. 200 msm, nasse Felsen, an einem Wasserfall;False;False;50.4703 , 5.6971;;False;False
BGBM;B;B 30 0311450;1;14;; ;Racomitrium protensum;;Deutschland;;False;False;False;Baden-Württemberg;False;False;False;13/10/1972 - 13/10/1972;False;False;Frahm;;False;False;;;True;Feldberg/Baden, Seebuckwand, 1270 m NN, feuchtschattiger Steinblock im Buchen-Fichtenwald;False;False;47.8672 , 8.02921;;False;False
BGBM;B;B 30 0311451;1;14;; ;Racomitrium protensum;;Deutschland;;False;False;False;Nordrhein-Westfalen;False;False;False;03/06/1973 - 03/06/1973;False;False;Frahm;;False;False;;;True;Kr. Monschau, im Gieschbachtal sö Zweifall (MTB 5303) an Bachsteinen, ca. 400 msm;False;False;50.7084 , 6.28572;;False;False
BGBM;B;B 30 0311452;1;14;; ;Racomitrium protensum;;Norwegen;;False;False;False;Hordaland;False;False;False;14/07/1970 - 14/07/1970;False;False;J.-P. Frahm;;False;False;;;True;Norwegen. Mabödalen, feuchtliegende Steine einer Blockflur.;False;False;60.4187 , 7.18914;;False;False
BGBM;B;B 30 0311453;1;14;; ;Racomitrium ramulosum;;Schweden;;False;False;False;Västra Götalands län;False;False;False;28/06/1993 - 28/06/1993;False;False;C. Jensen;;False;False;;;True;Sverig, Vestergötland, Billingen.;False;False;58.4 , 13.7667;;False;False
BGBM;B;B 30 0311454;1;14;; ;Racomitrium sudeticum;;Schweiz;;False;False;False;Bern(Berne);False;False;False;26/08/2008 - 26/08/2008;False;False;Frahm;;False;False;;;True;"Flora von der Schweiz. Berner Oberland, Sustenpass, N Steigletscher; alpine Wiesen und Gletschervorfelder auf Silikat, Lok. 3, Höhe: 2100 m, No.: 2006347";False;False;46.7321 , 8.4348;;False;False
BGBM;B;B 30 0311455;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Alsace;False;False;False;08/10/1986 - 08/10/1986;False;False;Frahm;;False;False;;;True;Dep. Haut-Rhin: Ostseite des Rainkopf: Quellmoor und subalpiner Buchenwald ca. 1200-1250 m.;False;False;48.0094 , 6.98402;;False;False
BGBM;B;B 30 0311456;1;14;; ;Racomitrium sudeticum;;Polen;;False;False;False;Małopolskie;False;False;False;01/08/1973 - 01/08/1973;False;False;JS;;False;False;JS;False;False;"Hauts Tatras, Morskie Oko; altitude environ 1600-1700 mètres; sur rocher";False;False;49.1971 , 20.0772;;False;False
BGBM;B;B 30 0311457;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Steiermark;False;False;False;30/08/1993 - 30/08/1993;False;False;J. Glowacki;;False;False;;;True;Triebener Tauern: Hühnerkar;False;False;47.4146 , 14.5513;;False;False
BGBM;B;B 30 0311458;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Steiermark;False;False;False;25/08/1993 - 25/08/1993;False;False;J. Glowacki;;False;False;;;True;Seckauer Alpen: Brandstetter Kar. ;False;False;47.3517 , 14.6904;;False;False
BGBM;B;B 30 0311459;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Steiermark;False;False;False;24/08/1992 - 24/08/1992;False;False;J.Glowacki;;False;False;;;True;Gottsthalkessel bei Mautern;False;False;47.3769 , 14.7706;;False;False
BGBM;B;B 30 0311460;1;14;; ;Racomitrium sudeticum;;Schweiz;;False;False;False;Uri(Uri);False;False;False;03/09/2010 - 03/09/2010;False;False;Frahm;;False;False;;;True;Furkastraße, Weg zur Sindelenhütte [Sidelenhütte], Flachmoore, 2300 m;False;False;46.5882 , 8.43267;;False;False
BGBM;B;B 30 0311461;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Steiermark;False;False;False;23/08/1993 - 23/08/1993;False;False;J. Glowacki;;False;False;;;True;Bärentalböden bei Mautern;False;False;48.38 , 15.57;;False;False
BGBM;B;B 30 0311462;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Steiermark;False;False;False;24/08/1993 - 24/08/1993;False;False;Glowacki;;False;False;;;True;Steiermark: Stubaikessel in den Stubaier Alpen;False;False;47.1006 , 11.3647;;False;False
BGBM;B;B 30 0311463;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Steiermark;False;False;False;14/09/1992 - 14/09/1992;False;False;J. Glowacki;;False;False;;;True;Scharfeck in den Seetaler Alpen;False;False;46.6847 , 15.0898;;False;False
BGBM;B;B 30 0311464;1;14;; ;Racomitrium sudeticum;;Tschechien;;False;False;False;Královéhradecký kraj;False;False;False;06/10/1999 - 06/10/1999;False;False;E. Bauer;;False;False;;;True;Riesengebirge;False;False;50.728 , 15.7679;;False;False
BGBM;B;B 30 0311465;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Salzburg;False;False;False;18/07/1994 - 18/07/1994;False;False;M. Nebel;;False;False;;;True;Salzburg, Alpen, Hohe Tauern, Gasteiner Tal, Gastein, Prossau, Kesselkar, N-expon. Hang, Lärchen-/Zirbenwald, trockener Felsblock, basenarmer Gneis, 1800 m;False;False;47.105 , 13.228;;False;False
BGBM;B;B 30 0311466;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Alsace;False;False;False;10/09/1995 - 10/09/1995;False;False;J.-P. Frahm;;False;False;;;True;Dept. Haut-Rhin, Hochvogesen, Rothenbachkopf 1200-1300m, lang schneebedeckte Felsklippen, N- und E-exponiert.;False;False;48.0008 , 6.98104;;False;False
BGBM;B;B 30 0311467;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Salzburg;False;False;False;06/08/1958 - 06/08/1958;False;False;F. Koppe;;False;False;;;True;[M]auterndorf Lungau, auf der Trogalm bei 1800 m.;False;False;47.0496 , 12.7867;;False;False
BGBM;B;B 30 0311468;1;14;; ;Racomitrium sudeticum;;Vereinigtes Königreich;;False;False;False;Highland;False;False;False;08/07/1978 - 08/07/1978;False;False;Frahm;;False;False;;;True;"Schottland, Argyll, Morvern, Beinn ladain bei Kinloch; Basaltklippen und Heidemoore, ca. 360 msm";False;False;56.7131 , -4.96382;;False;False
BGBM;B;B 30 0311469;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Rhône-Alpes;False;False;False;04/07/1981 - 04/07/1981;False;False;J. L. De Sloover;;False;False;J. L. De Sloover;False;False;"France, Isère, les Deux Alpes, entre le chalet de la Selle et la Selle d'en Haut, verrou glaciaire, alt. 2200 m; sur rochers siliceux ensoleillés, No. 34.355";False;False;45.0105 , 6.12462;;False;False
BGBM;B;B 30 0311470;1;14;; ;Racomitrium sudeticum;;Polen;;False;False;False;Małopolskie;False;False;False;07/08/1986 - 07/08/1986;False;False;J. Wójcicki;;False;False;H. Bednarek-Ochyra;False;False;West Carpathians, Tatry Wysokie Mts.: below Niebieska Przelecz (blue pass) toward Dolina Pieciu Stawów Polskich, elev. ca 2130 m. On granite rocks.;False;False;49.2058 , 20.0437;;False;False
BGBM;B;B 30 0311471;1;14;; ;Racomitrium sudeticum;;Polen;;False;False;False;Dolnośląskie;False;False;False;12/07/1989 - 12/07/1989;False;False;L. Gos ;;False;False;L. Gos & H. Bednarek-Ochyra;False;False;"Granitfelsen am Bachlauf; 1250 m NN";False;False;50.7486 , 15.7009;;False;False
BGBM;B;B 30 0311472;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Kärnten;False;False;False;16/07/1971 - 16/07/1971;False;False;Frahm;;False;False;;;True;Mölltal, Hohe Tauern, Steinblock im Lärchenwald oberhalb Apriach 1600 m;False;False;47.0081 , 12.8881;;False;False
BGBM;B;B 30 0311473;1;14;; ;Racomitrium sudeticum;;Deutschland;;False;False;False;Niedersachsen;False;False;False;21/05/1971 - 21/05/1971;False;False;Frahm;;False;False;Schwab;False;False;Harz, Luisenklippe sw Torfhaus, offen exponierte Granitblöcke an der Klippenspitze;False;False;51.7967 , 10.5782;;False;False
BGBM;B;B 30 0311474;1;14;; ;Racomitrium sudeticum;;Spanien;;False;False;False;Lleida;False;False;False;07/07/1990 - 07/07/1990;False;False;MF;;False;False;MF;False;False;Hs. Lerida (Pallars Soloira) Estany Gerber., ca. 2000 m, Granitos verticales. Saxicola, calcifuga, esciofila, meso-xerofila.;False;False;42.6299 , 0.993708;;False;False
BGBM;B;B 30 0311475;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Alsace;False;False;False;29/04/1993 - 29/04/1993;False;False;J.-P. Frahm;;False;False;;;True;Frankreich. Vogesen, Hohneckgebiet, Kastelberg, Ammeltal, in Schneetälchen und an Quellmooren, 1280-1320 m über Granit.;False;False;48.0288 , 7.01181;;False;False
BGBM;B;B 30 0311476;1;14;; ;Racomitrium sudeticum;;Polen;;False;False;False;Małopolskie;False;False;False;08/10/1990 - 08/10/1990;False;False;Krzysztof Jedrzejko & Jan Zarnowiec ;;False;False;;;True;Western Beskid Mountains, Gorce Mountains, W slope Mt. Obidów, alt. 660 m. On sanstone insolated rocks.;False;False;49.5496 , 20.0239;;False;False
BGBM;B;B 30 0311477;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Alsace;False;False;False;30/08/1987 - 30/08/1987;False;False;J.-P. Frahm;;False;False;;;True;Frankreich. Dép. Vosges, Lac des Perches, an Felswaenden oberhalb des Sees, 900-1100 m alt.;False;False;47.8464 , 6.92278;;False;False
BGBM;B;B 30 0311478;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Auvergne;False;False;False;22/07/1984 - 22/07/1984;False;False;J.L. De Sloover;;False;False;J.L. De Sloover;False;False;Puy-de-Dôme, Puy de Sancy, Val d'Enfer, alt. 1450 m, dans les alpages, sur les blocs rocheux.;False;False;45.5372 , 2.81257;;False;False
BGBM;B;B 30 0311479;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Auvergne;False;False;False;22/07/1984 - 22/07/1984;False;False;J. L. De Sloover;;False;False;J. L. De Sloover;False;False;Puy-de-Dôme, Puy de Sancy, Val d'Enfer, alt. 1400-1500 m, dans les alpages, sur les blocs rocheux;False;False;45.5354 , 2.8128;;False;False
BGBM;B;B 30 0311480;1;14;; ;Racomitrium sudeticum;;Frankreich;;False;False;False;Lorraine;False;False;False;28/09/1990 - 28/09/1990;False;False;J.-P. Frahm;;False;False;;;True;Dep. Vosges, Lac de[s] Corbeaux bei La Bresse, 900-950 m alt., W-Seite TK 3619A;False;False;47.9908 , 6.90502;;False;False
BGBM;B;B 30 0311481;1;14;; ;Racomitrium sudeticum;;Deutschland;;False;False;False;Sachsen-Anhalt;False;False;False;01/07/2015 - 31/07/2015;False;False;L. Loeske;;False;False;;;True;Auf Granit des Brockengipfels, bei etwa 1140.m.;False;False;51.7997 , 10.6152;;False;False
BGBM;B;B 30 0311482;1;14;; ;Racomitrium sudeticum;;Polen;;False;False;False;Śląskie;False;False;False;15/05/1984 - 15/05/1984;False;False;H. Klama, J. Zarnowiec;;False;False;;;True;"West Carpathians, Little Beskid, Gibasowy Wierch, Kocon, prov. Bielsko-Biala, on great sandstone lying near blue touristic route; in force.";False;False;49.7245 , 19.3996;;False;False
BGBM;B;B 30 0311483;1;14;; ;Racomitrium sudeticum;;Norwegen;;False;False;False;Hordaland;False;False;False;14/07/1970 - 14/07/1970;False;False;J.-P. Frahm;;False;False;;;True;"Norwegen. Mabödalen [Måbødal] ca. 900 m; feuchtliegende Steinblöcke einer Blockflur.";False;False;60.4186 , 7.18879;;False;False
BGBM;B;B 30 0311484;1;14;; ;Racomitrium sudeticum;;Schweiz;;False;False;False;Bern(Berne);False;False;False;22/08/1979 - 22/08/1979;False;False;J.-P. Frahm;;False;False;;;True;Grimselpassstrasse oberh. Guttannen Waldgrenze bei 1800m;False;False;46.65 , 8.28333;;False;False
BGBM;B;B 30 0311485;1;14;; ;Racomitrium sudeticum;;Slowakei;;False;False;False;Prešovský kraj;False;False;False;01/07/1956 - 31/07/1956;False;False;Zd. Pilous;;False;False;;;True;Vysoké Tatry: dolina Mlynica, ad saxa granitica.;False;False;49.1238 , 20.1812;;False;False
BGBM;B;B 30 0311486;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Salzburg;False;False;False;10/08/1966 - 10/08/1966;False;False;G. Schwab;;False;False;;;True;Salzburg, an Schieferfelsen oberhalb des Tappenkarsees, ca. 1800 m (Kleinarltal);False;False;47.2169 , 13.3179;;False;False
BGBM;B;B 30 0311487;1;14;; ;Racomitrium sudeticum;;Vereinigtes Königreich;;False;False;False;Highland;False;False;False;14/07/1978 - 14/07/1978;False;False;Frahm;;False;False;;;True;Schottland Fort Williams, Ben Nevis, Hab. n-exponierte Kliffs unterhalb des Gipfels ca. 1300 msm;False;False;56.7969 , -5.00358;;False;False
BGBM;B;B 30 0311488;1;14;; ;Racomitrium sudeticum;;Vereinigtes Königreich;;False;False;False;Highland;False;False;False;14/07/1978 - 14/07/1978;False;False;Frahm;;False;False;;;True;Fort William, Ben Nevis;False;False;56.7969 , -5.00355;;False;False
BGBM;B;B 30 0311489;1;14;; ;Racomitrium sudeticum;;Vereinigtes Königreich;;False;False;False;Highland;False;False;False;14/07/1978 - 14/07/1978;False;False;Frahm;;False;False;;;True;Schottland, Highland Region, Fort Williams, Ben Nevis;False;False;56.7973 , -5.00317;;False;False
BGBM;B;B 30 0311490;1;14;; ;Racomitrium sudeticum;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;01/07/1967 - 31/07/1967;False;False;Frahm;;False;False;Frahm;False;False;Kr. Eutin: Bachschlucht bei Dönsdorf auf feuchtliegendem Err. Block.;False;False;54.2943 , 10.7319;;False;False
BGBM;B;B 30 0311491;1;14;; ;Racomitrium sudeticum;;Österreich;;False;False;False;Salzburg;False;False;False;08/08/1959 - 08/08/1959;False;False;N. Jensen;;False;False;N. Jensen;False;False;Hohe Tauern, Schafbichl am Weisssee in 2350 auf Gneis;False;False;47.1311 , 12.6194;;False;False
BGBM;B;B 30 0311492;1;14;; ;Racomitrium sudeticum;;Deutschland;;False;False;False;Schleswig-Holstein;False;False;False;01/05/1952 - 01/05/1952;False;False;Mechmershausen;;False;False;;;True;Elmenhorst Kr. Lauenburg, Findling im Forst Hahnhorst;False;False;53.5466 , 10.534;;False;False
BGBM;B;B 30 0311493;1;14;; ;Rhabdoweisia crenulata;;Deutschland;;False;False;False;Baden-Württemberg;False;False;False;24/07/2005 - 24/07/2005;False;False;Frahm;;False;False;;;True;Allerheiligen ca. 8 km N von Oppenau, feuchter Felsunterhang, MTB: 7415, Höhe: 510 m;False;False;48.5388 , 8.19635;;False;False
BGBM;B;B 30 0311494;1;14;; ;Rhabdoweisia crenulata;;Frankreich;;False;False;False;Lorraine;False;False;False;07/08/2000 - 07/08/2000;False;False;Frahm;;False;False;;;True;"Dépt. Vosges, zwischen Lac de Lispach und Col des Faignes sous Vologne; Bergwald 1000m, an nassem Felsen";False;False;48.049 , 6.95572;;False;False
BGBM;B;B 30 0311495;1;14;; ;Rhabdoweisia crenulata;;Frankreich;;False;False;False;Lorraine;False;False;False;12/10/1984 - 12/10/1984;False;False;Frahm;;False;False;;;True;Frankreich. Dépt. Vosges, Saut du Bouchot bei Sapois, ca. 500 m, N-expon. Felswand.;False;False;48.0107 , 6.75494;;False;False
BGBM;B;B 30 0311496;1;14;; ;Rhabdoweisia crenulata;;Deutschland;;False;False;False;Baden-Württemberg;False;False;False;06/06/2001 - 06/06/2001;False;False;C. Müller Frib.;;False;False;;;True;Bden: Auf Gneißfelsen im oberen Zastlertale am Feldberge, neben dem Bache bei der KLause;False;False;47.8918 , 8.0101;;False;False
BGBM;B;B 30 0311497;1;14;; ;Rhabdoweisia crenulata;;Frankreich;;False;False;False;Lorraine;False;False;False;14/10/1993 - 14/10/1993;False;False;D. H. Vitt (with J.-P. Frahm);;False;False;;;True;France. Dépt. Vosges, Vosges Mountains, Lac de[s] Corbeau[x] NW of La Bresse. N-Exposed cliffs at the southern side of the lake, ca. 900-1050 m alt. beech-fir forest on granite.;False;False;47.9885 , 6.90385;;False;False
BGBM;B;B 30 0311498;1;14;; ;Rhabdoweisia crenulata;;Frankreich;;False;False;False;Alsace;False;False;False;10/07/1985 - 10/07/1985;False;False;Frahm;;False;False;;;True;"Frankreich. Dépt. Haut-Rhin, Schlossberg (Ruine Wildenstein) bei Kruth; auf basenreichem Granit, ca. 640 m.";False;False;47.9491 , 6.95889;;False;False
BGBM;B;B 30 0311499;1;14;; ;Rhabdoweisia crenulata;;Frankreich;;False;False;False;Alsace;False;False;False;21/08/1987 - 21/08/1987;False;False;Frahm;;False;False;;;True;Frankreich. Dépt. Vosges, zwischen Grand Ventron und Lac de Wildenstein, in Ritzen zwischen Felsen, ca. 700 m.;False;False;47.9594 , 6.93877;;False;False
BGBM;B;B 30 0311500;1;14;; ;Rhabdoweisia crenulata;;Frankreich;;False;False;False;Lorraine;False;False;False;14/10/1993 - 14/10/1993;False;False;D. H. Vitt (with J.-P. Frahm);;False;False;;;True;Vosges Mountains, Lac de Corbeau NW of La Bresse. N-exposed cliffs at the southern side of the lake ca. 900 - 1050 m alt. beech - fir forest on granite;False;False;47.9883 , 6.9038;;False;False
BGBM;B;B 30 0311501;1;14;; ;Rhabdoweisia crenulata;;Frankreich;;False;False;False;Lorraine;False;False;False;28/09/1990 - 28/09/1990;False;False;J.-P. Frahm;;False;False;;;True;Lac de Corbeaux bei La Bresse;False;False;47.993 , 6.9056;;False;False
BGBM;B;B 30 0311502;1;14;; ;Rhabdoweisia crenulata;;Vereinigtes Königreich;;False;False;False;Gwynedd;False;False;False;24/07/2025 - 24/07/2025;False;False;P.G.M. Rhodes;;False;False;;;True;England: Wales, Merionetshire, Moelwyn Bach, auf der senkrechten Seite des Zuganges zu einem Bergwerkstollen, 360 m. ü. m;False;False;52.9671 , -4.00275;;False;False
BGBM;B;B 30 0311503;1;14;; ;Rhabdoweisia crenulata;;Vereinigtes Königreich;;False;False;False;Highland;False;False;False;15/07/1978 - 15/07/1978;False;False;Frahm;;False;False;;;True;Schottland, Highland Region, Shiel Bridge am Loch Duich sö Kyle of Lochalsh n-exponierter Birkenwald ca. 20-60 msme;False;False;57.2142 , -5.42182;;False;False
BGBM;B;B 30 0311504;1;14;; ;Rhabdoweisia crenulata;;Deutschland;;False;False;False;Baden-Württemberg;False;False;False;04/09/1971 - 04/09/1971;False;False;Frahm EBLA;;False;False;;;True;Schwarzwald, Notschrei bei Todtnau, rd. 1000 m, feuchte Felswand;False;False;47.8601 , 7.91813;;False;False
BGBM;B;B 30 0311505;1;14;; ;Rhabdoweisia crispata;;Frankreich;;False;False;False;Lorraine;False;False;False;26/09/1981 - 26/09/1981;False;False;Eggers, Frahm + Philippi;;False;False;;;True;Dep. Vosges, Südvogesen, col des allemands 4 km ESE Bussang, ca. 20 km NW Thann. Blockhalden und Felsklippen im Bergahorn- Tannenwald, 900 - 1100 m;False;False;47.8784 , 6.9043;;False;False
BGBM;B;B 30 0311506;1;14;; ;Rhabdoweisia crispata;;Belgien;;False;False;False;Luxembourg(Luxemburg);False;False;False;26/05/1984 - 26/05/1984;False;False;J. L. De Sloover;;False;False;J. L. De Sloover;False;False;Belgique. Nadrin, Le Hérou, alt. 200-300 m, anfractuosité de rocher siliceux.;False;False;50.15 , 5.65;;False;False
BGBM;B;B 30 0311507;1;14;; ;Rhabdoweisia crispata;;Frankreich;;False;False;False;Lorraine;False;False;False;06/09/2006 - 06/09/2006;False;False;J.-P. Frahm;;False;False;;;True;Dépt. Vosges, Ballon d'Alsace. N-Seite, hochmontaner Buchenwald, Karte: 3620A, Höhe (m): 1100;False;False;47.8293 , 6.8448;;False;False
BGBM;B;B 30 0311508;1;14;; ;Rhabdoweisia crispata;;Frankreich;;False;False;False;Franche-Comté;False;False;False;07/09/1983 - 07/09/1983;False;False;Frahm/Hakelier/Huerlimann;;False;False;;;True;Frankreich. Dépt. Haute-Saône, Cascade Brigandou bei Beulotte la Guillaume östlich Faucogney, ca. 500 m.;False;False;47.83 , 6.60862;;False;False
BGBM;B;B 30 0311509;1;14;; ;Rhabdoweisia crispata;;Schweden;;False;False;False;Örebro län;False;False;False;01/01/2044 - 31/12/2044;False;False;Sillén;;False;False;;;True;Schweden: Västmanland, Romberg sn., Ramshyttan.;False;False;59.7672 , 15.3084;;False;False
BGBM;B;B 30 0311510;1;14;; ;Rhabdoweisia crispata;;Belgien;;False;False;False;Liège(Luik);False;False;False;15/06/1980 - 15/06/1980;False;False;Eggers & Frahm;;False;False;;;True;Belgien. Hautes Fagnes, vallée de Warche près d'Reinhardstein 5 km nordest de Malmedy, ca. 450 msm.;False;False;50.45 , 6.1;;False;False
BGBM;B;B 30 0311511;1;14;; ;Rhabdoweisia crispata;;Frankreich;;False;False;False;Lorraine;False;False;False;02/10/1990 - 02/10/1990;False;False;J.-P. Frahm;;False;False;;;True;Frankreich. Dept Vosges, Petit Cascade de Tendon NW Le Tholy, Buntsandstein, ca. 500 msm.;False;False;48.1107 , 6.68156;;False;False
BGBM;B;B 30 0311512;1;14;; ;Rhabdoweisia crispata;;Frankreich;;False;False;False;Lorraine;False;False;False;11/04/1991 - 11/04/1991;False;False;Frahm;;False;False;;;True;Frankreich. Dépt. Vosges, Tal der Mosel oberhalb Lepange 8 km S Remiremont, La Rochaume, N-exponierte Felsklippen (Granit) ca. 600 msm (3519C).;False;False;47.9532 , 6.61186;;False;False
BGBM;B;B 30 0311513;1;14;; ;Rhabdoweisia crispata;;Österreich;;False;False;False;Oberösterreich;False;False;False;06/04/1973 - 06/04/1973;False;False;Franz Grims;;False;False;;;True;Engelhartszell, Hang an der linken Donauseite, feuchtes Silikatgestein;False;False;48.5072 , 13.7369;;False;False
BGBM;B;B 30 0311514;1;14;; ;Rhabdoweisia crispata;;Deutschland;;False;False;False;Hessen;False;False;False;21/09/1975 - 21/09/1975;False;False;Frahm;;False;False;;;True;Deutschland. Hessen, Kr. Fulda, Milseburg bei Kleinsassen, an feuchten senkrechten Felsen.;False;False;50.5452 , 9.89833;;False;False
BGBM;B;B 30 0311515;1;14;; ;Rhabdoweisia crispata;;Deutschland;;False;False;False;Saarland;False;False;False;01/10/1989 - 01/10/1989;False;False;Frahm;;False;False;;;True;"BRD: Saarland, Kr. Merzig-Wadern, Waldrilltal zw. Waldrill und Grimburg, 380-440 m; Waldweghänge über Schiefer (Unterdevon), MTB 6307/3";False;False;49.5972 , 6.87626;;False;False
BGBM;B;B 30 0311516;1;14;; ;Rhabdoweisia crispata;;Deutschland;;False;False;False;Niedersachsen;False;False;False;21/05/1971 - 21/05/1971;False;False;Frahm;;False;False;;;True;Harz, Achtermannshöhe, feichte berieselte Felswand an einer Blockhalde 20 m unterhalb des Gipfels;False;False;51.7663 , 10.5633;;False;False
BGBM;B;B 30 0311517;1;14;; ;Rhabdoweisia crispata;;Frankreich;;False;False;False;Alsace;False;False;False;19/05/1970 - 19/05/1970;False;False;Frahm;;False;False;Philippi;False;False;Hohneckkar, N-Seite, berieselte, schattige Felsen;False;False;48.0384 , 7.01616;;False;False
BGBM;B;B 30 0311518;1;14;; ;Rhabdoweisia fugax;;Österreich;;False;False;False;Steiermark;False;False;False;01/08/2004 - 31/08/2004;False;False;Dr. Hans M. Fuchs;;False;False;;;True;Steiermark: Auf einer Alm der Koralpe;False;False;46.7835 , 14.9534;;False;False
BGBM;B;B 30 0311519;1;14;; ;Rhabdoweisia fugax;;Slowakei;;False;False;False;Žilinský kraj;False;False;False;01/09/1988 - 30/09/1988;False;False;Zd. Pilous;;False;False;;;True;Slovakia. Mont. Malá Fatra, prope pag. Nezbuská Lúcka.;False;False;49.177 , 18.8656;;False;False
BGBM;B;B 30 0311520;1;14;; ;Rhabdoweisia fugax;;Deutschland;;False;False;False;Thüringen;False;False;False;24/07/2032 - 24/07/2032;False;False;K.Koppe;;False;False;;;True;Eisenach, an Felsen in der oberen Landgrafenschlucht;False;False;50.9533 , 10.3098;;False;False
BGBM;B;B 30 0311521;1;14;; ;Rhabdoweisia fugax;;Frankreich;;False;False;False;Lorraine;False;False;False;05/03/1984 - 05/03/1984;False;False;Frahm;;False;False;Philippi;False;False;"Dép. Meurthe & Moselle; Pouxeux, Buntsandsteinfelsen (Konglomerate) am oestl. Moselufer";False;False;48.1138 , 6.56495;;False;False
