specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;scientific_name - scientific_name;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1176461;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Rheinland-Pfalz;;;;;;;;06/07/1867 - 06/07/1867;False;False;Th. Wolf;;False;;True;;True;;;True;;An feuchten Waldstellen um Laach;False;;50.40260948596879 , 7.256298065185548;;;;False
B;Herbarium Berolinense;B 10 1176413;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;;;True;M. Selmons;;;90;;Julius Riemer;;;;True;;Rosenheim;;False;47.8539273 , 12.127262;;;;
B;Herbarium Berolinense;B 10 1176464;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Niedersachsen;;;;;;;;01/01/1840 - 31/12/1840;False;False;;;True;;True;Andrae;False;;;True;;Kirchdorf Sul.;False;;52.59 , 8.84;;;;False
B;Herbarium Berolinense;B 10 0544469;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Bayern;;;False;;;;;21/07/1913 - 21/07/1913;;;;;True;323;;Otto Renner;;;;True;;Hesselohe gegen den Bärwein.;False;False;48.07266 , 11.540313;;;;
B;Herbarium Berolinense;B 10 1176465;7;7895457;Balsaminaceae;Impatiens;sp.;;Litauen;False;;;;Klaipėdos;;;;;;;;;;True;Kannenburg;;False;;True;Marquart;False;;;True;;Memel;False;;55.7127529 , 21.1350469;;;;False
B;Herbarium Berolinense;B 10 0431365;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Nordrhein-Westfalen;;;False;;;;;02/08/1950 - 02/08/1950;;;S. Heinrich;;;41;;;True;;;True;;Wiehengeb. - Abhang Porta Westf.;;False;52.243438249291025 , 8.908410072326662;;;;
B;Herbarium Berolinense;B 10 1176468;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;False;;;;Sachsen;;;;;;;;01/01/1821 - 31/12/1821;False;False;L. C. Treviranus;;False;;True;L. C. Treviranus;False;;;True;;In m. Hohwald [...?];False;;;;;;True
B;Herbarium Berolinense;B 10 1176412;7;7895457;Balsaminaceae;Impatiens;sp.;;Deutschland;;;;False;Nordrhein-Westfalen;;;False;;;;;01/01/1840 - 31/12/1840;;;L. C. Treviranus;;;;True;L. C. Treviranus;;;;True;;Lengsdorf ad fossas umbrosas;;False;50.70591106735747 , 7.072620391845704;;;;
B;Herbarium Berolinense;B 10 1176409;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;01/01/1880 - 31/12/1880;False;False;;;True;;True;Oskar Schulz;False;;;True;;Falkenstein;False;;;;;;True
B;Herbarium Berolinense;B 10 1176336;7;7895457;Balsaminaceae;Impatiens;sp.;;;;;;True;;;;True;;;;;01/01/1842 - 31/12/1842;;;Schäde;;;;True;;True;;;True;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176485;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;;;True;;;True;;True;;True;;;True;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176483;7;7895457;Balsaminaceae;Impatiens;sp.;;Japan;;;;False;Gunma(群馬県);;;False;;;;;04/09/1950 - 04/09/1950;;;J. Ohwi;;;78;;;True;;;True;;Hondo: Ikaho in Kotsuke;;False;36.5000463703132 , 138.9229774475098;;;;
B;Herbarium Berolinense;B 10 1176482;7;7895457;Balsaminaceae;Impatiens;sp.;;Japan;False;;;;Yamanashi(山梨県);;;;;;;;01/07/1929 - 31/07/1929;False;False;P. H. Dorsett, W. J. Morse;;False;609;False;;True;E. H. Walker;;False;;Near Lake Yamanaka;False;;35.429344044107154 , 138.8761138916016;;;;False
B;Herbarium Berolinense;B 10 1176481;7;7895457;Balsaminaceae;Impatiens;sp.;;Japan;False;;;;Tochigi(栃木県);;;;;;;;03/09/1953 - 03/09/1953;False;False;H. Kubota;;False;999;False;;True;;;True;;Hondo: Nikko in Shimotsuke;False;;36.71659782222334 , 139.70781326293948;;;;False
B;Herbarium Berolinense;B 10 1176480;7;7895457;Balsaminaceae;Impatiens;sp.;;Nordkorea;;;;False;Kangwon;;;False;;;;;17/08/1927 - 17/08/1927;False;False;P. Klautke;;False;274;False;;True;;;True;;Kum-gang-san (Diamantberge), bei On-jöng-ni [Onjong-ri], Changansa. Zerstreut an feuchten Stellen.;;False;38.609899107788664 , 128.0665969848633;;;;
B;Herbarium Berolinense;B 10 1176484;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Shaanxi(陕西);;;;;;;;01/08/1896 - 31/08/1896;False;False;Giuseppe Giraldi;;False;1450;False;Biondi;False;Hooker;;False;;In-kia-po, Shen-si settentrionale (cina);True;False;;;;;True
B;Herbarium Berolinense;B 10 1176478;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;False;Hubei(湖北);;;;;;;;01/01/1885 - 31/12/1888;False;False;Aug. Henry;;False;5944 A;False;Aug. Henry;False;;;True;;Prov. Hupeh;False;;;;;;True
B;Herbarium Berolinense;B 10 1176479;7;7895457;Balsaminaceae;Impatiens;sp.;;China;;;;False;Hubei(湖北);;;False;;;;;;;True;Henry;;;5955a;False;;True;;;True;;Hupeh [Hubei];;False;;;;;True
B;Herbarium Berolinense;B 10 1176477;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Hubei(湖北);;;;;;;;01/01/1885 - 31/12/1888;False;False;Aug. Henry;;False;6589;False;;True;J. D. Hooker;;False;;Prov. Hupeh;False;;;;;;True
B;Herbarium Berolinense;B 10 1176474;7;7895457;Balsaminaceae;Impatiens;sp.;;China;;;;False;Beijing(北京);;;False;;;;;;;True;Bretschneider;;;;True;;True;;;True;;Pekin [Peking];;False;39.90421 , 116.40739;;;;False
B;Herbarium Berolinense;B 10 1176475;7;7895457;Balsaminaceae;Impatiens;sp.;;China;;;;False;Jiangxi(江西);;;False;;;;;01/07/1915 - 31/07/1915;;;M. du Bois-Reymond;;;706;;;True;;;True;;Kuling, Luschan Geb., Nord Kiangsi. Feuchter, schattiger Grund, Höhe ü. d. M.: 1100 m;;False;29.57027777777778 , 115.97666666666667;;;;False
B;Herbarium Berolinense;B 10 1176476;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Jiangxi(江西);;;;;;;;01/07/1915 - 31/07/1915;False;False;Bois-Reymond;;False;706;False;;True;;;True;;Kuling, Luschan Geb., Nord Kiangsi;False;;29.57200304470725 , 115.97565339639962;;;;
B;Herbarium Berolinense;B 10 1176473;7;7895457;Balsaminaceae;Impatiens;sp.;;China;;;;False;;;;True;;;;;24/08/1926 - 24/08/1926;;;P. H. Dorsett, J. H. Dorsett;;;6459;;;True;;;True;;Manchuria [Mandschurei], Sitankhitsy;;False;;;;;True
B;Herbarium Berolinense;B 10 1176472;7;7895457;Balsaminaceae;Impatiens;sp.;;Türkei;False;;;;Rize;;;;;;;;01/09/1980 - 30/09/1980;False;False;H. Ern;;False;6580;False;;True;H. Ern;;False;;"Waldgebirge bei Ayder Ilica oberhalb Çamlıhemşin; 1100 bis 1500 m ü. M.";False;;41.03489967855506 , 40.9731674194336;;;;False
B;Herbarium Berolinense;B 10 1176499;7;7895457;Balsaminaceae;Impatiens;sp.;;Guinea;False;;;;Kindia;;;;;;;;01/06/1937 - 30/06/1937;False;False;H. Jacques-Félix;;False;1769;False;;True;G. M. Schulze;;False;;Guinée-Française: Environs de Kindia (Benna);False;;9.547863128218491 , -12.868161565525329;;;;False
B;Herbarium Berolinense;B 10 1176498;7;7895457;Balsaminaceae;Impatiens;sp.;;Elfenbeinküste;False;;;;Montagnes;;;;;;;;02/04/1909 - 03/04/1909;False;False;Aug. Chevalier;;False;21113;False;Aug. Chevalier;False;G. M. Schulze;;False;;"Côte d'Ivoire; Bassin du Haut-Nuon, Pays des Dyolas, Pied des Monts Nouba, environs des Sources du Nuon. Commun sur les gneiss dans les cascades de la Nuon.";False;;7.557692907106456 , -8.396301269531252;;;;False
B;Herbarium Berolinense;B 10 1176497;7;7895457;Balsaminaceae;Impatiens;sp.;;Côte d'Ivoire;False;;;;Montagnes;;;False;;;;;02/04/1909 - 03/04/1909;False;False;Aug. Chevalier;;False;21113;False;;True;G. M. Schulze;;False;;Bassin du Haut-Nuon, Pays des Dyolas, Pieds des Monts Nouba, environs des sources du Nuon.  Commun sur les gneiss dans les cascades de la Nuon.;False;;7.557693 , -8.396301;;;;
B;Herbarium Berolinense;B 10 1176496;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Yunnan(云南);;;;;;;;11/08/1922 - 11/08/1922;False;False;J. F. Rock;;False;5722;False;;True;;;True;;Yangtze watershed, Prefectural District of Likiang, eastern slopes of Likiang Snow Range. On boulder, 14000 ft.;False;;27.093516367345444 , 100.21217683475226;;;;False
B;Herbarium Berolinense;B 10 1176495;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1176494;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";China;False;;;False;Sichuan(四川);;;False;;;;;;;;;;True;;;;True;;;True;;"North Szechuan; valley of Houtou river";;False;;;;;
B;Herbarium Berolinense;B 10 1176559;7;7895457;Balsaminaceae;Impatiens;sp.;;China;;;;False;Hubei(湖北);;;False;;;;;01/01/1885 - 31/12/1888;;;Henry;;;6723;;;True;J. D. Hooker;;;;Hupeh;;False;;;;;True
B;Herbarium Berolinense;B 10 1176558;7;7895457;Balsaminaceae;Impatiens;sp.;;China;False;;;;Hubei(湖北);;;;;;;;01/01/1885 - 31/12/1888;False;False;Aug. Henry;;False;6723;False;Aug. Henry;False;J. D. Hooker;;False;;Central China, Prov. Hupeh;False;;;;;;True
B;Herbarium Berolinense;B 10 1176557;7;7895457;Balsaminaceae;Impatiens;sp.;;Myanmar;False;;;;Kachin;;;;;;;;07/12/1926 - 07/12/1926;False;False;Maung Po Khant;;;1873;False;;True;;;True;;Burma, Distr. Myitkyina, Pidaung Reserve;;False;25.483333333333334 , 97.16666666666667;;;;
B;Herbarium Berolinense;B 10 1176554;7;7895457;Balsaminaceae;Impatiens;sp.;;Thailand;;;;False;;;;True;;;;;27/07/1924 - 27/07/1924;;;H. B. G. Garrett;;;179;;;True;;;True;;Siam;;False;;;;;True
B;Herbarium Berolinense;B 10 1176555;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;27/07/1924 - 27/07/1924;False;False;Garrett;;False;179;False;;True;;;True;;;;True;;;;;True
B;Herbarium Berolinense;B 10 1176553;7;7895457;Balsaminaceae;Impatiens;sp.;;Thailand;;;;False;;;;True;;;;;01/05/1915 - 31/05/1915;;;A. F. G. Kerr;;;3611;;;True;;;True;;Siam;;False;;;;;True
B;Herbarium Berolinense;B 10 1176552;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;01/01/1845 - 31/12/1845;False;False;W. Hoffmeister;;False;;True;Waldemar von Preussen;;;;True;;Himalayagebirge;False;;;;;;True
B;Herbarium Berolinense;B 10 1176550;7;7895457;Balsaminaceae;Impatiens;sp.;;Kamerun;;;;False;Sud;;;False;;;;;15/06/1918 - 15/06/1918;;;A. Annet;;;313;;;True;G. M. Schulze;;;;Lolodorf Mt  Findé. Roches humides sous forêt.;False;;3.23191 , 10.71991;;;;
B;Herbarium Berolinense;B 10 1176551;7;7895457;Balsaminaceae;Impatiens;sp.;;Kamerun;False;;;;Sud;;;;;;;;15/06/1918 - 15/06/1918;False;False;E. Annet;;False;313;False;;True;G. M. Schulze;;False;;Lolodorf, Mt Findé. Rochers humides sous forêt.;False;;3.2319096148743665 , 10.71990966796875;;;;False
B;Herbarium Berolinense;B 10 1176549;7;7895457;Balsaminaceae;Impatiens;sp.;;Kamerun;;;;False;Sud;;;False;;;;;04/07/1911 - 04/07/1911;;;A. Schultze, J. Mildbraed;;;6164;;;True;;;True;;Südkameruner Waldgebiet: Bez. Kribi - Kampo, Randgebirge zwischen Ebolowa & Kampo, Felsblock am Otómakok-Fluss.;;False;;;;;True
B;Herbarium Berolinense;B 10 1176548;7;7895457;Balsaminaceae;Impatiens;sp.;;Kamerun;False;;;;Sud;;;;;;;;18/07/1911 - 18/07/1911;False;False;A. Schultze, J. Mildbraed;;False;6191;False;;True;;;True;;Südkameruner Waldgebiet: Bez. Kribi - Kampo, Randgebirge zwischen Ebolowa & Kampo, N'Kolumbembe, an Felsen.;False;;3.068 , 10.394;;;;
B;Herbarium Berolinense;B 10 1176547;7;7895457;Balsaminaceae;Impatiens;sp.;;Kamerun;False;;;;Sud;;;;;;;;01/04/1909 - 30/04/1909;False;False;G. Zenker;;False;3882;False;;True;;;True;;Bipinde, Urwaldgebiet. Bipindihof. Berg b. Lolodorf. An feuchten Felswänden.;False;;3.2268876374638897 , 10.715789794921877;;;;False
B;Herbarium Berolinense;B 10 1176546;7;7895457;Balsaminaceae;Impatiens;sp.;;Gabun;False;;;;Estuaire;;;;;;;;16/01/1968 - 16/01/1968;False;False;N. Halle et J. F. Villiers;;False;4461;False;;True;N. Hallé;;False;;Monts de Cristal, Route de Kinguélé;False;;;;;;True
B;Herbarium Berolinense;B 10 1176545;7;7895457;Balsaminaceae;Impatiens;sp.;;Kamerun;;;;False;Sud;;;False;;;;;04/03/1964 - 04/03/1964;;;W. J. J. O. de Wilde et B. E. E. de Wilde-Duyfjes;;;2052;;;True;G. J. H. Amshoff;;;;Kwoeinvom, ca. 15 KM. S. of Ebolowa. Wet, mossy rock block, at base of hill.;;False;2.7666666666666666 , 11.15;;;;
B;Herbarium Berolinense;B 10 1176544;7;7895457;Balsaminaceae;Impatiens;sp.;;Kamerun;False;;;;Nord;;;;;;;;01/11/1938 - 30/11/1938;False;False;H. Jacques-Félix;;False;2506;False;;True;G. M. Schulze;;False;;Ndiki (de Ndokobou à Ndokomiol)  alt.: rochers de cascade;False;;7.933333333333334 , 15.229444444444445;;;;False
B;Herbarium Berolinense;B 10 1176543;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";Kamerun;False;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1176541;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Morogoro;;;;;;;;17/07/1972 - 17/07/1972;False;False;D. J. Mabberley;;False;1154;False;;True;G. M. Schulze;;False;;(T6): N. W. Uluguru Mts. Common and found along tracksides to Bondwa summit.;False;;-6.919782550710046 , 37.684650421142585;;;;False
B;Herbarium Berolinense;B 10 1176542;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Morogoro;;;;;;;;01/07/1972 - 31/08/1972;False;False;D. J. Mabberley;;False;1154;False;;True;;;True;;"N.W. Uluguru Mts., Uluguru North Forest Reserve; Bondwa Ridge; 1600m. Allanblackia dominated forest with thick undergrowth dominated by one species of Acanthaceae.";False;;-6.896731161531063 , 37.670187950134284;;;;False
B;Herbarium Berolinense;B 10 1176540;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;False;;;;Iringa;;;False;;;;;01/01/1899 - 31/12/1899;False;False;Frau Prince;;False;;True;;True;R. Wilczek;;;;Uhehe: Utschungwe-Berge, 1600 m ü. M.;False;;;;;;True
B;Herbarium Berolinense;B 10 1176539;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Iringa;;;False;;;;;01/01/1899 - 31/12/1899;;;Frau Prince;;;;True;;True;;;True;;Uhehe: Utschungwe-Berge, 1600 m ü. M.;;False;-7.7666 , 36.8166;;;;
B;Herbarium Berolinense;B 10 1176538;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;10/02/1934 - 10/02/1934;;;C. Troll;;;4993;;;True;;;True;;D O Afrika [sic!], Lukwangule (Uluguru) Nebelwald, Höhe ü. d. M.: 2200;;False;-7.097096985454662 , 37.63727188110352;;;;
B;Herbarium Berolinense;B 10 1176537;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Morogoro;;;False;;;;;13/03/1953 - 13/03/1953;;;R. B. Drummond and J. H. Hemsley;;;1542;;;True;;;True;;Tanganyika: Lukwangule plateau, above Chenzema Mission, Uluguru Mts. 2500 m. Fringe of small forest patch on plateau.;;False;-7.098000772844428 , 37.61358261108399;;;;
B;Herbarium Berolinense;B 10 1174003;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;Ohio;;;;;;;;28/07/1942 - 28/07/1942;False;False;Harold N. Moldenke;;False;13314;False;;True;;;True;;In deep woods about 1/2 mile from Mill Creek, Mill Creek Watershed, North Appalachian Experimental Watershed, near Coshocton, Coshocton Co.;False;;40.27926361765354 , -81.86719581684862;;;;False
B;Herbarium Berolinense;B 10 0652136;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;Michigan;;;False;;;;;15/07/1976 - 15/07/1976;;;William T. Gillis;;;13350;;;True;;;True;;Kalamazoo Co., Gull Lake Road, and C Ave. E. Edge of mesic oak-maple woods.;;False;42.391357322792494 , -85.3852272381163;;;;
B;Herbarium Berolinense;B 10 0533450;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;New Jersey;;;;;;;;01/09/1923 - 01/09/1923;False;False;Bayard Long;;False;29171;False;;True;;;True;;Burlington County, alluvial woods, Vansants Island, Delaware River, s.w. Fieldsboro;False;;40.12629441098848 , -74.75385189056398;;;;False
B;Herbarium Berolinense;B 10 1176535;7;7895457;Balsaminaceae;Impatiens;sp.;;Kanada;False;;;;Quebec / Québec;;;;;;;;06/09/1946 - 06/09/1946;False;False;Marcel Raymond, James Kucyniak;;False;1410;False;;True;;;True;;Bolton Pass, co. de Brome: ravin ombragé.;False;;45.1708968 , -72.4340281;;;;False
B;Herbarium Berolinense;B 10 1176534;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;;;;True;;;;;01/01/1891 - 31/12/1891;;;G. Weigand;;;;True;Ernst H. L. Krause;;;;True;;Östl. U.S.A.;;False;;;;;True
B;Herbarium Berolinense;B 10 1176533;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;Wisconsin;;;False;;;;;06/09/1879 - 06/09/1879;;;J. H. Schuette;;;;True;Otto Fiedler;;;;True;;Green Bay, Cedar Swamp, eastside;False;False;44.54539878891211 , -87.89886474609375;;;;
B;Herbarium Berolinense;B 10 1176532;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;Wisconsin;;;False;;;;;04/09/1917 - 04/09/1917;;;Charles Goessl;;;8962;;;True;;;True;;Menomonie Dunn County;;False;44.87612722186886 , -91.91921710968019;;;;
B;Herbarium Berolinense;B 10 1176531;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;Arkansas;;;False;;;;;06/09/1918 - 06/09/1918;;;E. J. Palmer;;;14326;;;True;;;True;;Cotter, (Marion County);;False;36.27377169422711 , -92.53346443176271;;;;
B;Herbarium Berolinense;B 10 1176530;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;Wisconsin;;;;;;;;03/09/1917 - 03/09/1917;False;False;M. J. Escoll;;False;380;False;;True;;;True;;Lugerville, Price Co.;False;;45.7755146 , -90.5062657;;;;False
B;Herbarium Berolinense;B 10 1176529;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;Wisconsin;;;False;;;;;27/07/1922 - 27/07/1922;;;Huron H. Smith;;;7699;;;True;;;True;;Southwestern Wisconsin. Along the Platte River;;False;42.791120132785316 , -90.60802459716798;;;;
B;Herbarium Berolinense;B 10 1176528;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;Minnesota;;;;;;;;01/08/1885 - 31/08/1885;False;False;;;True;;True;J. H. Sandberg;False;;;True;;Red Wing. Rich wet places;False;;44.5624676 , -92.5338013;;;;False
B;Herbarium Berolinense;B 10 1176527;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;New York;;;;;;;;07/09/1941 - 07/09/1941;False;False;Gasper E. Loughridge;;False;3509;False;G. A. Loughridge;False;;;True;;Chemung County. Inner margin of Island of Chemung River above bridge, 1 mile West of Big Flats. Altitude 880 feet. Margin of secondary channel, Wet silt soil of river deposition formation;False;;42.124208258795576 , -76.9676399230957;;;;False
B;Herbarium Berolinense;B 10 1176526;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;Virginia;;;;;;;;19/09/1948 - 19/09/1948;False;False;H. A. Allard;;False;19353;False;;True;;;True;;Western slope of Bull Run Mountain, Fauquier County. On flood plain along Broad Run 2 1/2 mi. s. of Thorofare Gap. Pond Mt. Area.;False;;38.90733151751689 , -77.67951965332031;;;;False
B;Herbarium Berolinense;B 10 1176525;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;Georgia;;;False;;;;;10/08/1961 - 10/08/1961;;;John A. Boole, Jr.;;;1164;;;True;H. E. Ahles;;;;Union County, Sosebee Cove 3.3 miles from entrance to Lake Winfield Scott on Rt. 180.;;False;34.76428736663692 , -83.94966602325441;;;;
B;Herbarium Berolinense;B 10 1176524;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;Illinois;;;;;;;;21/08/1949 - 21/08/1949;False;False;Virginius H. Chase;;False;10728;False;;True;;;True;;Knox County, Moist bank of Spoon River, Near Williamsfield;False;;40.94361709423416 , -90.01306117117431;;;;False
B;Herbarium Berolinense;B 10 1176523;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;;;;False;Ohio;;;False;;;;;01/01/1835 - 31/12/1835;;;Frank;;;;True;;True;;;True;;"In ditione ""Miami"" civitatis Ohio.";;False;39.5087 , -84.7344;;;;
B;Herbarium Berolinense;B 10 1176522;7;7895457;Balsaminaceae;Impatiens;sp.;;;False;;;True;;;;True;;;;;;;True;Frank;;False;;True;Sehlmeyer;False;;;True;;America boreali[s] [Nordamerika];False;;;;;;True
B;Herbarium Berolinense;B 10 1176521;7;7895457;Balsaminaceae;Impatiens;sp.;;Vereinigte Staaten von Amerika;False;;;;Missouri;;;;;;;;17/07/1998 - 17/07/1998;False;False;J. Stone & J. Miller;;False;1334;False;;True;J. S. Miller;;;;Jefferson County, Mammoth Creek, Missouri Conservation Dept. Land. Along Mammoth Road, 2.5 mi S of State Road H at the Big River, S of Hillsborro;False;;38.1666 , -90.7;;;;False
B;Herbarium Berolinense;B 10 1176519;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Ruvuma;;;False;;;;;01/03/1956 - 01/03/1956;;;E. Milne-Redhead & P. Taylor;;;8936;;;True;;;True;;Tanganyika, Songea Dist.: Litembo Hill on damp mossy rock in open: 1690 m.;;False;-10.9804691 , 34.8178327;;;;
B;Herbarium Berolinense;B 10 1176518;7;7895457;Balsaminaceae;Impatiens;sp.;;Tansania;;;;False;Ruvuma;;;False;;;;;01/03/1956 - 01/03/1956;;;E. Milne-Redhead & P. Taylor;;;8936;;;True;;;True;;Tanganyika, Songea District. Litembo Hill on damp mossy rock in open: 1690 m.;;False;-10.980016881185236 , 34.81825947761536;;;;
B;Herbarium Berolinense;B 10 1176517;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1174004;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;;;;False;Kurunegala;;;False;;;;;28/01/1966 - 28/01/1966;;;;;True;113;;W. Schwabe;;;;True;;vermutl. bei Udubaddawa oder Maho;;False;;;;;True
B;Herbarium Berolinense;B 10 1176516;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1176515;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;;;;True;;;;;;;True;;;True;317;;Wight;;J. D. Hooker;;;;Peninsula Indiae Orientalis.;;False;;;;;True
B;Herbarium Berolinense;B 10 1176514;7;7895457;Balsaminaceae;Impatiens;sp.;;Indien;;;;False;;;;True;;;;;;;True;;;True;316;;Wight;;J. D. Hooker;;;;Peninsula Indiae Orientalis.;;False;;;;;True
B;Herbarium Berolinense;B 10 1176513;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;;;;True;;;;;;;True;;;True;;True;Ind. Or. Hook fil & Thomson;False;J. D. Hooker;;False;;Ceylon Regio. Trop;False;;;;;;True
B;Herbarium Berolinense;B 10 1176512;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;;;;True;;;;;;;True;Twaites;;False;31;False;;True;J. D. Hooker;;;;Ceylon;False;;;;;;True
B;Herbarium Berolinense;B 10 1176511;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;;;;False;Kandy;;;False;;;;;09/02/1862 - 09/02/1862;;;Wichura;;;2647;;;True;J. D. Hooker;;;;Ceylon, inter Pusellawa et Rambaddo [Ramboda];False;False;7.074317593158438 , 80.6715774536133;;;;
B;Herbarium Berolinense;B 10 1176510;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;Kandy;;;;;;;;18/12/1980 - 18/12/1980;False;False;;;True;;True;W. Schwabe;False;;;True;;nahe Kandy;False;;7.2930922 , 80.6350768;;;;False
B;Herbarium Berolinense;B 10 1176509;7;7895457;Balsaminaceae;Impatiens;sp.;;Sri Lanka;False;;;;Kandy;;;;;;;;18/12/1980 - 18/12/1980;False;False;;;True;;True;W. Schwabe;False;;;True;;nahe Kandy;False;;7.2930922 , 80.6350768;;;;False
B;Herbarium Berolinense;B 10 1176508;7;7895457;Balsaminaceae;Impatiens;sp.;;Malaysia;False;;;;Pahang;;;;;;;;01/11/1908 - 30/11/1908;False;False;HNR [Ridley, H. N.];;;13559;False;;True;;;True;;Pahang, Telom;;False;4.4851289 , 101.5867225;;;;False
B;Herbarium Berolinense;B 10 0052535;7;7895457;Balsaminaceae;Impatiens;sp.;;Malaysia;;;;False;Selangor;;;False;;;;;20/12/1975 - 20/12/1975;;;B. C. Stone & D. Stone;;;12327;;;True;;;True;;Pahang Ginting Highlands, road to summit of G. Ulu Kali at c. 5000 ft;;False;3.4168238806958953 , 101.78556203842165;;;;False
B;Herbarium Berolinense;B 10 1176507;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";China;False;;;;Sichuan(四川);;;;;;;;;;True;;;;;;;;;;True;;;;;;;;;
B;Herbarium Berolinense;B 10 1176504;7;7895457;Balsaminaceae;Impatiens;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
